,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.68,0.67,0.681,0.67,0.35,0.088,0.067,0.019,8
1,0.679,0.671,0.678,0.672,0.349,0.198,0.176,0.132,8
2,0.686,0.677,0.685,0.678,0.363,0.169,0.147,0.099,8
3,0.682,0.673,0.682,0.673,0.355,0.156,0.135,0.086,8
4,0.668,0.66,0.665,0.661,0.325,0.119,0.095,0.057,9
5,0.669,0.66,0.666,0.661,0.326,0.104,0.08,0.042,9
6,0.672,0.665,0.669,0.666,0.334,0.146,0.121,0.085,9
7,0.67,0.665,0.667,0.665,0.331,0.195,0.172,0.125,9
8,0.669,0.669,0.668,0.668,0.337,0.164,0.138,0.103,9
9,0.672,0.662,0.673,0.662,0.335,0.116,0.085,0.049,15
10,0.668,0.66,0.668,0.66,0.328,0.206,0.179,0.134,15
11,0.671,0.662,0.673,0.661,0.334,0.124,0.095,0.051,15
12,0.674,0.665,0.675,0.665,0.34,0.147,0.118,0.072,15
13,0.67,0.661,0.671,0.661,0.332,0.136,0.107,0.061,15
14,0.668,0.661,0.668,0.661,0.328,0.219,0.191,0.148,15
15,0.681,0.671,0.68,0.671,0.35,0.165,0.142,0.097,14
16,0.672,0.665,0.671,0.665,0.336,0.216,0.181,0.158,16
17,0.665,0.656,0.664,0.656,0.32,0.157,0.123,0.103,16
18,0.666,0.657,0.665,0.657,0.322,0.179,0.145,0.124,16
19,0.672,0.664,0.671,0.664,0.335,0.2,0.166,0.138,16
20,0.67,0.669,0.668,0.668,0.337,0.172,0.134,0.12,16
21,0.667,0.665,0.665,0.665,0.33,0.118,0.08,0.062,16
22,0.668,0.667,0.667,0.667,0.334,0.182,0.145,0.132,16
23,0.679,0.669,0.678,0.67,0.347,0.121,0.105,0.049,17
24,0.69,0.68,0.687,0.682,0.367,0.125,0.097,0.05,13
25,0.689,0.679,0.686,0.68,0.365,0.132,0.104,0.055,13
26,0.68,0.671,0.678,0.672,0.349,0.169,0.152,0.105,12
27,0.678,0.669,0.675,0.67,0.344,0.188,0.171,0.126,12
28,0.693,0.682,0.693,0.683,0.375,0.106,0.084,0.022,10
29,0.696,0.684,0.698,0.685,0.382,0.07,0.049,0.024,10
30,0.696,0.686,0.696,0.687,0.382,0.117,0.095,0.032,10
31,0.694,0.684,0.694,0.685,0.378,0.127,0.105,0.044,10
32,0.694,0.685,0.692,0.687,0.378,0.186,0.165,0.102,10
33,0.683,0.673,0.684,0.673,0.357,0.134,0.119,0.06,11
