,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
34,0.674,0.667,0.675,0.666,0.342,0.134,0.107,0.068,19
35,0.675,0.668,0.674,0.669,0.343,0.179,0.152,0.11,19
36,0.674,0.667,0.675,0.667,0.342,0.141,0.114,0.078,19
37,0.674,0.667,0.675,0.667,0.342,0.146,0.119,0.078,19
38,0.675,0.669,0.675,0.669,0.344,0.178,0.151,0.108,19
39,0.669,0.669,0.668,0.668,0.336,0.186,0.161,0.107,19
40,0.671,0.664,0.675,0.662,0.338,0.148,0.127,0.076,18
41,0.673,0.666,0.676,0.665,0.342,0.175,0.153,0.109,18
42,0.673,0.665,0.676,0.664,0.341,0.158,0.136,0.089,18
43,0.673,0.667,0.675,0.666,0.342,0.215,0.192,0.152,18
44,0.667,0.657,0.659,0.658,0.316,0.198,0.181,0.113,7
45,0.668,0.658,0.661,0.659,0.319,0.192,0.175,0.103,7
46,0.661,0.65,0.653,0.651,0.303,0.137,0.119,0.059,7
47,0.666,0.656,0.659,0.657,0.315,0.197,0.179,0.11,7
48,0.666,0.656,0.658,0.657,0.314,0.198,0.18,0.112,7
49,0.676,0.674,0.674,0.674,0.347,0.174,0.146,0.065,6
50,0.667,0.663,0.664,0.663,0.327,0.086,0.054,0.005,6
51,0.681,0.679,0.679,0.679,0.357,0.203,0.175,0.09,6
52,0.678,0.676,0.676,0.676,0.351,0.188,0.16,0.078,6
53,0.679,0.677,0.676,0.676,0.353,0.196,0.168,0.085,6
54,0.676,0.673,0.673,0.673,0.346,0.167,0.139,0.063,6
55,0.681,0.679,0.679,0.679,0.358,0.215,0.188,0.101,6
56,0.67,0.667,0.667,0.667,0.334,0.158,0.131,0.058,6
57,0.665,0.655,0.665,0.654,0.319,0.17,0.144,0.081,6
58,0.672,0.662,0.674,0.661,0.335,0.126,0.101,0.027,4
59,0.672,0.662,0.674,0.662,0.337,0.126,0.102,0.024,4
60,0.662,0.655,0.661,0.655,0.315,0.228,0.208,0.124,4
61,0.668,0.666,0.666,0.666,0.332,0.105,0.083,0.045,5
62,0.665,0.665,0.664,0.664,0.33,0.173,0.152,0.11,5
63,0.667,0.667,0.666,0.666,0.334,0.162,0.14,0.101,5
64,0.669,0.669,0.668,0.668,0.338,0.153,0.131,0.092,5
65,0.665,0.658,0.663,0.658,0.321,0.167,0.148,0.103,5
66,0.686,0.679,0.691,0.678,0.369,0.134,0.108,0.045,1
67,0.682,0.676,0.686,0.676,0.362,0.172,0.146,0.081,1
68,0.684,0.678,0.689,0.677,0.366,0.149,0.123,0.057,1
69,0.679,0.679,0.678,0.678,0.357,0.195,0.166,0.125,1
70,0.657,0.651,0.658,0.65,0.309,0.143,0.12,0.068,0
71,0.657,0.651,0.658,0.651,0.31,0.16,0.137,0.083,0
72,0.655,0.647,0.658,0.646,0.305,0.108,0.084,0.039,0
73,0.656,0.65,0.658,0.649,0.308,0.142,0.119,0.068,0
74,0.658,0.652,0.659,0.652,0.311,0.174,0.152,0.094,0
75,0.666,0.655,0.664,0.655,0.318,0.18,0.15,0.145,2
76,0.667,0.657,0.664,0.658,0.321,0.227,0.201,0.173,2
77,0.669,0.659,0.666,0.66,0.325,0.213,0.185,0.168,2
78,0.666,0.655,0.664,0.655,0.318,0.174,0.144,0.142,2
79,0.663,0.651,0.661,0.652,0.312,0.136,0.106,0.104,2
80,0.669,0.659,0.666,0.659,0.324,0.208,0.18,0.163,2
81,0.668,0.659,0.669,0.659,0.328,0.209,0.18,0.142,3
82,0.665,0.654,0.666,0.653,0.32,0.155,0.125,0.087,3
83,0.667,0.658,0.667,0.657,0.324,0.186,0.157,0.114,3
84,0.669,0.659,0.67,0.659,0.329,0.192,0.163,0.121,3
85,0.667,0.657,0.667,0.657,0.324,0.199,0.17,0.131,3
