,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
58,0.843,0.734,0.814,0.76,0.542,0.103,0.025,0.073,5
59,0.835,0.708,0.812,0.737,0.509,0.046,0.115,0.222,5
60,0.834,0.705,0.812,0.735,0.507,0.04,0.124,0.238,5
61,0.846,0.765,0.803,0.781,0.567,0.186,0.093,0.106,1
62,0.845,0.763,0.803,0.779,0.565,0.179,0.083,0.091,1
63,0.845,0.758,0.804,0.776,0.56,0.162,0.059,0.054,1
64,0.844,0.753,0.805,0.773,0.555,0.153,0.048,0.036,1
65,0.844,0.751,0.805,0.772,0.554,0.149,0.041,0.025,1
66,0.84,0.743,0.802,0.765,0.542,0.134,0.019,0.009,1
67,0.841,0.743,0.803,0.765,0.542,0.129,0.014,0.015,1
68,0.825,0.79,0.766,0.776,0.555,0.109,0.056,0.128,1
69,0.846,0.762,0.805,0.779,0.565,0.183,0.081,0.082,11
70,0.844,0.752,0.807,0.772,0.556,0.158,0.045,0.026,11
71,0.843,0.747,0.807,0.769,0.55,0.149,0.031,0.003,11
72,0.843,0.749,0.807,0.77,0.552,0.153,0.036,0.01,11
73,0.843,0.742,0.81,0.766,0.548,0.136,0.012,0.025,11
74,0.836,0.719,0.811,0.747,0.522,0.084,0.057,0.13,11
75,0.83,0.702,0.81,0.731,0.5,0.047,0.113,0.221,11
76,0.845,0.758,0.805,0.777,0.562,0.189,0.108,0.134,10
77,0.844,0.754,0.806,0.774,0.557,0.178,0.091,0.107,10
78,0.843,0.749,0.808,0.771,0.554,0.158,0.06,0.058,10
79,0.839,0.756,0.796,0.772,0.551,0.184,0.096,0.11,0
80,0.839,0.748,0.799,0.768,0.545,0.158,0.057,0.049,0
81,0.838,0.745,0.799,0.765,0.541,0.15,0.045,0.03,0
82,0.836,0.737,0.8,0.759,0.533,0.129,0.013,0.022,0
83,0.822,0.79,0.765,0.776,0.555,0.133,0.03,0.1,0
84,0.84,0.754,0.8,0.772,0.552,0.186,0.098,0.116,2
85,0.838,0.745,0.801,0.766,0.543,0.167,0.076,0.084,2
86,0.838,0.744,0.802,0.765,0.543,0.165,0.075,0.084,2
87,0.835,0.728,0.805,0.753,0.527,0.124,0.012,0.017,2
88,0.836,0.735,0.803,0.759,0.534,0.142,0.039,0.026,2
89,0.833,0.72,0.805,0.746,0.518,0.102,0.021,0.07,2
90,0.829,0.709,0.803,0.736,0.503,0.083,0.043,0.1,2
91,0.847,0.762,0.809,0.781,0.569,0.177,0.087,0.108,12
92,0.846,0.757,0.809,0.777,0.564,0.164,0.069,0.081,12
93,0.845,0.754,0.809,0.775,0.56,0.156,0.058,0.064,12
94,0.843,0.747,0.808,0.77,0.552,0.142,0.04,0.037,12
95,0.843,0.748,0.807,0.77,0.552,0.145,0.043,0.04,12
96,0.845,0.753,0.809,0.774,0.559,0.155,0.056,0.06,12
97,0.841,0.739,0.81,0.763,0.544,0.119,0.008,0.012,12
98,0.839,0.73,0.811,0.756,0.535,0.097,0.028,0.071,12
99,0.831,0.705,0.81,0.733,0.503,0.038,0.117,0.214,12
100,0.842,0.75,0.8,0.77,0.548,0.156,0.046,0.023,13
101,0.839,0.739,0.801,0.762,0.537,0.126,0.0,0.049,13
102,0.838,0.733,0.801,0.757,0.53,0.112,0.019,0.08,13
103,0.837,0.73,0.801,0.754,0.527,0.103,0.033,0.102,13
104,0.832,0.709,0.805,0.737,0.505,0.054,0.102,0.208,13
105,0.831,0.707,0.804,0.734,0.501,0.05,0.108,0.219,13
106,0.844,0.752,0.804,0.772,0.554,0.153,0.047,0.032,3
107,0.845,0.758,0.804,0.776,0.56,0.166,0.063,0.056,3
108,0.845,0.755,0.805,0.774,0.558,0.156,0.051,0.04,3
109,0.842,0.745,0.805,0.767,0.547,0.133,0.016,0.019,3
110,0.842,0.742,0.805,0.765,0.544,0.128,0.009,0.028,3
111,0.842,0.738,0.81,0.763,0.543,0.107,0.025,0.081,3
112,0.838,0.723,0.809,0.75,0.525,0.077,0.063,0.139,3
113,0.833,0.709,0.808,0.737,0.507,0.047,0.111,0.218,3
114,0.846,0.761,0.802,0.778,0.562,0.175,0.076,0.076,8
115,0.846,0.759,0.802,0.777,0.56,0.174,0.076,0.076,8
116,0.845,0.758,0.802,0.775,0.558,0.169,0.068,0.062,8
117,0.844,0.75,0.803,0.77,0.55,0.149,0.037,0.013,8
118,0.833,0.706,0.805,0.734,0.501,0.044,0.119,0.234,8
119,0.832,0.705,0.805,0.733,0.5,0.04,0.125,0.243,8
120,0.849,0.767,0.806,0.783,0.571,0.195,0.104,0.124,18
121,0.847,0.76,0.806,0.778,0.564,0.178,0.079,0.084,18
122,0.847,0.754,0.808,0.775,0.56,0.161,0.051,0.039,18
123,0.847,0.753,0.809,0.774,0.559,0.159,0.048,0.036,18
124,0.845,0.742,0.812,0.766,0.549,0.132,0.012,0.02,18
125,0.842,0.733,0.81,0.759,0.538,0.116,0.014,0.062,18
126,0.844,0.739,0.811,0.764,0.546,0.127,0.003,0.035,18
127,0.841,0.741,0.802,0.763,0.539,0.137,0.029,0.004,19
128,0.841,0.74,0.805,0.763,0.54,0.128,0.017,0.012,19
129,0.842,0.736,0.809,0.761,0.54,0.113,0.002,0.038,19
130,0.838,0.722,0.81,0.75,0.525,0.085,0.042,0.101,19
131,0.838,0.719,0.81,0.747,0.522,0.076,0.056,0.123,19
132,0.831,0.698,0.809,0.727,0.494,0.034,0.115,0.217,19
133,0.846,0.755,0.806,0.775,0.559,0.167,0.063,0.058,9
134,0.847,0.758,0.806,0.777,0.562,0.174,0.073,0.073,9
135,0.846,0.754,0.806,0.774,0.558,0.165,0.061,0.055,9
136,0.844,0.745,0.806,0.768,0.548,0.145,0.032,0.01,9
137,0.843,0.74,0.806,0.764,0.543,0.134,0.014,0.021,9
138,0.839,0.727,0.806,0.753,0.527,0.108,0.021,0.073,9
139,0.839,0.727,0.806,0.753,0.527,0.109,0.018,0.068,9
140,0.839,0.726,0.806,0.753,0.527,0.105,0.025,0.081,9
