,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.868,0.69,0.805,0.725,0.482,0.123,0.127,0.218,8
1,0.866,0.687,0.803,0.722,0.475,0.101,0.087,0.147,8
2,0.864,0.679,0.798,0.714,0.462,0.079,0.05,0.083,8
3,0.865,0.682,0.8,0.717,0.468,0.085,0.061,0.103,8
4,0.862,0.677,0.795,0.711,0.457,0.073,0.04,0.064,8
5,0.863,0.678,0.797,0.713,0.46,0.07,0.034,0.055,8
6,0.863,0.677,0.797,0.711,0.459,0.059,0.019,0.034,8
7,0.862,0.673,0.796,0.708,0.453,0.049,0.004,0.008,8
8,0.864,0.689,0.792,0.722,0.47,0.1,0.087,0.141,16
9,0.863,0.687,0.79,0.719,0.465,0.059,0.015,0.016,16
10,0.862,0.685,0.787,0.717,0.461,0.046,0.004,0.013,16
11,0.862,0.684,0.786,0.716,0.46,0.045,0.006,0.015,16
12,0.871,0.687,0.788,0.72,0.464,0.09,0.07,0.108,17
13,0.871,0.686,0.791,0.72,0.466,0.099,0.088,0.139,17
14,0.87,0.686,0.786,0.719,0.462,0.087,0.064,0.098,17
15,0.869,0.683,0.785,0.716,0.457,0.078,0.047,0.068,17
16,0.869,0.683,0.786,0.716,0.457,0.062,0.019,0.02,17
17,0.868,0.678,0.782,0.711,0.448,0.043,0.008,0.022,17
18,0.867,0.678,0.781,0.71,0.447,0.046,0.004,0.017,17
19,0.866,0.675,0.779,0.708,0.442,0.029,0.033,0.062,17
20,0.861,0.671,0.769,0.701,0.428,0.07,0.049,0.082,9
21,0.861,0.671,0.768,0.701,0.428,0.07,0.049,0.082,9
22,0.859,0.668,0.762,0.697,0.42,0.039,0.002,0.002,9
23,0.859,0.668,0.762,0.698,0.42,0.039,0.001,0.001,9
24,0.867,0.671,0.794,0.706,0.448,0.106,0.109,0.176,15
25,0.866,0.666,0.795,0.702,0.443,0.048,0.0,0.014,15
26,0.866,0.666,0.795,0.702,0.443,0.041,0.012,0.034,15
27,0.871,0.684,0.787,0.717,0.46,0.077,0.054,0.08,14
28,0.871,0.685,0.786,0.717,0.46,0.073,0.048,0.072,14
29,0.87,0.68,0.785,0.713,0.453,0.066,0.037,0.053,14
30,0.869,0.679,0.784,0.712,0.45,0.052,0.01,0.007,14
31,0.869,0.676,0.783,0.709,0.446,0.033,0.021,0.044,14
32,0.868,0.675,0.781,0.708,0.443,0.029,0.027,0.054,14
33,0.865,0.678,0.777,0.71,0.445,0.121,0.132,0.215,10
34,0.864,0.674,0.774,0.705,0.437,0.081,0.066,0.108,10
35,0.864,0.672,0.774,0.704,0.435,0.06,0.029,0.046,10
36,0.862,0.669,0.772,0.701,0.429,0.051,0.016,0.024,10
37,0.861,0.668,0.768,0.699,0.425,0.04,0.0,0.001,10
38,0.861,0.668,0.769,0.699,0.424,0.039,0.001,0.001,10
39,0.866,0.682,0.792,0.716,0.461,0.104,0.087,0.13,11
40,0.865,0.679,0.789,0.713,0.455,0.092,0.066,0.097,11
41,0.864,0.675,0.788,0.708,0.449,0.072,0.035,0.045,11
42,0.862,0.672,0.782,0.705,0.441,0.05,0.002,0.016,11
43,0.862,0.673,0.782,0.706,0.442,0.048,0.007,0.026,11
44,0.863,0.674,0.789,0.708,0.448,0.115,0.114,0.183,13
45,0.862,0.671,0.786,0.705,0.443,0.104,0.095,0.15,13
46,0.862,0.671,0.785,0.704,0.441,0.101,0.09,0.143,13
47,0.86,0.668,0.778,0.7,0.432,0.09,0.072,0.111,13
48,0.86,0.669,0.779,0.701,0.434,0.088,0.067,0.101,13
49,0.856,0.659,0.77,0.69,0.414,0.058,0.013,0.006,13
50,0.857,0.661,0.77,0.692,0.417,0.049,0.005,0.026,13
51,0.857,0.661,0.771,0.692,0.418,0.047,0.008,0.031,13
52,0.868,0.69,0.792,0.723,0.471,0.089,0.068,0.111,12
53,0.868,0.691,0.794,0.725,0.474,0.096,0.08,0.133,12
54,0.867,0.687,0.792,0.72,0.468,0.084,0.061,0.1,12
55,0.867,0.686,0.792,0.719,0.466,0.083,0.059,0.096,12
56,0.866,0.686,0.789,0.719,0.464,0.061,0.02,0.031,12
57,0.863,0.681,0.78,0.712,0.45,0.043,0.012,0.026,12
