,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.753,0.659,0.684,0.668,0.342,0.011,0.036,0.014,5
1,0.723,0.65,0.68,0.658,0.329,0.065,0.113,0.016,4
2,0.747,0.667,0.716,0.679,0.38,0.045,0.005,0.112,4
3,0.733,0.655,0.695,0.664,0.348,0.041,0.091,0.045,4
4,0.74,0.657,0.707,0.668,0.361,0.055,0.02,0.112,4
5,0.74,0.735,0.719,0.723,0.453,0.054,0.011,0.039,6
6,0.753,0.689,0.736,0.701,0.423,0.007,0.046,0.009,6
7,0.743,0.677,0.723,0.687,0.398,0.005,0.055,0.016,6
8,0.74,0.661,0.729,0.67,0.384,0.079,0.05,0.018,6
9,0.733,0.727,0.712,0.716,0.439,0.038,0.006,0.045,6
10,0.8,0.713,0.757,0.728,0.468,0.019,0.032,0.018,7
11,0.803,0.715,0.763,0.732,0.476,0.056,0.025,0.024,7
12,0.8,0.713,0.757,0.728,0.468,0.035,0.005,0.018,7
13,0.803,0.723,0.76,0.737,0.481,0.028,0.077,0.036,7
14,0.76,0.676,0.702,0.686,0.377,0.148,0.119,0.111,3
15,0.76,0.673,0.702,0.683,0.373,0.085,0.052,0.053,3
16,0.757,0.677,0.697,0.685,0.374,0.118,0.078,0.097,3
17,0.763,0.678,0.707,0.689,0.384,0.095,0.066,0.053,3
18,0.75,0.662,0.688,0.671,0.349,0.036,0.017,0.039,3
19,0.74,0.655,0.674,0.662,0.329,0.02,0.027,0.019,3
20,0.74,0.659,0.675,0.665,0.333,0.01,0.041,0.012,3
21,0.74,0.665,0.71,0.675,0.373,0.062,0.085,0.04,2
22,0.74,0.665,0.71,0.675,0.373,0.062,0.085,0.04,2
23,0.727,0.65,0.691,0.659,0.339,0.03,0.053,0.005,2
24,0.733,0.667,0.672,0.669,0.339,0.023,0.028,0.012,0
25,0.74,0.672,0.68,0.675,0.351,0.063,0.0,0.046,0
26,0.733,0.667,0.672,0.669,0.339,0.038,0.017,0.01,0
27,0.733,0.667,0.672,0.669,0.339,0.038,0.017,0.01,0
28,0.73,0.665,0.668,0.666,0.333,0.003,0.055,0.019,0
29,0.73,0.665,0.668,0.666,0.333,0.003,0.055,0.019,0
30,0.737,0.669,0.676,0.672,0.345,0.043,0.014,0.017,0
31,0.74,0.672,0.68,0.675,0.351,0.048,0.011,0.024,0
32,0.69,0.685,0.657,0.659,0.341,0.049,0.004,0.006,0
33,0.77,0.668,0.724,0.683,0.388,0.053,0.041,0.032,1
34,0.763,0.66,0.713,0.674,0.369,0.021,0.009,0.003,1
35,0.767,0.666,0.718,0.68,0.38,0.016,0.0,0.003,1
36,0.77,0.665,0.725,0.68,0.385,0.046,0.042,0.016,1
37,0.763,0.657,0.714,0.671,0.366,0.062,0.059,0.032,1
38,0.743,0.657,0.697,0.668,0.352,0.055,0.089,0.075,15
39,0.763,0.675,0.729,0.689,0.4,0.011,0.011,0.041,15
40,0.76,0.669,0.725,0.683,0.39,0.031,0.009,0.018,15
41,0.723,0.653,0.678,0.661,0.33,0.042,0.069,0.071,14
42,0.73,0.658,0.687,0.666,0.344,0.014,0.005,0.033,14
43,0.727,0.656,0.682,0.663,0.337,0.024,0.003,0.016,14
44,0.767,0.683,0.732,0.697,0.412,0.06,0.013,0.004,16
45,0.77,0.686,0.738,0.7,0.42,0.064,0.016,0.002,16
46,0.753,0.668,0.712,0.679,0.377,0.027,0.022,0.017,16
47,0.753,0.668,0.712,0.679,0.377,0.027,0.022,0.017,16
48,0.753,0.668,0.712,0.679,0.377,0.027,0.022,0.017,16
49,0.76,0.675,0.722,0.688,0.395,0.043,0.005,0.01,16
50,0.753,0.668,0.712,0.679,0.377,0.027,0.022,0.017,16
51,0.727,0.636,0.673,0.645,0.307,0.246,0.253,0.14,17
52,0.737,0.668,0.687,0.675,0.354,0.168,0.154,0.083,17
53,0.727,0.654,0.674,0.661,0.327,0.062,0.05,0.022,17
54,0.727,0.651,0.673,0.659,0.324,0.214,0.215,0.107,17
55,0.73,0.657,0.678,0.664,0.334,0.035,0.018,0.039,17
56,0.733,0.656,0.682,0.664,0.337,0.113,0.093,0.047,17
57,0.727,0.654,0.674,0.661,0.327,0.078,0.062,0.003,17
