,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.687,0.679,0.693,0.678,0.372,0.073,0.016,0.008,1
1,0.669,0.658,0.686,0.651,0.343,0.021,0.076,0.069,1
2,0.666,0.655,0.685,0.647,0.338,0.032,0.086,0.079,1
3,0.683,0.674,0.694,0.671,0.368,0.031,0.027,0.028,1
4,0.669,0.658,0.687,0.651,0.343,0.026,0.08,0.076,1
5,0.676,0.666,0.69,0.661,0.355,0.009,0.047,0.043,1
6,0.673,0.662,0.687,0.657,0.349,0.005,0.052,0.041,1
7,0.681,0.671,0.693,0.668,0.364,0.023,0.035,0.033,1
8,0.658,0.652,0.659,0.651,0.311,0.152,0.125,0.065,0
9,0.652,0.643,0.659,0.638,0.301,0.019,0.015,0.043,0
10,0.657,0.651,0.658,0.651,0.31,0.13,0.104,0.038,0
11,0.658,0.652,0.659,0.651,0.311,0.135,0.109,0.042,0
12,0.653,0.644,0.659,0.641,0.303,0.026,0.009,0.034,0
13,0.652,0.65,0.651,0.65,0.3,0.055,0.026,0.029,0
14,0.669,0.659,0.666,0.66,0.325,0.238,0.215,0.156,2
15,0.66,0.65,0.657,0.651,0.307,0.189,0.167,0.11,2
16,0.664,0.655,0.66,0.656,0.315,0.19,0.165,0.114,2
17,0.662,0.651,0.66,0.651,0.31,0.138,0.113,0.067,2
18,0.662,0.653,0.659,0.653,0.311,0.18,0.155,0.106,2
19,0.647,0.638,0.642,0.639,0.28,0.006,0.013,0.078,2
20,0.648,0.639,0.644,0.64,0.283,0.005,0.023,0.092,2
21,0.656,0.651,0.652,0.651,0.303,0.071,0.049,0.012,2
22,0.653,0.634,0.658,0.629,0.29,0.002,0.029,0.055,2
23,0.648,0.641,0.644,0.642,0.285,0.026,0.007,0.058,2
24,0.653,0.637,0.654,0.634,0.29,0.063,0.038,0.0,2
25,0.647,0.637,0.643,0.638,0.28,0.026,0.042,0.117,2
26,0.661,0.659,0.659,0.659,0.317,0.204,0.174,0.114,3
27,0.668,0.659,0.668,0.659,0.327,0.25,0.223,0.153,3
28,0.661,0.65,0.662,0.649,0.312,0.119,0.085,0.045,3
29,0.667,0.658,0.668,0.657,0.325,0.151,0.116,0.074,3
30,0.662,0.659,0.66,0.659,0.319,0.101,0.067,0.018,3
31,0.654,0.641,0.657,0.639,0.298,0.076,0.045,0.0,3
32,0.662,0.658,0.66,0.658,0.317,0.053,0.018,0.03,3
33,0.659,0.657,0.657,0.657,0.313,0.209,0.179,0.121,3
34,0.661,0.658,0.658,0.658,0.316,0.107,0.073,0.026,3
35,0.659,0.651,0.657,0.651,0.308,0.015,0.02,0.062,3
36,0.658,0.651,0.656,0.651,0.307,0.027,0.006,0.057,3
