gen,nevals,avg,std,min,max
0,50,[0.76326 0.03746],[0.01735605 0.0294898 ],[0.71  0.001],[0.797 0.125]
1,4,[0.7514 0.037 ],[0.0190641  0.01781011],[0.717 0.013],[0.773 0.067]
2,4,[0.7752 0.0464],[0.00448999 0.02455687],[0.77  0.016],[0.783 0.081]
3,4,[0.7634 0.0532],[0.01009158 0.03029455],[0.747 0.001],[0.777 0.081]
4,5,[0.7682 0.0296],[0.01158275 0.02404662],[0.747 0.006],[0.78  0.064]
5,5,[0.7608 0.0342],[0.01107068 0.01574039],[0.747 0.013],[0.777 0.053]
6,3,[0.7566 0.039 ],[0.00677052 0.016456  ],[0.747 0.016],[0.763 0.053]
7,5,[0.7722 0.0756],[0.00897552 0.01462327],[0.757 0.051],[0.78  0.097]
8,4,[0.7586 0.0396],[0.00868562 0.02059709],[0.75  0.002],[0.773 0.06 ]
9,3,[0.7598 0.049 ],[0.00879545 0.01932874],[0.75  0.034],[0.773 0.081]
10,4,[0.7534 0.0564],[0.02328605 0.02141588],[0.72  0.034],[0.787 0.09 ]
11,4,[0.7574 0.0384],[0.01583161 0.01297074],[0.74  0.018],[0.787 0.055]
12,5,[0.7486 0.0298],[0.01573023 0.01885099],[0.727 0.006],[0.77 0.06]
13,5,[0.7622 0.0262],[0.01149609 0.01464787],[0.743 0.01 ],[0.777 0.052]
14,5,[0.7594 0.0486],[0.01431922 0.03433133],[0.737 0.01 ],[0.78  0.111]
15,5,[0.7704 0.0348],[0.00741889 0.01904101],[0.763 0.003],[0.783 0.055]
16,5,[0.7602 0.0446],[0.01911439 0.0221052 ],[0.73  0.006],[0.787 0.069]
17,4,[0.7606 0.0336],[0.01187603 0.03178427],[0.743 0.006],[0.773 0.095]
18,4,[0.7632 0.0312],[0.01117855 0.03371884],[0.753 0.001],[0.78  0.095]
19,3,[0.7646 0.0588],[0.0102098  0.02962026],[0.753 0.023],[0.78  0.095]
20,4,[0.756  0.0402],[0.01412799 0.02759275],[0.73  0.011],[0.773 0.092]
21,1,[0.76   0.0776],[0.00189737 0.02246419],[0.757 0.034],[0.763 0.092]
22,5,[0.7586 0.042 ],[0.01293986 0.0255656 ],[0.74  0.009],[0.773 0.074]
23,5,[0.7608 0.063 ],[0.00515364 0.03003331],[0.757 0.025],[0.77  0.113]
24,5,[0.7654 0.0222],[0.00492341 0.01149609],[0.757 0.003],[0.77  0.037]
25,5,[0.7608 0.049 ],[0.00624179 0.0242157 ],[0.75 0.02],[0.767 0.076]
