gen,nevals,avg,std,min,max
0,50,[0.73088 0.1251 ],[0.01425432 0.07564397],[0.687 0.013],[0.76  0.374]
1,5,[0.7306 0.1396],[0.01300154 0.08646988],[0.713 0.063],[0.75  0.308]
2,5,[0.7336 0.1496],[0.00763151 0.07625379],[0.727 0.108],[0.747 0.302]
3,1,[0.7348 0.1458],[0.00693974 0.0786674 ],[0.727 0.089],[0.747 0.302]
4,5,[0.7368 0.1676],[0.00643117 0.08369134],[0.73  0.095],[0.747 0.27 ]
5,3,[0.7294 0.1374],[0.00574804 0.06894229],[0.723 0.076],[0.74 0.27]
6,3,[0.7334 0.113 ],[0.00966644 0.01048809],[0.723 0.103],[0.747 0.133]
7,4,[0.7386 0.209 ],[0.00796492 0.11596896],[0.727 0.086],[0.75  0.366]
8,3,[0.7312 0.1644],[0.01121428 0.09768234],[0.713 0.1  ],[0.743 0.358]
9,5,[0.7308 0.1334],[0.01195659 0.0781757 ],[0.717 0.059],[0.75  0.282]
10,4,[0.7388 0.2232],[0.00906422 0.10795258],[0.727 0.076],[0.75  0.326]
11,1,[0.7382 0.1354],[0.00837616 0.09536792],[0.727 0.059],[0.747 0.322]
12,3,[0.7348 0.2326],[0.00982649 0.09321287],[0.72 0.11],[0.747 0.328]
13,5,[0.742  0.1202],[0.01426885 0.08608461],[0.72  0.012],[0.763 0.274]
14,4,[0.7382 0.1504],[0.01225398 0.06893939],[0.72  0.098],[0.75  0.286]
15,4,[0.7414 0.1754],[0.01214249 0.09385862],[0.723 0.077],[0.76  0.292]
16,4,[0.722  0.0748],[0.00481664 0.02567801],[0.717 0.043],[0.73  0.119]
17,4,[0.7344 0.166 ],[0.00691665 0.09694328],[0.723 0.073],[0.743 0.296]
18,2,[0.728  0.0818],[0.00889944 0.01587955],[0.717 0.069],[0.74  0.113]
19,4,[0.7354 0.1738],[0.01265859 0.09014078],[0.72  0.073],[0.757 0.286]
20,5,[0.7292 0.1504],[0.0097242  0.09502126],[0.71  0.069],[0.737 0.336]
21,5,[0.7274 0.1912],[0.00708802 0.08815759],[0.717 0.115],[0.737 0.318]
22,5,[0.7294 0.184 ],[0.01063203 0.12423848],[0.72  0.072],[0.75  0.382]
23,5,[0.7346 0.151 ],[0.00773563 0.06258115],[0.723 0.098],[0.747 0.274]
24,4,[0.7294 0.18  ],[0.00458694 0.11456177],[0.723 0.073],[0.737 0.358]
25,5,[0.7394 0.1502],[0.00574804 0.06762662],[0.73  0.089],[0.747 0.282]
