gen,nevals,avg,std,min,max
0,50,[0.7423 0.0849],[0.01560288 0.06018546],[0.697 0.004],[0.773 0.286]
1,4,[0.746 0.112],[0.01682855 0.08905728],[0.72  0.024],[0.773 0.282]
2,3,[0.7574 0.0932],[0.01051856 0.01866976],[0.747 0.062],[0.77  0.115]
3,4,[0.744 0.057],[0.00794984 0.02745906],[0.733 0.023],[0.757 0.096]
4,3,[0.7492 0.0658],[0.00992774 0.03085061],[0.733 0.029],[0.76  0.115]
5,3,[0.7458 0.1352],[0.01574039 0.090848  ],[0.73  0.064],[0.773 0.314]
6,5,[0.7434 0.0704],[0.01273735 0.02171267],[0.727 0.039],[0.76  0.094]
7,2,[0.7468 0.0656],[0.01205653 0.03273286],[0.727 0.034],[0.76  0.121]
8,5,[0.748 0.104],[0.0123126 0.028369 ],[0.727 0.049],[0.76  0.126]
9,4,[0.7446 0.081 ],[0.00722772 0.01883614],[0.733 0.049],[0.753 0.105]
10,5,[0.7466 0.0588],[0.01973423 0.04433689],[0.723 0.003],[0.773 0.117]
11,5,[0.738 0.123],[0.00954987 0.09749667],[0.72  0.042],[0.747 0.312]
12,4,[0.7412 0.1082],[0.01654569 0.10440383],[0.723 0.022],[0.77  0.312]
13,3,[0.7394 0.1052],[0.01134196 0.10766132],[0.727 0.022],[0.757 0.312]
14,5,[0.7474 0.1224],[0.01478648 0.07961558],[0.72  0.058],[0.763 0.276]
15,2,[0.7502 0.1148],[0.00365513 0.08094047],[0.747 0.067],[0.757 0.276]
16,5,[0.7472 0.1098],[0.00976524 0.09901394],[0.733 0.041],[0.763 0.306]
17,5,[0.7462 0.0876],[0.01090688 0.02702295],[0.737 0.037],[0.767 0.113]
18,3,[0.7426 0.0518],[0.00387814 0.0339317 ],[0.74  0.015],[0.75  0.113]
19,5,[0.7288 0.0594],[0.01378985 0.02735398],[0.71  0.015],[0.747 0.098]
20,5,[0.7354 0.0424],[0.01789525 0.02209615],[0.717 0.017],[0.767 0.082]
21,5,[0.7404 0.0692],[0.01946895 0.01235152],[0.713 0.052],[0.77  0.089]
22,5,[0.7354 0.0312],[0.01215895 0.0095163 ],[0.723 0.017],[0.753 0.042]
23,3,[0.7358 0.0376],[0.01895679 0.01588207],[0.703 0.023],[0.753 0.068]
24,4,[0.7232 0.0366],[0.01616663 0.02144388],[0.71  0.017],[0.743 0.078]
25,5,[0.7388 0.0434],[0.01085173 0.02471113],[0.72  0.003],[0.747 0.069]
