gen,nevals,avg,std,min,max
0,50,[0.73692 0.03174],[0.01462579 0.02624943],[0.703 0.002],[0.773 0.122]
1,3,[0.7266 0.0376],[0.02044113 0.02024451],[0.693 0.008],[0.747 0.068]
2,5,[0.7286 0.0178],[0.01057544 0.01319697],[0.72  0.003],[0.743 0.033]
3,5,[0.7412 0.0164],[0.0024     0.01125344],[0.737 0.002],[0.743 0.03 ]
4,4,[0.7302 0.0736],[0.01316662 0.10180884],[0.707 0.003],[0.747 0.276]
5,4,[0.7188 0.0394],[0.01208967 0.02845769],[0.697 0.003],[0.73  0.083]
6,3,[0.7226 0.0404],[0.01321514 0.02366939],[0.697 0.003],[0.733 0.071]
7,0,[0.7246 0.0458],[0.01386506 0.02502319],[0.697 0.003],[0.733 0.071]
8,4,[0.7346 0.0148],[0.01908507 0.01289031],[0.697 0.002],[0.75  0.037]
9,5,[0.7374 0.0428],[0.02195996 0.02714701],[0.697 0.015],[0.763 0.089]
10,3,[0.728  0.0274],[0.02105232 0.0340388 ],[0.697 0.001],[0.753 0.089]
11,5,[0.7354 0.0456],[0.01078147 0.03040789],[0.72  0.001],[0.75  0.088]
12,3,[0.7214 0.0606],[0.02606607 0.02530296],[0.687 0.031],[0.75  0.092]
13,4,[0.7214 0.0396],[0.02305298 0.02993727],[0.687 0.001],[0.75  0.092]
14,5,[0.7414 0.0218],[0.01180847 0.01561282],[0.727 0.006],[0.763 0.049]
15,5,[0.7226 0.0298],[0.01492113 0.01776964],[0.7   0.007],[0.74  0.052]
16,4,[0.7254 0.035 ],[0.02010572 0.02782804],[0.687 0.011],[0.743 0.071]
17,3,[0.728  0.0362],[0.00954987 0.02776617],[0.713 0.001],[0.743 0.071]
18,4,[0.7326 0.0188],[0.00909065 0.01679762],[0.72 0.  ],[0.743 0.047]
19,3,[0.7274 0.0292],[0.01051856 0.03270719],[0.71 0.  ],[0.743 0.091]
20,4,[0.7318 0.0432],[0.01463421 0.02741824],[0.713 0.009],[0.753 0.07 ]
21,4,[0.7358 0.021 ],[0.01776964 0.01720465],[0.713 0.005],[0.763 0.049]
22,3,[0.7274 0.036 ],[0.02065527 0.01794436],[0.71  0.007],[0.767 0.056]
23,5,[0.7226 0.0204],[0.01323027 0.01462327],[0.7   0.006],[0.74  0.042]
24,5,[0.7154 0.058 ],[0.01132431 0.03181195],[0.697 0.015],[0.73  0.097]
25,3,[0.7254 0.0648],[0.01767031 0.01957958],[0.697 0.039],[0.75  0.097]
