precision,recall,f1score,mcc,avg_stat_par,avg_eq_odds,avg_ao,wc_stat_par,wc_eq_odds,wc_ao,acc,model,fairness_method
0.6593245915090298,0.6601836844948676,0.6574307660287154,0.31241607082676365,0.2405,0.167,0.218,0.408,0.301,0.38,0.6601836844948676,logreg,NO_ONE
0.6494495036991309,0.6488384656942193,0.6425144243979244,0.2886647959805113,0.259,0.181,0.243,0.404,0.295,0.385,0.6488384656942193,svm,NO_ONE
0.6340973046436705,0.6337115072933549,0.6338778086890512,0.2639010232148615,0.16199999999999998,0.11149999999999999,0.1375,0.241,0.19,0.213,0.6337115072933549,forest,NO_ONE
0.6181483954191761,0.6196650459211237,0.6180670301318989,0.23119825164564692,0.1515,0.0895,0.1355,0.222,0.153,0.199,0.6196650459211237,knn,NO_ONE
0.6095233720368151,0.6083198271204754,0.6087286521342745,0.2143514696247793,0.136,0.0875,0.1175,0.232,0.157,0.22,0.6083198271204754,tree,NO_ONE
