accuracy,recall,precision,f1,mcc,spd,aod,eod
0.855,0.642,0.658,0.649,0.299,0.201,0.171,0.208
0.885,0.596,0.753,0.626,0.312,0.178,0.194,0.295
0.888,0.588,0.788,0.617,0.318,0.117,0.126,0.209
0.878,0.628,0.712,0.654,0.329,0.183,0.159,0.199
0.881,0.574,0.729,0.596,0.26,0.108,0.096,0.12
0.885,0.589,0.76,0.618,0.305,0.162,0.171,0.253
0.876,0.618,0.702,0.643,0.309,0.196,0.18,0.23
0.887,0.589,0.772,0.618,0.312,0.142,0.145,0.217
0.888,0.599,0.777,0.63,0.331,0.136,0.152,0.255
0.882,0.619,0.728,0.648,0.33,0.182,0.163,0.207
0.883,0.583,0.743,0.608,0.284,0.116,0.113,0.167
0.888,0.583,0.791,0.61,0.311,0.111,0.122,0.206
0.882,0.601,0.732,0.629,0.306,0.145,0.15,0.233
0.877,0.623,0.707,0.649,0.319,0.192,0.175,0.225
0.871,0.613,0.685,0.635,0.289,0.166,0.149,0.191
0.878,0.626,0.709,0.651,0.324,0.209,0.191,0.242
0.882,0.621,0.729,0.651,0.333,0.211,0.2,0.262
0.872,0.625,0.691,0.647,0.309,0.216,0.211,0.288
0.882,0.613,0.728,0.642,0.321,0.157,0.154,0.229
0.886,0.583,0.775,0.61,0.302,0.141,0.152,0.233
0.852,0.638,0.652,0.644,0.289,0.178,0.144,0.171
0.888,0.589,0.783,0.619,0.318,0.107,0.11,0.181
0.882,0.612,0.727,0.641,0.318,0.199,0.202,0.286
0.868,0.611,0.676,0.631,0.279,0.153,0.145,0.208
0.872,0.623,0.689,0.645,0.305,0.204,0.202,0.285
0.86,0.643,0.667,0.653,0.309,0.216,0.181,0.207
0.888,0.591,0.78,0.621,0.319,0.14,0.158,0.26
0.881,0.57,0.731,0.59,0.254,0.085,0.086,0.139
0.883,0.588,0.742,0.615,0.292,0.164,0.177,0.268
0.869,0.622,0.682,0.643,0.299,0.2,0.184,0.238
0.886,0.594,0.761,0.624,0.313,0.16,0.164,0.241
0.868,0.627,0.68,0.646,0.302,0.195,0.181,0.24
0.887,0.586,0.775,0.614,0.308,0.119,0.126,0.202
0.882,0.614,0.728,0.643,0.322,0.207,0.209,0.296
0.882,0.608,0.727,0.637,0.313,0.145,0.144,0.219
0.882,0.617,0.728,0.647,0.327,0.158,0.155,0.233
0.881,0.615,0.721,0.644,0.319,0.177,0.18,0.267
0.868,0.63,0.682,0.649,0.307,0.214,0.196,0.248
0.884,0.6,0.745,0.63,0.313,0.138,0.137,0.207
0.869,0.616,0.68,0.637,0.29,0.191,0.166,0.193
0.883,0.584,0.746,0.61,0.288,0.13,0.125,0.173
0.869,0.628,0.682,0.647,0.305,0.196,0.17,0.207
0.876,0.617,0.703,0.642,0.308,0.205,0.202,0.278
0.88,0.568,0.729,0.588,0.25,0.123,0.124,0.173
0.877,0.56,0.705,0.576,0.222,0.09,0.1,0.166
0.883,0.603,0.733,0.632,0.31,0.166,0.172,0.258
0.887,0.587,0.778,0.616,0.312,0.113,0.123,0.208
0.873,0.606,0.69,0.63,0.284,0.159,0.163,0.25
0.87,0.631,0.686,0.651,0.312,0.209,0.197,0.262
0.887,0.586,0.776,0.615,0.309,0.132,0.142,0.225
0.887,0.587,0.773,0.615,0.308,0.141,0.153,0.239
0.887,0.588,0.778,0.617,0.313,0.137,0.156,0.259
0.886,0.591,0.761,0.62,0.309,0.165,0.181,0.278
0.883,0.588,0.745,0.615,0.293,0.126,0.125,0.186
0.885,0.599,0.748,0.629,0.314,0.137,0.138,0.21
0.888,0.587,0.783,0.615,0.314,0.13,0.145,0.24
0.886,0.587,0.765,0.615,0.304,0.148,0.159,0.244
0.887,0.586,0.773,0.614,0.307,0.143,0.157,0.248
0.886,0.588,0.766,0.616,0.306,0.137,0.15,0.242
0.887,0.582,0.778,0.608,0.301,0.104,0.111,0.184
0.886,0.589,0.764,0.618,0.307,0.145,0.157,0.246
0.888,0.587,0.789,0.616,0.317,0.109,0.109,0.172
0.886,0.586,0.768,0.614,0.303,0.139,0.147,0.225
0.882,0.605,0.728,0.634,0.31,0.143,0.144,0.22
0.888,0.595,0.782,0.626,0.328,0.112,0.115,0.189
0.884,0.588,0.75,0.616,0.297,0.163,0.179,0.277
0.887,0.583,0.783,0.61,0.306,0.13,0.142,0.228
0.885,0.585,0.759,0.612,0.297,0.156,0.166,0.248
0.886,0.581,0.776,0.607,0.298,0.134,0.156,0.262
0.885,0.592,0.758,0.621,0.308,0.177,0.19,0.284
0.884,0.593,0.75,0.621,0.304,0.133,0.13,0.19
0.887,0.584,0.778,0.612,0.307,0.097,0.095,0.154
0.883,0.578,0.751,0.603,0.281,0.144,0.15,0.219
0.884,0.588,0.75,0.615,0.296,0.143,0.151,0.232
0.885,0.59,0.758,0.618,0.305,0.143,0.147,0.22
0.886,0.584,0.767,0.611,0.299,0.136,0.144,0.223
0.88,0.61,0.717,0.637,0.309,0.164,0.166,0.251
0.888,0.584,0.786,0.611,0.31,0.132,0.145,0.233
0.879,0.564,0.721,0.582,0.238,0.098,0.096,0.137
0.884,0.587,0.75,0.614,0.294,0.146,0.154,0.235
0.886,0.587,0.769,0.615,0.306,0.149,0.167,0.269
0.879,0.568,0.721,0.588,0.245,0.13,0.147,0.232
0.879,0.568,0.722,0.587,0.245,0.11,0.112,0.165
0.887,0.586,0.777,0.614,0.308,0.136,0.146,0.227
0.88,0.609,0.72,0.637,0.309,0.157,0.158,0.239
0.885,0.581,0.76,0.606,0.29,0.138,0.142,0.207
0.885,0.578,0.766,0.602,0.287,0.124,0.131,0.2
0.886,0.592,0.761,0.621,0.309,0.135,0.145,0.232
0.88,0.599,0.718,0.626,0.294,0.156,0.166,0.256
0.882,0.618,0.725,0.647,0.326,0.175,0.168,0.238
0.88,0.603,0.718,0.63,0.3,0.154,0.164,0.26
0.884,0.599,0.743,0.628,0.311,0.124,0.121,0.186
0.882,0.573,0.739,0.595,0.265,0.124,0.129,0.192
0.881,0.612,0.723,0.64,0.316,0.156,0.15,0.216
0.88,0.605,0.721,0.632,0.304,0.182,0.197,0.303
0.882,0.611,0.727,0.64,0.317,0.178,0.183,0.273
0.884,0.599,0.743,0.628,0.311,0.124,0.121,0.186
0.881,0.612,0.726,0.641,0.317,0.185,0.197,0.301
0.884,0.599,0.743,0.628,0.311,0.124,0.121,0.186
0.888,0.583,0.79,0.611,0.31,0.135,0.153,0.25
0.88,0.619,0.719,0.647,0.322,0.171,0.171,0.257
0.88,0.614,0.717,0.641,0.314,0.173,0.176,0.262
0.888,0.581,0.801,0.608,0.313,0.115,0.127,0.211
0.874,0.617,0.694,0.641,0.302,0.211,0.207,0.281
0.881,0.606,0.724,0.634,0.308,0.164,0.166,0.248
0.884,0.607,0.743,0.637,0.322,0.136,0.133,0.204
0.879,0.609,0.714,0.637,0.306,0.177,0.18,0.265
0.881,0.618,0.724,0.646,0.324,0.171,0.171,0.254
