gen,nevals,avg,std,min,max
0,50,[0.6173 0.0839],[0.01472583 0.05686062],[0.568 0.009],[0.649 0.217]
1,3,[0.6194 0.0874],[0.01275304 0.04463003],[0.607 0.024],[0.642 0.15 ]
2,5,[0.624  0.0528],[0.01013903 0.04160481],[0.608 0.018],[0.637 0.11 ]
3,3,[0.6092 0.053 ],[0.01188949 0.02909983],[0.593 0.019],[0.626 0.097]
4,4,[0.6022 0.0482],[0.0082801  0.02138598],[0.592 0.02 ],[0.613 0.074]
5,5,[0.6058 0.0634],[0.00813388 0.0454163 ],[0.596 0.005],[0.616 0.12 ]
6,4,[0.6012 0.0738],[0.00713863 0.03026153],[0.591 0.036],[0.61 0.12]
7,4,[0.611  0.0852],[0.00583095 0.04437747],[0.605 0.032],[0.621 0.144]
8,4,[0.6066 0.0448],[0.0168119  0.04954352],[0.587 0.013],[0.632 0.143]
9,3,[0.6016 0.0624],[0.0184456  0.04993436],[0.585 0.006],[0.632 0.143]
10,3,[0.596  0.0372],[0.0254637  0.03422514],[0.555 0.007],[0.629 0.095]
11,5,[0.6056 0.0466],[0.01723485 0.05443749],[0.583 0.009],[0.625 0.153]
12,5,[0.613  0.0564],[0.00784857 0.04931775],[0.602 0.002],[0.626 0.135]
13,5,[0.607  0.0666],[0.00975705 0.0439345 ],[0.59 0.  ],[0.618 0.132]
14,4,[0.6016 0.0898],[0.00838093 0.04175356],[0.589 0.024],[0.612 0.132]
15,3,[0.6126 0.076 ],[0.00995188 0.05078189],[0.596 0.018],[0.627 0.132]
16,2,[0.6112 0.0658],[0.00453431 0.04252717],[0.605 0.016],[0.616 0.132]
17,5,[0.6152 0.086 ],[0.00932523 0.03894098],[0.604 0.022],[0.629 0.143]
18,4,[0.6122 0.0666],[0.00679412 0.03201   ],[0.604 0.02 ],[0.623 0.114]
19,4,[0.6152 0.0986],[0.01133843 0.02460569],[0.599 0.05 ],[0.632 0.115]
20,4,[0.6062 0.0654],[0.00897552 0.02822481],[0.596 0.031],[0.621 0.1  ]
21,4,[0.6124 0.06  ],[0.00412795 0.03672057],[0.608 0.01 ],[0.62  0.101]
22,4,[0.612  0.0596],[0.00613188 0.02787544],[0.603 0.031],[0.621 0.1  ]
23,4,[0.611 0.05 ],[0.0095289 0.0191729],[0.598 0.034],[0.627 0.079]
24,5,[0.6144 0.0522],[0.0062482  0.02479839],[0.606 0.02 ],[0.623 0.081]
25,5,[0.6108 0.0968],[0.01522367 0.04942631],[0.583 0.026],[0.624 0.161]
