gen,nevals,avg,std,min,max
0,50,[0.61364 0.0881 ],[0.02136142 0.05930472],[0.555 0.   ],[0.646 0.225]
1,4,[0.6224 0.1208],[0.01204326 0.01485126],[0.607 0.102],[0.642 0.144]
2,4,[0.6216 0.1216],[0.01684755 0.0431305 ],[0.601 0.043],[0.65  0.166]
3,5,[0.6146 0.089 ],[0.01989573 0.02799286],[0.581 0.042],[0.643 0.125]
4,3,[0.6114 0.1032],[0.00895768 0.03605218],[0.596 0.042],[0.621 0.15 ]
5,5,[0.6106 0.0638],[0.01406556 0.06084209],[0.593 0.001],[0.636 0.169]
6,4,[0.6122 0.0438],[0.0102645  0.02733057],[0.598 0.013],[0.625 0.086]
7,3,[0.609  0.0156],[0.02117546 0.01174053],[0.577 0.002],[0.639 0.031]
8,4,[0.599  0.0168],[0.02469818 0.01144378],[0.571 0.002],[0.639 0.031]
9,5,[0.6118 0.0476],[0.01884038 0.01860753],[0.578 0.02 ],[0.629 0.07 ]
10,3,[0.5904 0.0272],[0.02150907 0.0191562 ],[0.566 0.006],[0.625 0.063]
11,3,[0.59   0.0266],[0.02357117 0.01555121],[0.566 0.008],[0.63  0.055]
12,4,[0.5824 0.0138],[0.01237093 0.00620967],[0.572 0.008],[0.606 0.025]
13,5,[0.5844 0.0174],[0.01174053 0.00958332],[0.574 0.006],[0.606 0.028]
14,2,[0.5794 0.0154],[0.00431741 0.01057544],[0.574 0.   ],[0.587 0.028]
15,5,[0.5766 0.0138],[0.00332265 0.01614187],[0.57 0.  ],[0.579 0.039]
16,4,[0.5736 0.02  ],[0.00571314 0.02410809],[0.563 0.002],[0.579 0.067]
17,4,[0.5726 0.0134],[0.00571314 0.01168931],[0.565 0.002],[0.58  0.034]
18,2,[0.5752 0.025 ],[0.01797109 0.02599231],[0.564 0.001],[0.611 0.072]
19,3,[0.5798 0.006 ],[0.01576579 0.0052915 ],[0.568 0.001],[0.611 0.015]
20,5,[0.5984 0.057 ],[0.015781   0.05714893],[0.581 0.002],[0.619 0.139]
21,3,[0.5986 0.0596],[0.01083697 0.04606343],[0.582 0.002],[0.614 0.113]
22,5,[0.6078 0.0552],[0.00673498 0.04339309],[0.6   0.018],[0.616 0.119]
23,4,[0.6196 0.0774],[0.01535708 0.06538685],[0.601 0.018],[0.64  0.193]
24,4,[0.61   0.0536],[0.01884675 0.0715251 ],[0.587 0.001],[0.635 0.193]
25,4,[0.6298 0.0798],[0.0082801  0.05909112],[0.619 0.   ],[0.641 0.165]
