gen,nevals,avg,std,min,max
0,50,[0.62142 0.09276],[0.01868913 0.06250394],[0.577 0.003],[0.663 0.249]
1,4,[0.6134 0.0522],[0.01306292 0.01917707],[0.6   0.029],[0.635 0.082]
2,3,[0.6174 0.0804],[0.01682379 0.02552332],[0.6   0.054],[0.64  0.128]
3,5,[0.6154 0.0718],[0.00722772 0.02318965],[0.607 0.046],[0.625 0.11 ]
4,3,[0.6124 0.0874],[0.01134196 0.0302364 ],[0.592 0.03 ],[0.627 0.11 ]
5,3,[0.6054 0.0566],[0.00866256 0.03987781],[0.592 0.012],[0.615 0.11 ]
6,4,[0.617  0.0756],[0.01289961 0.03599222],[0.6   0.012],[0.636 0.115]
7,4,[0.613  0.0738],[0.01528398 0.04464706],[0.594 0.005],[0.634 0.123]
8,5,[0.618  0.0982],[0.00404969 0.02932166],[0.614 0.068],[0.625 0.148]
9,4,[0.6172 0.136 ],[0.00271293 0.01887856],[0.613 0.108],[0.62  0.162]
10,5,[0.6264 0.1358],[0.00564269 0.01119643],[0.617 0.116],[0.633 0.148]
11,4,[0.6216 0.125 ],[0.00382623 0.02486765],[0.616 0.096],[0.627 0.16 ]
12,5,[0.6218 0.1134],[0.00466476 0.05066596],[0.618 0.026],[0.63 0.18]
13,4,[0.622  0.1104],[0.01029563 0.04463452],[0.603 0.054],[0.632 0.18 ]
14,5,[0.6134 0.1066],[0.0048     0.03243825],[0.608 0.068],[0.62  0.157]
15,5,[0.623 0.11 ],[0.00379473 0.01851486],[0.616 0.088],[0.626 0.143]
16,4,[0.6206 0.1116],[0.005004   0.02084802],[0.612 0.089],[0.626 0.147]
17,5,[0.622  0.0736],[0.00460435 0.01560256],[0.616 0.055],[0.63  0.098]
18,3,[0.623  0.1134],[0.00275681 0.01817251],[0.62  0.098],[0.627 0.146]
19,4,[0.6246 0.101 ],[0.01228983 0.03628774],[0.616 0.055],[0.649 0.164]
20,4,[0.624 0.107],[0.01221475 0.05926213],[0.614 0.013],[0.647 0.174]
21,5,[0.6172 0.1108],[0.00391918 0.0556683 ],[0.614 0.029],[0.622 0.174]
22,4,[0.6208 0.1054],[0.00773046 0.05285679],[0.614 0.04 ],[0.635 0.199]
23,4,[0.617  0.1098],[0.00938083 0.03056403],[0.603 0.07 ],[0.632 0.137]
24,5,[0.6172 0.114 ],[0.00466476 0.04410442],[0.612 0.048],[0.625 0.185]
25,4,[0.6178 0.1146],[0.00670522 0.03140446],[0.612 0.07 ],[0.63  0.155]
