gen,nevals,avg,std,min,max
0,50,[0.61402 0.07874],[0.0208245  0.05384526],[0.571 0.008],[0.654 0.23 ]
1,1,[0.6334 0.1104],[0.01187603 0.07028115],[0.619 0.013],[0.651 0.22 ]
2,4,[0.6354 0.146 ],[0.00873155 0.05117421],[0.619 0.102],[0.643 0.213]
3,4,[0.6364 0.1288],[0.00338231 0.03936191],[0.634 0.088],[0.643 0.204]
4,5,[0.6318 0.134 ],[0.00655439 0.02149419],[0.623 0.101],[0.642 0.158]
5,3,[0.6278 0.1512],[0.0059127 0.0178146],[0.62 0.13],[0.637 0.181]
6,5,[0.632  0.1104],[0.00589915 0.05604141],[0.624 0.007],[0.642 0.159]
7,4,[0.626  0.0912],[0.00384708 0.0622813 ],[0.622 0.005],[0.632 0.173]
8,3,[0.6306 0.1234],[0.00492341 0.02835913],[0.624 0.095],[0.639 0.173]
9,5,[0.6338 0.1484],[0.00354401 0.03062417],[0.627 0.089],[0.637 0.173]
10,3,[0.633  0.1246],[0.00707107 0.03249369],[0.627 0.083],[0.646 0.17 ]
11,4,[0.6172 0.0902],[0.0264     0.03328303],[0.566 0.045],[0.64  0.142]
12,4,[0.6072 0.0754],[0.02387802 0.03458092],[0.576 0.036],[0.639 0.118]
13,4,[0.6096 0.0714],[0.0189589  0.03746251],[0.573 0.029],[0.628 0.136]
14,4,[0.5964 0.0976],[0.01873606 0.040013  ],[0.573 0.043],[0.617 0.138]
15,3,[0.6078 0.094 ],[0.02098952 0.04660901],[0.573 0.021],[0.634 0.138]
16,4,[0.6088 0.1498],[0.01260793 0.01289031],[0.584 0.132],[0.618 0.171]
17,5,[0.6014 0.097 ],[0.02126594 0.05996332],[0.578 0.013],[0.633 0.175]
18,5,[0.6006 0.1174],[0.02120943 0.03910294],[0.569 0.07 ],[0.624 0.176]
19,4,[0.5946 0.1156],[0.02647716 0.04280934],[0.563 0.068],[0.639 0.178]
20,4,[0.5888 0.079 ],[0.0180599  0.03234192],[0.574 0.033],[0.623 0.116]
21,5,[0.5772 0.086 ],[0.00658483 0.02912044],[0.57  0.041],[0.587 0.127]
22,5,[0.5792 0.106 ],[0.00541849 0.01887856],[0.573 0.082],[0.589 0.14 ]
23,4,[0.5862 0.0688],[0.02203089 0.03460289],[0.56  0.022],[0.627 0.126]
24,3,[0.5858 0.1106],[0.02010373 0.05752426],[0.571 0.019],[0.625 0.195]
25,5,[0.584  0.1132],[0.02001   0.0154971],[0.562 0.091],[0.621 0.13 ]
