gen,nevals,avg,std,min,max
0,50,[0.6137  0.10942],[0.01917629 0.05860208],[0.57  0.001],[0.656 0.26 ]
1,3,[0.6168 0.1112],[0.02396164 0.06818328],[0.577 0.01 ],[0.644 0.182]
2,4,[0.61   0.1024],[0.02390816 0.0536455 ],[0.577 0.042],[0.648 0.193]
3,5,[0.6196 0.0746],[0.0255703  0.03081947],[0.584 0.02 ],[0.642 0.105]
4,5,[0.6176 0.0914],[0.02638636 0.03847389],[0.581 0.041],[0.648 0.149]
5,4,[0.6004 0.0834],[0.03070896 0.05875577],[0.567 0.012],[0.645 0.149]
6,2,[0.6148 0.1024],[0.02650585 0.04712791],[0.581 0.012],[0.645 0.149]
7,3,[0.5998 0.0732],[0.01950795 0.06478704],[0.582 0.012],[0.627 0.163]
8,3,[0.6034 0.1114],[0.02448346 0.07749219],[0.582 0.012],[0.639 0.211]
9,5,[0.604  0.1012],[0.02962431 0.05868015],[0.576 0.045],[0.649 0.213]
10,5,[0.6128 0.1456],[0.02398666 0.06061881],[0.585 0.058],[0.645 0.215]
11,3,[0.6286 0.173 ],[0.01445822 0.06264184],[0.61  0.077],[0.645 0.242]
12,2,[0.616  0.1366],[0.01721627 0.03789248],[0.591 0.113],[0.645 0.212]
13,4,[0.6084 0.1062],[0.0189589  0.02214859],[0.591 0.073],[0.642 0.136]
14,5,[0.6312 0.139 ],[0.01610466 0.06512757],[0.605 0.015],[0.648 0.195]
15,4,[0.6374 0.1676],[0.01718837 0.04299116],[0.61  0.098],[0.656 0.222]
16,5,[0.6364 0.1314],[0.01502797 0.05396888],[0.607 0.06 ],[0.648 0.207]
17,5,[0.629  0.0796],[0.01733205 0.06905534],[0.602 0.015],[0.653 0.212]
18,4,[0.6082 0.0692],[0.01963059 0.05303735],[0.574 0.019],[0.628 0.161]
19,5,[0.6042 0.0556],[0.00552811 0.03759042],[0.598 0.01 ],[0.612 0.117]
20,4,[0.6088 0.0918],[0.01514464 0.06066762],[0.585 0.017],[0.629 0.169]
21,3,[0.6124 0.1216],[0.01707161 0.08766892],[0.585 0.024],[0.63 0.26]
22,4,[0.6128 0.0966],[0.01637559 0.09847355],[0.586 0.007],[0.63  0.222]
23,2,[0.6152 0.0162],[0.01083328 0.01556149],[0.602 0.   ],[0.625 0.035]
24,2,[0.6238 0.0628],[0.01154816 0.07928279],[0.602 0.003],[0.634 0.216]
25,4,[0.6194 0.0416],[0.00962497 0.02424541],[0.602 0.015],[0.628 0.073]
