gen,nevals,avg,std,min,max
0,50,[0.67352 0.03424],[0.01676215 0.02469053],[0.607 0.   ],[0.703 0.099]
1,3,[0.664  0.0354],[0.02124147 0.02773878],[0.627 0.   ],[0.69  0.085]
2,5,[0.6752 0.041 ],[0.00919565 0.03356784],[0.663 0.002],[0.69  0.101]
3,5,[0.6706 0.0246],[0.00637495 0.01019019],[0.663 0.01 ],[0.677 0.036]
4,4,[0.6728 0.035 ],[0.00658483 0.0242157 ],[0.66 0.01],[0.677 0.08 ]
5,5,[0.6766 0.015 ],[0.00705975 0.01071448],[0.663 0.005],[0.683 0.034]
6,3,[0.6828 0.0246],[0.00893085 0.01851054],[0.67  0.009],[0.697 0.061]
7,5,[0.6662 0.0274],[0.00815843 0.01886372],[0.657 0.004],[0.677 0.058]
8,4,[0.674 0.04 ],[0.00525357 0.01846077],[0.67  0.014],[0.683 0.064]
9,3,[0.6708 0.0488],[0.01195659 0.01090688],[0.657 0.032],[0.69  0.063]
10,5,[0.668  0.0412],[0.00626099 0.0344    ],[0.66  0.008],[0.677 0.107]
11,5,[0.6754 0.0216],[0.00662118 0.01800667],[0.667 0.002],[0.687 0.05 ]
12,3,[0.6686 0.0324],[0.00557136 0.02135978],[0.663 0.003],[0.677 0.06 ]
13,4,[0.6726 0.0312],[0.01070701 0.01282809],[0.663 0.014],[0.69 0.05]
14,3,[0.6746 0.0254],[0.0063435 0.0102098],[0.663 0.01 ],[0.68  0.037]
15,3,[0.6786 0.0198],[0.01695406 0.00962081],[0.657 0.01 ],[0.703 0.035]
16,5,[0.6692 0.0308],[0.01409113 0.01362938],[0.65  0.017],[0.693 0.053]
17,4,[0.6752 0.0412],[0.01059056 0.02350659],[0.663 0.007],[0.693 0.072]
18,2,[0.6712 0.0348],[0.00581034 0.02785247],[0.663 0.004],[0.68  0.072]
19,3,[0.6686 0.0506],[0.00868562 0.01892723],[0.657 0.029],[0.68  0.074]
20,4,[0.6592 0.0396],[0.00908625 0.02758695],[0.65 0.01],[0.673 0.09 ]
21,4,[0.6694 0.0312],[0.00671118 0.00984683],[0.657 0.018],[0.677 0.048]
22,3,[0.6674 0.021 ],[0.00682935 0.00814862],[0.657 0.009],[0.677 0.032]
23,2,[0.6608 0.035 ],[0.00620967 0.01084435],[0.657 0.028],[0.673 0.056]
24,4,[0.6666 0.0204],[0.01155162 0.01284679],[0.653 0.006],[0.683 0.041]
25,4,[0.6726 0.0376],[0.00656049 0.02427839],[0.663 0.006],[0.68  0.076]
