gen,nevals,avg,std,min,max
0,50,[0.70078 0.039  ],[0.02525493 0.03240988],[0.62 0.  ],[0.737 0.127]
1,4,[0.7132 0.0256],[0.01062826 0.02939116],[0.7 0. ],[0.727 0.079]
2,4,[0.7126 0.0438],[0.00909065 0.03385498],[0.697 0.003],[0.723 0.093]
3,4,[0.7186 0.0446],[0.00796492 0.0385829 ],[0.71  0.013],[0.733 0.112]
4,4,[0.7166 0.0172],[0.0159198  0.00730479],[0.697 0.006],[0.737 0.029]
5,5,[0.7106 0.0336],[0.0094361 0.0214532],[0.693 0.008],[0.72  0.071]
6,4,[0.7094 0.0474],[0.0094361  0.02017523],[0.693 0.024],[0.72  0.072]
7,5,[0.7092 0.0448],[0.00381576 0.02546684],[0.703 0.002],[0.713 0.071]
8,4,[0.706  0.0492],[0.01145426 0.02837887],[0.693 0.019],[0.72 0.1 ]
9,4,[0.7088 0.0336],[0.00705408 0.03653273],[0.7   0.003],[0.717 0.1  ]
10,4,[0.7134 0.0382],[0.01009158 0.02544327],[0.7   0.012],[0.73  0.072]
11,2,[0.7042 0.0656],[0.00719444 0.02830265],[0.69  0.013],[0.71  0.099]
12,2,[0.7    0.0558],[0.01145426 0.03358809],[0.683 0.004],[0.713 0.099]
13,3,[0.7034 0.0368],[0.00581722 0.02228363],[0.697 0.011],[0.713 0.072]
14,4,[0.7148 0.054 ],[0.01510497 0.02864961],[0.697 0.018],[0.74  0.084]
15,3,[0.7206 0.0514],[0.01615673 0.03162657],[0.703 0.003],[0.74  0.084]
16,3,[0.7138 0.0474],[0.01410532 0.02675519],[0.7   0.003],[0.74  0.084]
17,3,[0.7234 0.0414],[0.01085541 0.02947948],[0.71  0.007],[0.74  0.084]
18,4,[0.7226 0.0434],[0.0081878  0.03812401],[0.71  0.007],[0.733 0.107]
19,4,[0.7228 0.0582],[0.00893085 0.02681343],[0.71  0.028],[0.737 0.107]
20,5,[0.7294 0.0304],[0.01300154 0.01440278],[0.71  0.002],[0.747 0.041]
21,5,[0.7322 0.0234],[0.00534416 0.02008582],[0.727 0.003],[0.74  0.055]
22,5,[0.7008 0.0188],[0.0397311  0.00738647],[0.623 0.009],[0.73 0.03]
23,4,[0.7212 0.0094],[0.00581034 0.00685857],[0.71  0.002],[0.727 0.02 ]
24,4,[0.7212 0.0262],[0.00705408 0.0119733 ],[0.713 0.013],[0.73  0.045]
25,4,[0.726  0.0322],[0.00742967 0.01750885],[0.717 0.011],[0.733 0.055]
