gen,nevals,avg,std,min,max
0,50,[0.71964 0.0446 ],[0.01914864 0.03447086],[0.67  0.001],[0.757 0.124]
1,5,[0.7292 0.0562],[0.02132979 0.04167685],[0.713 0.006],[0.77 0.12]
2,5,[0.7172 0.0722],[0.00820731 0.03095416],[0.71  0.021],[0.733 0.115]
3,3,[0.7228 0.0522],[0.01075918 0.02526183],[0.71  0.021],[0.74  0.095]
4,5,[0.7288 0.0418],[0.00676461 0.03584076],[0.717 0.003],[0.737 0.101]
5,3,[0.7266 0.0198],[0.01083697 0.01215566],[0.707 0.006],[0.737 0.037]
6,4,[0.7274 0.0488],[0.00765768 0.02574801],[0.717 0.006],[0.737 0.082]
7,5,[0.7194 0.063 ],[0.01118213 0.02646507],[0.707 0.031],[0.74  0.097]
8,5,[0.7232 0.0446],[0.00754718 0.03452883],[0.71  0.009],[0.733 0.102]
9,2,[0.7218 0.0654],[0.00906422 0.0354209 ],[0.71  0.009],[0.733 0.103]
10,3,[0.7246 0.0528],[0.00492341 0.03847805],[0.717 0.011],[0.73  0.102]
11,3,[0.726  0.0598],[0.00933809 0.02633173],[0.713 0.016],[0.737 0.092]
12,3,[0.7238 0.036 ],[0.00713863 0.02268039],[0.713 0.015],[0.733 0.077]
13,4,[0.7268 0.0552],[0.01004789 0.02367615],[0.713 0.016],[0.737 0.081]
14,5,[0.7226 0.0576],[0.00682935 0.02085761],[0.713 0.036],[0.73  0.097]
15,4,[0.7252 0.0426],[0.01149609 0.02348276],[0.713 0.004],[0.747 0.077]
16,4,[0.7254 0.0484],[0.01312402 0.01256344],[0.707 0.027],[0.747 0.062]
17,5,[0.7228 0.0362],[0.00658483 0.03367135],[0.713 0.004],[0.73  0.092]
18,3,[0.7268 0.0262],[0.00365513 0.01524992],[0.72  0.004],[0.73  0.049]
19,4,[0.7234 0.0364],[0.00615142 0.02454873],[0.713 0.005],[0.73  0.067]
20,2,[0.722 0.032],[0.00596657 0.02087103],[0.713 0.005],[0.73  0.062]
21,3,[0.7252 0.0434],[0.00800999 0.0152    ],[0.713 0.02 ],[0.737 0.062]
22,4,[0.7232 0.044 ],[0.00754718 0.03979447],[0.713 0.006],[0.733 0.108]
23,4,[0.7214 0.0558],[0.01521315 0.02670131],[0.697 0.015],[0.743 0.093]
24,5,[0.7102 0.0294],[0.01331766 0.02534245],[0.69  0.001],[0.727 0.067]
25,3,[0.7234 0.0154],[0.02045092 0.00776144],[0.7   0.001],[0.75  0.024]
