gen,nevals,avg,std,min,max
0,50,[0.81848 0.0974 ],[0.01399749 0.04398363],[0.782 0.048],[0.85  0.216]
1,3,[0.8102 0.083 ],[0.01427445 0.01069579],[0.782 0.064],[0.821 0.095]
2,5,[0.8146 0.095 ],[0.00508331 0.05723286],[0.808 0.046],[0.82  0.204]
3,4,[0.835  0.0722],[0.01093618 0.00986712],[0.819 0.056],[0.847 0.083]
4,3,[0.8348 0.0654],[0.00888594 0.00608605],[0.819 0.055],[0.842 0.071]
5,3,[0.8274 0.0678],[0.00939361 0.01655778],[0.816 0.051],[0.84  0.098]
6,4,[0.8306 0.0776],[0.01139474 0.01835865],[0.817 0.046],[0.844 0.098]
7,5,[0.8298 0.0698],[0.01467515 0.01060943],[0.807 0.062],[0.844 0.09 ]
8,5,[0.8236 0.0858],[0.01009158 0.06232945],[0.813 0.025],[0.84  0.206]
9,4,[0.818 0.098],[0.01272792 0.05491812],[0.806 0.062],[0.842 0.206]
10,4,[0.8366 0.069 ],[0.00449889 0.00663325],[0.829 0.057],[0.842 0.076]
11,3,[0.8312 0.0716],[0.00865794 0.00781281],[0.82  0.066],[0.842 0.087]
12,4,[0.8352 0.074 ],[0.00842378 0.01734359],[0.82  0.049],[0.844 0.089]
13,4,[0.8306 0.0766],[0.009992   0.01306292],[0.818 0.058],[0.844 0.091]
14,5,[0.8258 0.0774],[0.01222129 0.01564097],[0.81  0.048],[0.847 0.095]
15,4,[0.8344 0.0828],[0.00788923 0.00844748],[0.821 0.075],[0.845 0.095]
16,4,[0.8298 0.1076],[0.00823165 0.05670132],[0.823 0.067],[0.845 0.22 ]
17,4,[0.8316 0.068 ],[0.01315447 0.01126055],[0.817 0.046],[0.856 0.077]
18,5,[0.8262 0.0574],[0.01566397 0.01078147],[0.814 0.047],[0.857 0.072]
19,5,[0.8244 0.0748],[0.01180847 0.01282809],[0.809 0.06 ],[0.837 0.091]
20,5,[0.8298 0.084 ],[0.00466476 0.00521536],[0.824 0.079],[0.838 0.094]
21,3,[0.8302 0.0746],[0.0064     0.01443052],[0.824 0.05 ],[0.838 0.094]
22,5,[0.8258 0.0692],[0.00614492 0.01667813],[0.819 0.054],[0.834 0.098]
23,4,[0.8324 0.0718],[0.00845222 0.01112475],[0.82  0.057],[0.846 0.09 ]
24,3,[0.8214 0.1046],[0.01323027 0.05597357],[0.8   0.057],[0.84  0.214]
25,4,[0.8306 0.0714],[0.01243543 0.01744248],[0.81  0.045],[0.848 0.096]
