gen,nevals,avg,std,min,max
0,50,[0.82098 0.08204],[0.01554412 0.02528712],[0.795 0.06 ],[0.855 0.242]
1,4,[0.8058 0.078 ],[0.00396989 0.00442719],[0.8   0.072],[0.811 0.085]
2,3,[0.8068 0.0738],[0.00702567 0.01180508],[0.8   0.054],[0.819 0.089]
3,3,[0.8088 0.0836],[0.00702567 0.01538311],[0.798 0.054],[0.819 0.099]
4,4,[0.8062 0.0808],[0.00581034 0.0056356 ],[0.798 0.074],[0.814 0.088]
5,5,[0.805 0.107],[0.00547723 0.04958225],[0.799 0.064],[0.812 0.204]
6,4,[0.8088 0.0838],[0.00617738 0.01220492],[0.798 0.064],[0.815 0.096]
7,4,[0.8122 0.0766],[0.00893085 0.01235476],[0.799 0.064],[0.827 0.098]
8,4,[0.81  0.082],[0.00651153 0.00669328],[0.799 0.075],[0.819 0.091]
9,5,[0.8148 0.1086],[0.00581034 0.05237786],[0.807 0.069],[0.823 0.212]
10,4,[0.814  0.0788],[0.01109955 0.01010742],[0.804 0.066],[0.835 0.089]
11,5,[0.8168 0.081 ],[0.00835225 0.00414729],[0.809 0.076],[0.833 0.087]
12,4,[0.8132 0.0862],[0.01075918 0.00624179],[0.801 0.077],[0.833 0.096]
13,4,[0.8124 0.0826],[0.00567803 0.01017055],[0.806 0.07 ],[0.822 0.097]
14,3,[0.8166 0.077 ],[0.0082365  0.00562139],[0.808 0.07 ],[0.83  0.087]
15,3,[0.82   0.0834],[0.00723878 0.00427083],[0.808 0.077],[0.83  0.089]
16,5,[0.822  0.0988],[0.00681175 0.05576164],[0.811 0.065],[0.832 0.21 ]
17,5,[0.8146 0.0698],[0.01066958 0.01858386],[0.797 0.034],[0.825 0.088]
18,4,[0.8138 0.065 ],[0.00808455 0.01473771],[0.802 0.039],[0.824 0.08 ]
19,5,[0.8112 0.0586],[0.00808455 0.01857525],[0.801 0.027],[0.82  0.084]
20,3,[0.8172 0.098 ],[0.01230285 0.05896779],[0.803 0.054],[0.833 0.214]
21,5,[0.808  0.0546],[0.0198897  0.02131291],[0.778 0.032],[0.836 0.086]
22,4,[0.8266 0.0662],[0.0111463  0.01351148],[0.809 0.04 ],[0.837 0.078]
23,3,[0.8298 0.0748],[0.00396989 0.01045753],[0.824 0.065],[0.833 0.093]
24,3,[0.8264 0.0762],[0.00162481 0.0076    ],[0.824 0.061],[0.829 0.08 ]
25,5,[0.822  0.0762],[0.0043359  0.00949526],[0.814 0.061],[0.826 0.09 ]
