gen,nevals,avg,std,min,max
0,50,[0.82356 0.09712],[0.01316687 0.04217565],[0.802 0.047],[0.856 0.214]
1,5,[0.8322 0.0764],[0.0107963  0.01395134],[0.812 0.05 ],[0.843 0.089]
2,4,[0.8258 0.0772],[0.01020588 0.01530229],[0.812 0.05 ],[0.84  0.091]
3,5,[0.828  0.0766],[0.00885438 0.00492341],[0.821 0.072],[0.845 0.084]
4,5,[0.82  0.124],[0.00753658 0.083611  ],[0.805 0.072],[0.825 0.29 ]
5,4,[0.8194 0.0812],[0.00739189 0.00899778],[0.805 0.069],[0.825 0.092]
6,3,[0.8262 0.0878],[0.00851822 0.00932523],[0.82  0.075],[0.843 0.1  ]
7,5,[0.823  0.0834],[0.00481664 0.01030728],[0.814 0.065],[0.828 0.097]
8,4,[0.8248 0.0794],[0.00116619 0.00826075],[0.824 0.067],[0.827 0.087]
9,3,[0.819 0.069],[0.0083666 0.0090111],[0.803 0.061],[0.827 0.086]
10,4,[0.8224 0.097 ],[0.00674092 0.05815497],[0.815 0.056],[0.834 0.212]
11,3,[0.8168 0.1014],[0.01135606 0.05762152],[0.799 0.051],[0.834 0.212]
12,4,[0.8284 0.1166],[0.00935094 0.04786481],[0.819 0.088],[0.844 0.212]
13,3,[0.8312 0.0824],[0.01289031 0.01125344],[0.816 0.07 ],[0.848 0.1  ]
14,2,[0.8314 0.0828],[0.00964572 0.0110526 ],[0.819 0.07 ],[0.844 0.1  ]
15,4,[0.8258 0.085 ],[0.00926067 0.01245793],[0.815 0.07 ],[0.841 0.1  ]
16,4,[0.8206 0.0778],[0.01654811 0.01010742],[0.794 0.069],[0.845 0.097]
17,4,[0.8168 0.0852],[0.01693989 0.00788416],[0.797 0.076],[0.845 0.096]
18,4,[0.8222 0.0746],[0.01545833 0.00840476],[0.803 0.066],[0.847 0.089]
19,4,[0.813  0.0714],[0.00782304 0.01866119],[0.804 0.043],[0.825 0.096]
20,5,[0.811  0.1116],[0.00807465 0.06960057],[0.802 0.065],[0.823 0.25 ]
21,3,[0.8198 0.0748],[0.00990757 0.0074135 ],[0.802 0.065],[0.83  0.088]
22,4,[0.8178 0.0774],[0.00800999 0.0111463 ],[0.802 0.057],[0.824 0.088]
23,5,[0.8202 0.0732],[0.00702567 0.01622837],[0.815 0.048],[0.834 0.094]
24,4,[0.814  0.1076],[0.01852566 0.08691513],[0.787 0.02 ],[0.841 0.274]
25,4,[0.8216 0.0728],[0.01112834 0.0059127 ],[0.809 0.066],[0.841 0.083]
