gen,nevals,avg,std,min,max
0,50,[0.81576 0.09156],[0.01426683 0.0383057 ],[0.792 0.045],[0.851 0.236]
1,5,[0.8202 0.084 ],[0.01295222 0.00850882],[0.807 0.068],[0.845 0.092]
2,2,[0.8144 0.0848],[0.00372022 0.00719444],[0.807 0.072],[0.817 0.092]
3,4,[0.8134 0.0862],[0.00215407 0.00342929],[0.81  0.082],[0.816 0.091]
4,4,[0.8106 0.084 ],[0.0028 0.008 ],[0.808 0.073],[0.816 0.098]
5,5,[0.8124 0.078 ],[0.00475815 0.00878635],[0.807 0.063],[0.82 0.09]
6,4,[0.8116 0.0852],[0.00382623 0.00545527],[0.808 0.078],[0.819 0.092]
7,3,[0.812  0.0882],[0.00438178 0.00633719],[0.806 0.08 ],[0.818 0.097]
8,5,[0.8086 0.0888],[0.00366606 0.0064    ],[0.802 0.083],[0.812 0.101]
9,4,[0.8096 0.082 ],[0.005004   0.01161034],[0.802 0.071],[0.817 0.101]
10,5,[0.8084 0.0828],[0.00372022 0.00231517],[0.802 0.079],[0.813 0.086]
11,4,[0.8054 0.0822],[0.00387814 0.00370945],[0.801 0.079],[0.81  0.089]
12,4,[0.8072 0.0764],[0.00416653 0.01890608],[0.802 0.04 ],[0.813 0.093]
13,5,[0.8126 0.1038],[0.01149957 0.06021096],[0.803 0.053],[0.835 0.222]
14,3,[0.8132 0.1058],[0.01107068 0.05229685],[0.805 0.053],[0.835 0.206]
15,5,[0.8164 0.0844],[0.00962497 0.01386506],[0.806 0.058],[0.829 0.099]
16,3,[0.8152 0.0772],[0.00699714 0.02067269],[0.809 0.045],[0.826 0.099]
17,3,[0.817  0.0758],[0.0119499  0.01817031],[0.805 0.045],[0.836 0.099]
18,4,[0.8134 0.0744],[0.00763151 0.01573023],[0.802 0.045],[0.826 0.088]
19,5,[0.8146 0.0814],[0.00852291 0.01773809],[0.804 0.047],[0.83  0.095]
20,5,[0.8174 0.085 ],[0.00945727 0.00654217],[0.804 0.077],[0.832 0.096]
21,4,[0.8062 0.086 ],[0.01161723 0.00501996],[0.791 0.077],[0.827 0.092]
22,5,[0.8006 0.0872],[0.00826075 0.00416653],[0.789 0.082],[0.813 0.093]
23,3,[0.8072 0.0884],[0.00844748 0.00492341],[0.799 0.08 ],[0.822 0.095]
24,5,[0.8062 0.086 ],[0.00348712 0.00316228],[0.8   0.081],[0.81 0.09]
25,4,[0.8044 0.0892],[0.00504381 0.0049558 ],[0.795 0.084],[0.81  0.097]
