gen,nevals,avg,std,min,max
0,50,[0.81692 0.08022],[0.01244643 0.02108771],[0.794 0.048],[0.849 0.204]
1,5,[0.8118 0.0858],[0.00899778 0.00376298],[0.794 0.081],[0.818 0.091]
2,3,[0.8156 0.0812],[0.00241661 0.01083328],[0.812 0.062],[0.819 0.092]
3,4,[0.8096 0.086 ],[0.0032     0.00316228],[0.805 0.082],[0.814 0.091]
4,2,[0.8076 0.0862],[0.00293939 0.0044    ],[0.805 0.078],[0.813 0.091]
5,2,[0.807  0.0896],[0.00219089 0.0028    ],[0.805 0.085],[0.811 0.093]
6,3,[0.8092 0.0872],[0.00263818 0.00699714],[0.806 0.077],[0.812 0.098]
7,3,[0.8102 0.088 ],[0.00248193 0.00583095],[0.806 0.082],[0.813 0.098]
8,4,[0.8122 0.1116],[0.00193907 0.05430875],[0.81 0.08],[0.815 0.22 ]
9,3,[0.8122 0.1132],[0.00248193 0.05365967],[0.809 0.08 ],[0.816 0.22 ]
10,4,[0.8088 0.0852],[0.00376298 0.00877268],[0.806 0.069],[0.816 0.093]
11,5,[0.8098 0.0846],[0.00365513 0.00553534],[0.805 0.078],[0.814 0.094]
12,4,[0.8092 0.0842],[0.00685274 0.00483322],[0.796 0.078],[0.815 0.09 ]
13,2,[0.8074 0.0888],[0.00591946 0.00213542],[0.796 0.085],[0.813 0.091]
14,5,[0.8158 0.0828],[0.01010742 0.00856505],[0.806 0.066],[0.835 0.09 ]
15,4,[0.8094 0.0904],[0.00361109 0.00708802],[0.804 0.083],[0.815 0.099]
16,4,[0.8172 0.0874],[0.01099818 0.00791454],[0.804 0.076],[0.833 0.099]
17,5,[0.8166 0.0854],[0.01303227 0.01195993],[0.804 0.064],[0.833 0.098]
18,3,[0.8198 0.0828],[0.01808204 0.01238386],[0.804 0.064],[0.849 0.096]
19,4,[0.8286 0.0794],[0.01834775 0.00567803],[0.807 0.073],[0.849 0.087]
20,3,[0.817  0.0816],[0.0160125  0.00611882],[0.808 0.072],[0.849 0.09 ]
21,2,[0.817  0.0822],[0.0160125  0.00587878],[0.808 0.072],[0.849 0.09 ]
22,3,[0.8076 0.089 ],[0.00293939 0.00473286],[0.804 0.08 ],[0.81  0.094]
23,4,[0.8068 0.0838],[0.0059127  0.01097998],[0.796 0.064],[0.812 0.093]
24,4,[0.8108 0.1108],[0.0044     0.05279167],[0.807 0.08 ],[0.819 0.216]
25,3,[0.8114 0.1104],[0.0026533  0.05287949],[0.807 0.08 ],[0.815 0.216]
