gen,nevals,avg,std,min,max
0,50,[0.82024 0.078  ],[0.01420501 0.01136662],[0.797 0.045],[0.849 0.098]
1,4,[0.8236 0.0736],[0.02338889 0.00717217],[0.794 0.062],[0.849 0.084]
2,5,[0.8374 0.0828],[0.00588558 0.01004789],[0.828 0.07 ],[0.843 0.099]
3,4,[0.8406 0.0722],[0.00402989 0.00435431],[0.833 0.065],[0.844 0.078]
4,5,[0.8342 0.0768],[0.0144     0.00655439],[0.806 0.071],[0.845 0.089]
5,4,[0.8342 0.078 ],[0.01238386 0.00678233],[0.81  0.071],[0.845 0.09 ]
6,4,[0.826  0.0732],[0.01308434 0.01278124],[0.808 0.057],[0.839 0.095]
7,4,[0.8236 0.0782],[0.01484049 0.01088853],[0.808 0.064],[0.844 0.092]
8,4,[0.8228 0.0784],[0.0162653  0.01259524],[0.807 0.059],[0.843 0.092]
9,5,[0.8174 0.082 ],[0.00922171 0.00296648],[0.807 0.077],[0.829 0.086]
10,4,[0.8112 0.0824],[0.00757364 0.01259524],[0.802 0.06 ],[0.825 0.093]
11,3,[0.8092 0.083 ],[0.00574108 0.01167904],[0.802 0.061],[0.818 0.093]
12,4,[0.8026 0.0806],[0.00976934 0.01659639],[0.784 0.049],[0.811 0.096]
13,3,[0.8126 0.0896],[0.00770973 0.00402989],[0.802 0.085],[0.826 0.096]
14,3,[0.8038 0.0904],[0.00667533 0.00257682],[0.792 0.086],[0.811 0.093]
15,4,[0.8052 0.0822],[0.0051923  0.00541849],[0.798 0.074],[0.811 0.089]
16,4,[0.8006 0.0856],[0.00531413 0.0032    ],[0.793 0.081],[0.809 0.09 ]
17,4,[0.8076 0.085 ],[0.00508331 0.00316228],[0.798 0.081],[0.813 0.09 ]
18,4,[0.8136 0.0788],[0.01776063 0.00820731],[0.796 0.066],[0.846 0.087]
19,5,[0.8028 0.0814],[0.00921737 0.01019019],[0.787 0.068],[0.811 0.099]
20,4,[0.8138 0.0794],[0.00775629 0.0069455 ],[0.807 0.067],[0.829 0.086]
21,2,[0.8146 0.0816],[0.00932952 0.0032619 ],[0.807 0.077],[0.833 0.087]
22,4,[0.8058 0.0768],[0.00861162 0.00426146],[0.789 0.072],[0.813 0.082]
23,4,[0.8082 0.085 ],[0.0082801  0.00641872],[0.792 0.079],[0.814 0.097]
24,3,[0.8108 0.08  ],[0.00906422 0.00357771],[0.793 0.075],[0.818 0.086]
25,5,[0.811  0.0884],[0.00565685 0.00344093],[0.8   0.083],[0.816 0.093]
