gen,nevals,avg,std,min,max
0,50,[0.60318 0.04802],[0.04691255 0.05437775],[0.542 0.   ],[0.662 0.202]
1,3,[0.5704 0.018 ],[0.0428 0.036 ],[0.549 0.   ],[0.656 0.09 ]
2,3,[0.5902 0.0206],[0.05052287 0.03506337],[0.549 0.   ],[0.656 0.09 ]
3,4,[0.632  0.0686],[0.03362737 0.05565465],[0.569 0.015],[0.66  0.168]
4,4,[0.6404 0.067 ],[0.01406556 0.02569825],[0.626 0.038],[0.658 0.113]
5,4,[0.6466 0.081 ],[0.01366163 0.02839014],[0.629 0.046],[0.66  0.114]
6,2,[0.6404 0.0634],[0.01192644 0.00958332],[0.63  0.055],[0.655 0.077]
7,4,[0.6442 0.062 ],[0.01243222 0.02128849],[0.629 0.028],[0.655 0.09 ]
8,5,[0.6444 0.073 ],[0.01473228 0.01628496],[0.624 0.052],[0.658 0.099]
9,4,[0.6328 0.0534],[0.01133843 0.02583486],[0.624 0.021],[0.655 0.099]
10,4,[0.6234 0.0494],[0.03912339 0.02870261],[0.549 0.   ],[0.657 0.09 ]
11,5,[0.626  0.0502],[0.03971398 0.03274996],[0.549 0.   ],[0.657 0.097]
12,4,[0.61   0.0352],[0.05015177 0.03203373],[0.549 0.   ],[0.657 0.074]
13,4,[0.6336 0.0554],[0.04244337 0.04755039],[0.549 0.   ],[0.66  0.131]
14,4,[0.6514 0.099 ],[0.00287054 0.0565261 ],[0.647 0.025],[0.655 0.2  ]
15,5,[0.6492 0.1134],[0.00611228 0.03503484],[0.64  0.061],[0.656 0.156]
16,5,[0.6528 0.1168],[0.00899778 0.02624805],[0.643 0.067],[0.669 0.142]
17,5,[0.6288 0.1162],[0.04415609 0.04122815],[0.541 0.065],[0.657 0.159]
18,2,[0.6298 0.1438],[0.04457084 0.0501015 ],[0.541 0.07 ],[0.657 0.225]
19,4,[0.6036 0.079 ],[0.04689819 0.05634181],[0.541 0.01 ],[0.655 0.16 ]
20,3,[0.606  0.1338],[0.04915689 0.01631441],[0.541 0.109],[0.65 0.16]
21,4,[0.6168 0.1296],[0.04445852 0.04171618],[0.548 0.061],[0.659 0.187]
22,5,[0.6106 0.1142],[0.04376574 0.03442906],[0.545 0.065],[0.659 0.164]
23,4,[0.6102 0.0876],[0.04277102 0.05208685],[0.546 0.034],[0.659 0.171]
24,4,[0.599  0.0522],[0.033544   0.01900947],[0.547 0.023],[0.636 0.079]
25,3,[0.635 0.062],[0.00589915 0.01529706],[0.627 0.044],[0.645 0.083]
