gen,nevals,avg,std,min,max
0,50,[0.61202 0.07954],[0.05151174 0.05555257],[0.541 0.   ],[0.679 0.21 ]
1,3,[0.5954 0.0668],[0.05295508 0.06212697],[0.543 0.   ],[0.676 0.163]
2,5,[0.5914 0.0426],[0.05976153 0.05333517],[0.543 0.   ],[0.676 0.124]
3,5,[0.5866 0.0334],[0.0545989  0.04192183],[0.543 0.   ],[0.67  0.098]
4,5,[0.634  0.0872],[0.04890808 0.06489191],[0.543 0.   ],[0.681 0.198]
5,3,[0.6382 0.0812],[0.05108972 0.06566095],[0.543 0.   ],[0.681 0.198]
6,5,[0.618  0.1348],[0.06051446 0.07982832],[0.543 0.   ],[0.682 0.251]
7,4,[0.6534 0.1346],[0.02770993 0.06300032],[0.608 0.037],[0.676 0.236]
8,1,[0.6564 0.1622],[0.02349979 0.06511037],[0.622 0.068],[0.676 0.236]
9,5,[0.6648 0.165 ],[0.01817031 0.07402972],[0.63  0.032],[0.68  0.227]
10,5,[0.6178 0.1164],[0.05165811 0.06647887],[0.555 0.018],[0.678 0.221]
11,4,[0.5864 0.0988],[0.04754619 0.05642127],[0.543 0.   ],[0.679 0.162]
12,3,[0.5862 0.1282],[0.03126276 0.056005  ],[0.562 0.037],[0.648 0.189]
13,3,[0.6076 0.1132],[0.03895947 0.03814918],[0.562 0.088],[0.66  0.189]
14,5,[0.6154 0.1306],[0.04289802 0.0452177 ],[0.563 0.086],[0.659 0.2  ]
15,4,[0.6462 0.0804],[0.01624069 0.02455687],[0.623 0.037],[0.66  0.106]
16,4,[0.6192 0.0578],[0.04985339 0.03807571],[0.543 0.   ],[0.66  0.106]
17,4,[0.5786 0.032 ],[0.04553065 0.03733095],[0.543 0.   ],[0.666 0.102]
18,5,[0.5954 0.0858],[0.04171618 0.07252145],[0.543 0.   ],[0.651 0.176]
19,5,[0.599  0.0466],[0.04295579 0.05138327],[0.55  0.001],[0.663 0.143]
20,4,[0.617  0.0464],[0.04057093 0.02614269],[0.57  0.015],[0.663 0.088]
21,2,[0.6236 0.0576],[0.04335712 0.03302484],[0.57  0.015],[0.659 0.088]
22,5,[0.6016 0.0354],[0.04714488 0.03466179],[0.543 0.   ],[0.66  0.078]
23,5,[0.6066 0.055 ],[0.0544889  0.06104097],[0.543 0.   ],[0.681 0.147]
24,4,[0.6512 0.1034],[0.0394634 0.0402373],[0.575 0.038],[0.683 0.148]
25,5,[0.662  0.0756],[0.00660303 0.04023233],[0.654 0.004],[0.674 0.113]
