gen,nevals,avg,std,min,max
0,50,[0.61602 0.09462],[0.04608231 0.07503836],[0.518 0.   ],[0.669 0.236]
1,5,[0.6184 0.1316],[0.05204075 0.09043583],[0.551 0.   ],[0.669 0.236]
2,3,[0.6588 0.1458],[0.00936803 0.04897101],[0.642 0.052],[0.666 0.179]
3,5,[0.66   0.1396],[0.00857904 0.01092886],[0.643 0.123],[0.665 0.157]
4,3,[0.6594 0.1388],[0.01235476 0.04945058],[0.635 0.098],[0.669 0.236]
5,3,[0.6436 0.1302],[0.01276871 0.05304866],[0.635 0.098],[0.669 0.236]
6,5,[0.626  0.1166],[0.03401176 0.05319624],[0.559 0.032],[0.653 0.186]
7,4,[0.6058 0.0868],[0.05886731 0.04236225],[0.489 0.023],[0.645 0.145]
8,3,[0.6128 0.0896],[0.06193028 0.05242747],[0.489 0.023],[0.645 0.171]
9,4,[0.594  0.0922],[0.06139707 0.04388804],[0.489 0.023],[0.647 0.15 ]
10,3,[0.5574 0.0642],[0.05956039 0.04411984],[0.489 0.016],[0.636 0.132]
11,5,[0.5922 0.0846],[0.03572338 0.02340598],[0.556 0.064],[0.636 0.128]
12,4,[0.583  0.0986],[0.03095158 0.04158173],[0.558 0.049],[0.641 0.165]
13,5,[0.6148 0.14  ],[0.03970088 0.06731419],[0.566 0.045],[0.665 0.221]
14,4,[0.631  0.1132],[0.03551338 0.06331635],[0.566 0.027],[0.665 0.208]
15,4,[0.6282 0.0836],[0.0250152  0.04595476],[0.586 0.027],[0.654 0.166]
16,4,[0.643  0.1174],[0.02373184 0.06485245],[0.613 0.05 ],[0.668 0.219]
17,3,[0.6504 0.0958],[0.01928315 0.03870607],[0.613 0.05 ],[0.665 0.15 ]
18,3,[0.6306 0.0634],[0.0222405  0.02728809],[0.612 0.039],[0.663 0.116]
19,3,[0.6518 0.1016],[0.01917707 0.04177368],[0.614 0.051],[0.664 0.165]
20,5,[0.661 0.115],[0.00451664 0.03473903],[0.653 0.056],[0.665 0.162]
21,5,[0.6518 0.1054],[0.01563841 0.02325167],[0.621 0.072],[0.663 0.143]
22,4,[0.6526 0.1398],[0.02010572 0.06039338],[0.613 0.05 ],[0.666 0.204]
23,4,[0.6476 0.0804],[0.01695406 0.0208672 ],[0.614 0.052],[0.66 0.11]
24,5,[0.6396 0.0724],[0.02101047 0.025374  ],[0.613 0.045],[0.659 0.104]
25,3,[0.6358 0.0534],[0.01788183 0.02628003],[0.613 0.021],[0.653 0.099]
