gen,nevals,avg,std,min,max
0,50,[0.90082 0.424  ],[0.00245512 0.02496718],[0.894 0.37 ],[0.906 0.47 ]
1,3,[0.9002 0.4436],[0.00116619 0.02404662],[0.898 0.406],[0.901 0.47 ]
2,5,[0.9016 0.4356],[0.00185472 0.0184781 ],[0.9  0.41],[0.905 0.46 ]
3,4,[0.9022 0.452 ],[0.0009798  0.01027619],[0.901 0.442],[0.904 0.47 ]
4,5,[0.9    0.4288],[0.00167332 0.02673126],[0.897 0.38 ],[0.902 0.462]
5,4,[0.9   0.456],[0.00189737 0.02101428],[0.897 0.434],[0.902 0.486]
6,5,[0.8996 0.4452],[0.00162481 0.00411825],[0.898 0.438],[0.902 0.45 ]
7,4,[0.9024 0.4412],[0.00149666 0.00722219],[0.901 0.43 ],[0.905 0.45 ]
8,5,[0.9024 0.4408],[0.00135647 0.01400571],[0.9  0.43],[0.904 0.468]
9,3,[0.9026 0.4428],[0.00149666 0.00722219],[0.9   0.434],[0.904 0.454]
10,5,[0.9022 0.4288],[0.0009798  0.01467515],[0.901 0.4  ],[0.904 0.44 ]
11,5,[0.901  0.4404],[0.00109545 0.01007174],[0.899 0.422],[0.902 0.45 ]
12,5,[0.901 0.43 ],[0.00063246 0.00715542],[0.9  0.42],[0.902 0.44 ]
13,4,[0.9004 0.4336],[0.00293939 0.00697424],[0.895 0.426],[0.903 0.446]
14,4,[0.9002 0.4324],[0.00116619 0.01736203],[0.898 0.412],[0.901 0.464]
15,4,[0.9    0.4428],[0.00141421 0.01256025],[0.898 0.428],[0.902 0.462]
16,4,[0.9002 0.4332],[0.00146969 0.0119063 ],[0.898 0.414],[0.902 0.45 ]
17,3,[0.9004 0.4324],[0.00135647 0.01525254],[0.898 0.418],[0.902 0.462]
18,4,[0.9006 0.4396],[0.00174356 0.02170346],[0.898 0.41 ],[0.902 0.47 ]
19,5,[0.9008 0.4332],[0.00271293 0.016179  ],[0.896 0.42 ],[0.904 0.464]
20,3,[0.9024 0.44  ],[0.00135647 0.02023858],[0.901 0.412],[0.904 0.464]
21,3,[0.9026 0.4312],[0.00149666 0.01256025],[0.9  0.42],[0.904 0.454]
22,4,[0.8998 0.436 ],[0.00231517 0.00657267],[0.897 0.428],[0.903 0.442]
23,4,[0.9006 0.4288],[0.00224499 0.00448999],[0.897 0.422],[0.903 0.436]
24,4,[0.9012 0.436 ],[0.00213542 0.01469694],[0.898 0.414],[0.904 0.456]
25,3,[0.9022 0.4344],[0.00222711 0.01382172],[0.898 0.414],[0.904 0.456]
