gen,nevals,avg,std,min,max
0,50,[0.90084 0.38416],[0.00264847 0.02706685],[0.892 0.31 ],[0.906 0.434]
1,4,[0.9008 0.3884],[0.00146969 0.01965299],[0.899 0.364],[0.902 0.418]
2,3,[0.9016 0.3744],[0.0004899  0.01722324],[0.901 0.354],[0.902 0.402]
3,5,[0.9012 0.3804],[0.00116619 0.01168931],[0.9   0.368],[0.903 0.4  ]
4,4,[0.9006 0.3832],[0.0012     0.01882976],[0.899 0.36 ],[0.902 0.412]
5,4,[0.9014 0.4   ],[0.00162481 0.01124278],[0.899 0.386],[0.903 0.412]
6,5,[0.9016 0.4136],[0.0010198  0.00793977],[0.9 0.4],[0.903 0.422]
7,3,[0.9016 0.3816],[0.0004899  0.02337178],[0.901 0.352],[0.902 0.402]
8,3,[0.9004 0.394 ],[0.00344093 0.02433105],[0.894 0.352],[0.904 0.428]
9,5,[0.9004 0.3976],[0.00205913 0.02463818],[0.898 0.36 ],[0.903 0.434]
10,4,[0.8992 0.3932],[0.00331059 0.02470951],[0.893 0.358],[0.902 0.434]
11,4,[0.8986 0.3828],[0.00382623 0.01878723],[0.893 0.35 ],[0.904 0.4  ]
12,5,[0.901  0.4052],[0.00141421 0.0222926 ],[0.899 0.378],[0.903 0.438]
13,4,[0.902  0.3944],[0.00141421 0.014827  ],[0.9   0.374],[0.904 0.42 ]
14,4,[0.902  0.3964],[0.00178885 0.02166656],[0.899 0.368],[0.904 0.424]
15,3,[0.9018 0.3892],[0.00146969 0.01627759],[0.9  0.37],[0.904 0.41 ]
16,2,[0.9016 0.3892],[0.00135647 0.02282455],[0.9   0.354],[0.903 0.41 ]
17,4,[0.9016 0.3884],[0.0012     0.02091507],[0.9   0.366],[0.903 0.416]
18,4,[0.901 0.368],[0.00089443 0.00758947],[0.9   0.354],[0.902 0.374]
19,5,[0.901  0.3728],[0.00109545 0.01531535],[0.9   0.354],[0.903 0.39 ]
20,5,[0.9014 0.386 ],[0.00224499 0.01559487],[0.897 0.37 ],[0.903 0.414]
21,3,[0.9008 0.382 ],[0.00203961 0.01391402],[0.897 0.37 ],[0.903 0.408]
22,5,[0.9006 0.3876],[0.00241661 0.00773563],[0.897 0.38 ],[0.904 0.398]
23,4,[0.901 0.386],[0.00109545 0.00769415],[0.899 0.378],[0.902 0.398]
24,5,[0.9004 0.3708],[0.00241661 0.02682089],[0.897 0.336],[0.903 0.404]
25,4,[0.9    0.3592],[0.00244949 0.01423236],[0.897 0.336],[0.904 0.378]
