gen,nevals,avg,std,min,max
0,50,[0.90032 0.343  ],[0.00410093 0.03094834],[0.891 0.27 ],[0.91  0.396]
1,4,[0.9002 0.3676],[0.0016     0.02148115],[0.898 0.344],[0.903 0.398]
2,4,[0.8974 0.3408],[0.0004899  0.02702887],[0.897 0.302],[0.898 0.372]
3,5,[0.899  0.3304],[0.00063246 0.01740804],[0.898 0.316],[0.9   0.358]
4,4,[0.8994 0.36  ],[0.00402989 0.037502  ],[0.895 0.294],[0.907 0.398]
5,4,[0.901  0.3352],[0.00419524 0.04603651],[0.896 0.276],[0.906 0.39 ]
6,4,[0.9004 0.2928],[0.00257682 0.08887384],[0.898 0.128],[0.904 0.368]
7,4,[0.9004 0.326 ],[0.00257682 0.03308172],[0.898 0.274],[0.904 0.368]
8,4,[0.9006 0.3248],[0.00233238 0.02563123],[0.897 0.294],[0.904 0.368]
9,4,[0.8992 0.336 ],[0.00146969 0.02785678],[0.898 0.286],[0.902 0.368]
10,4,[0.8996 0.3312],[0.0010198  0.02306859],[0.898 0.298],[0.901 0.36 ]
11,4,[0.8984 0.3552],[0.00224499 0.01128539],[0.894 0.342],[0.9  0.37]
12,3,[0.8978 0.34  ],[0.00256125 0.01186592],[0.894 0.33 ],[0.901 0.362]
13,4,[0.8974 0.3436],[0.00162481 0.01790642],[0.895 0.324],[0.9   0.376]
14,3,[0.8976 0.3324],[0.00135647 0.03703836],[0.896 0.262],[0.9  0.37]
15,5,[0.8958 0.3588],[0.00231517 0.02525391],[0.893 0.322],[0.899 0.386]
16,3,[0.8968 0.3404],[0.00256125 0.02033322],[0.893 0.316],[0.9   0.364]
17,5,[0.8982 0.3492],[0.00132665 0.00968297],[0.896 0.336],[0.9   0.364]
18,5,[0.8972 0.3444],[0.0009798  0.01525254],[0.896 0.326],[0.898 0.37 ]
19,5,[0.8974 0.3576],[0.0008     0.01817251],[0.897 0.338],[0.899 0.392]
20,3,[0.8974 0.358 ],[0.0010198  0.01368211],[0.896 0.344],[0.899 0.382]
21,5,[0.8996 0.3568],[0.00195959 0.010245  ],[0.897 0.346],[0.903 0.374]
22,4,[0.8996 0.3476],[0.0012     0.02087678],[0.898 0.32 ],[0.901 0.376]
23,4,[0.9026 0.3276],[0.00397995 0.01376372],[0.898 0.306],[0.91  0.344]
24,5,[0.9018 0.3496],[0.00515364 0.02502479],[0.897 0.308],[0.911 0.38 ]
25,4,[0.899 0.36 ],[0.00219089 0.03232337],[0.897 0.308],[0.903 0.4  ]
