gen,nevals,avg,std,min,max
0,50,[0.66462 0.16822],[0.01328291 0.04825735],[0.632 0.073],[0.683 0.442]
1,4,[0.673  0.1842],[0.00807465 0.02024253],[0.661 0.158],[0.682 0.212]
2,3,[0.6718 0.2426],[0.0136147  0.09865009],[0.645 0.171],[0.682 0.438]
3,3,[0.671  0.2374],[0.00718331 0.10044222],[0.662 0.177],[0.68  0.438]
4,5,[0.6566 0.1516],[0.01005187 0.03961111],[0.646 0.073],[0.67  0.178]
5,4,[0.6506 0.1302],[0.01647544 0.03314453],[0.629 0.073],[0.67  0.167]
6,5,[0.6656 0.1514],[0.01853213 0.01863974],[0.629 0.116],[0.68  0.165]
7,4,[0.6712 0.1682],[0.00541849 0.01920833],[0.666 0.147],[0.68  0.202]
8,3,[0.6726 0.2302],[0.00431741 0.11420753],[0.667 0.147],[0.68  0.456]
9,5,[0.6706 0.1816],[0.0065909  0.02222251],[0.658 0.142],[0.677 0.207]
10,5,[0.6742 0.1982],[0.00370945 0.01099818],[0.669 0.182],[0.68  0.216]
11,5,[0.6664 0.1842],[0.01410815 0.02149791],[0.646 0.152],[0.681 0.205]
12,4,[0.663  0.1786],[0.01877232 0.02174948],[0.635 0.149],[0.681 0.205]
13,3,[0.6608 0.1576],[0.01761136 0.0234572 ],[0.642 0.117],[0.683 0.184]
14,5,[0.6696 0.1628],[0.0103846 0.0233015],[0.653 0.126],[0.679 0.193]
15,3,[0.67   0.1762],[0.01488624 0.02126405],[0.645 0.155],[0.687 0.209]
16,4,[0.678  0.1732],[0.0100995  0.01911439],[0.66  0.154],[0.688 0.206]
17,5,[0.6654 0.1512],[0.01141227 0.01394848],[0.655 0.137],[0.683 0.171]
18,5,[0.6706 0.1494],[0.01222457 0.01493452],[0.648 0.134],[0.682 0.174]
19,4,[0.6588 0.1416],[0.0136587  0.03561797],[0.646 0.111],[0.68  0.211]
20,5,[0.6614 0.1528],[0.01100182 0.01646086],[0.648 0.125],[0.681 0.172]
21,5,[0.6466 0.1578],[0.00776144 0.01614187],[0.637 0.139],[0.656 0.178]
22,5,[0.653  0.1348],[0.00509902 0.01944634],[0.645 0.099],[0.661 0.156]
23,4,[0.654  0.1538],[0.00063246 0.0192707 ],[0.653 0.13 ],[0.655 0.174]
24,4,[0.6592 0.1466],[0.00856505 0.02205992],[0.648 0.113],[0.673 0.174]
25,4,[0.6564 0.1498],[0.00458694 0.02221171],[0.65  0.119],[0.664 0.177]
