gen,nevals,avg,std,min,max
0,50,[0.66628 0.13678],[0.01446104 0.02964138],[0.623 0.058],[0.69  0.191]
1,5,[0.6618 0.1216],[0.01014692 0.01700118],[0.646 0.099],[0.673 0.141]
2,5,[0.657  0.1366],[0.01680476 0.02293992],[0.636 0.098],[0.681 0.163]
3,5,[0.6492 0.1252],[0.01718604 0.03132667],[0.615 0.097],[0.66  0.185]
4,4,[0.651 0.144],[0.00704273 0.0234094 ],[0.64  0.119],[0.66  0.185]
5,4,[0.6486 0.1296],[0.01142979 0.02069396],[0.64  0.101],[0.671 0.164]
6,4,[0.6666 0.151 ],[0.01237093 0.02676565],[0.646 0.123],[0.679 0.192]
7,4,[0.6672 0.1366],[0.01087014 0.02523965],[0.652 0.106],[0.677 0.171]
8,3,[0.6652 0.1352],[0.00930376 0.01680952],[0.653 0.106],[0.677 0.155]
9,5,[0.6694 0.226 ],[0.01304761 0.13713789],[0.644 0.125],[0.681 0.496]
10,4,[0.6692 0.2092],[0.0096623  0.14796946],[0.656 0.09 ],[0.681 0.496]
11,4,[0.6722 0.2198],[0.01124989 0.141296  ],[0.654 0.109],[0.682 0.496]
12,4,[0.6808 0.1762],[0.00416653 0.02666383],[0.675 0.129],[0.686 0.207]
13,5,[0.677  0.1436],[0.008      0.01338058],[0.663 0.125],[0.687 0.163]
14,5,[0.6762 0.2182],[0.00754718 0.12466018],[0.664 0.14 ],[0.686 0.466]
15,4,[0.6732 0.162 ],[0.01203993 0.01161034],[0.654 0.142],[0.684 0.174]
16,4,[0.6802 0.1556],[0.0064622  0.02578061],[0.668 0.127],[0.686 0.2  ]
17,4,[0.6674 0.14  ],[0.00970773 0.01942164],[0.654 0.107],[0.682 0.16 ]
18,4,[0.6626 0.1314],[0.01009158 0.00828493],[0.653 0.116],[0.682 0.141]
19,4,[0.6582 0.122 ],[0.00213542 0.0086487 ],[0.655 0.109],[0.661 0.134]
20,4,[0.6602 0.1294],[0.00466476 0.01303227],[0.655 0.112],[0.668 0.145]
21,4,[0.6642 0.1486],[0.00746726 0.02407156],[0.656 0.116],[0.673 0.191]
22,3,[0.665  0.1438],[0.00817313 0.01554863],[0.656 0.116],[0.676 0.164]
23,4,[0.6682 0.141 ],[0.0065238  0.02023858],[0.657 0.116],[0.677 0.176]
24,4,[0.6698 0.1356],[0.01182201 0.02781079],[0.651 0.084],[0.688 0.168]
25,5,[0.6694 0.1436],[0.00674092 0.02535035],[0.661 0.104],[0.678 0.178]
