gen,nevals,avg,std,min,max
0,50,[0.65244 0.16082],[0.01297715 0.04905168],[0.626 0.087],[0.676 0.448]
1,4,[0.6486 0.2074],[0.0180953  0.12094561],[0.629 0.112],[0.677 0.446]
2,3,[0.6566 0.1732],[0.01714176 0.03488495],[0.629 0.112],[0.675 0.214]
3,3,[0.6636 0.1824],[0.0094361  0.02392154],[0.65  0.141],[0.675 0.214]
4,4,[0.663  0.2232],[0.0060663  0.12622266],[0.656 0.142],[0.67  0.474]
5,3,[0.665  0.1596],[0.004      0.01732743],[0.658 0.139],[0.67  0.186]
6,3,[0.6614 0.1654],[0.00307246 0.01628005],[0.658 0.142],[0.666 0.189]
7,3,[0.658  0.1714],[0.00860233 0.01918958],[0.642 0.139],[0.666 0.197]
8,4,[0.66   0.2182],[0.00442719 0.11024046],[0.654 0.149],[0.666 0.438]
9,3,[0.6598 0.2304],[0.00318748 0.10440805],[0.656 0.166],[0.665 0.438]
10,4,[0.6586 0.174 ],[0.00523832 0.04662617],[0.653 0.084],[0.668 0.212]
11,3,[0.654  0.1868],[0.00769415 0.0198736 ],[0.647 0.16 ],[0.668 0.212]
12,4,[0.6518 0.173 ],[0.00702567 0.00547723],[0.642 0.164],[0.663 0.18 ]
13,4,[0.65   0.1916],[0.00419524 0.01121784],[0.642 0.177],[0.654 0.208]
14,4,[0.6522 0.1838],[0.00549181 0.02393658],[0.645 0.142],[0.66  0.208]
15,3,[0.6516 0.1792],[0.00884534 0.02088444],[0.642 0.142],[0.667 0.203]
16,4,[0.6496 0.163 ],[0.00397995 0.02289978],[0.645 0.135],[0.657 0.189]
17,4,[0.661 0.229],[0.01013903 0.12518466],[0.649 0.134],[0.677 0.476]
18,4,[0.663 0.194],[0.0074027  0.00707107],[0.654 0.187],[0.676 0.204]
19,4,[0.6666 0.3316],[0.00560714 0.1564629 ],[0.657 0.192],[0.674 0.524]
20,4,[0.6618 0.3276],[0.01325745 0.16571976],[0.645 0.18 ],[0.676 0.536]
21,4,[0.6518 0.2946],[0.02365079 0.1825438 ],[0.61  0.092],[0.674 0.516]
22,4,[0.652  0.3188],[0.03215587 0.17211787],[0.589 0.055],[0.675 0.462]
23,3,[0.6658 0.3968],[0.00879545 0.14172988],[0.649 0.118],[0.672 0.514]
24,4,[0.6702 0.3648],[0.00724983 0.14142051],[0.663 0.187],[0.68  0.492]
25,4,[0.6688 0.3708],[0.00538145 0.15906401],[0.663 0.157],[0.677 0.516]
