gen,nevals,avg,std,min,max
0,50,[0.66786 0.15494],[0.01319244 0.05028535],[0.633 0.083],[0.69 0.44]
1,5,[0.6708 0.163 ],[0.00457821 0.02531403],[0.662 0.128],[0.675 0.202]
2,3,[0.6726 0.1738],[0.00665132 0.01644871],[0.662 0.152],[0.68  0.202]
3,5,[0.6674 0.1472],[0.00615142 0.02013355],[0.661 0.112],[0.677 0.169]
4,4,[0.6624 0.1342],[0.00665132 0.03506223],[0.655 0.101],[0.673 0.195]
5,2,[0.6664 0.1538],[0.00361109 0.03935175],[0.662 0.101],[0.673 0.195]
6,5,[0.6654 0.1336],[0.00714423 0.01948948],[0.656 0.096],[0.678 0.152]
7,2,[0.665 0.134],[0.00536656 0.01469694],[0.656 0.11 ],[0.672 0.152]
8,5,[0.662 0.136],[0.01691153 0.06096556],[0.633 0.046],[0.681 0.199]
9,3,[0.6524 0.1058],[0.01802887 0.04452595],[0.628 0.046],[0.67  0.166]
10,4,[0.6592 0.138 ],[0.01112475 0.03061372],[0.642 0.105],[0.675 0.18 ]
11,4,[0.6578 0.1406],[0.00735935 0.04055909],[0.647 0.069],[0.67  0.182]
12,3,[0.6606 0.1362],[0.00895768 0.03723117],[0.647 0.069],[0.673 0.183]
13,3,[0.6682 0.1466],[0.00396989 0.0210295 ],[0.662 0.119],[0.673 0.183]
14,5,[0.6626 0.1226],[0.0111463  0.03142356],[0.65  0.078],[0.68  0.161]
15,4,[0.6722 0.1248],[0.00783326 0.03287187],[0.665 0.078],[0.684 0.175]
16,3,[0.6742 0.2018],[0.00614492 0.12514216],[0.665 0.093],[0.681 0.444]
17,5,[0.6782 0.2824],[0.00376298 0.14431438],[0.674 0.126],[0.684 0.464]
18,4,[0.6816 0.2434],[0.00467333 0.11378682],[0.674 0.137],[0.687 0.464]
19,5,[0.6818 0.195 ],[0.01020588 0.02166102],[0.665 0.155],[0.696 0.212]
20,5,[0.6734 0.1784],[0.0080399  0.01820549],[0.66  0.156],[0.684 0.203]
21,4,[0.6758 0.2236],[0.0064    0.1118617],[0.666 0.144],[0.686 0.444]
22,4,[0.674 0.236],[0.00973653 0.10662082],[0.656 0.159],[0.683 0.446]
23,4,[0.6714 0.2346],[0.00954149 0.1241396 ],[0.656 0.161],[0.682 0.482]
24,3,[0.6624 0.2294],[0.01028786 0.11863996],[0.653 0.143],[0.681 0.464]
25,4,[0.6652 0.1658],[0.01149609 0.02769404],[0.653 0.143],[0.683 0.21 ]
