accuracy,recall,precision,f1,mcc,spd,aod,eod
0.839,0.753,0.798,0.771,0.549,0.087,0.035,0.04
0.809,0.814,0.759,0.774,0.57,0.14,0.039,0.01
0.799,0.814,0.753,0.767,0.564,0.171,0.072,0.025
0.84,0.76,0.796,0.775,0.555,0.1,0.052,0.066
0.841,0.759,0.798,0.775,0.556,0.106,0.065,0.09
0.806,0.815,0.757,0.772,0.569,0.15,0.048,0.001
0.84,0.758,0.797,0.773,0.553,0.097,0.048,0.061
0.804,0.815,0.756,0.77,0.568,0.155,0.053,0.003
0.838,0.747,0.799,0.766,0.543,0.076,0.02,0.016
0.839,0.75,0.798,0.769,0.546,0.082,0.028,0.028
0.84,0.754,0.798,0.771,0.55,0.089,0.037,0.042
0.84,0.761,0.796,0.776,0.557,0.104,0.058,0.075
0.802,0.814,0.754,0.769,0.565,0.176,0.086,0.053
0.802,0.815,0.755,0.769,0.566,0.169,0.07,0.025
0.84,0.758,0.798,0.774,0.554,0.097,0.05,0.064
0.803,0.815,0.755,0.77,0.567,0.166,0.067,0.021
0.803,0.815,0.756,0.77,0.568,0.162,0.058,0.007
0.805,0.814,0.756,0.771,0.568,0.151,0.05,0.0
0.84,0.755,0.798,0.772,0.551,0.09,0.038,0.044
0.84,0.758,0.797,0.773,0.553,0.098,0.052,0.068
0.81,0.814,0.76,0.775,0.571,0.138,0.036,0.014
0.811,0.812,0.76,0.775,0.57,0.131,0.029,0.021
0.806,0.815,0.757,0.772,0.569,0.149,0.047,0.003
0.802,0.815,0.755,0.769,0.566,0.17,0.074,0.032
0.803,0.815,0.755,0.77,0.567,0.165,0.064,0.015
0.802,0.814,0.755,0.769,0.566,0.169,0.073,0.032
0.805,0.815,0.757,0.771,0.569,0.154,0.052,0.002
0.84,0.755,0.799,0.772,0.552,0.09,0.038,0.044
0.84,0.758,0.797,0.774,0.554,0.103,0.062,0.087
0.803,0.815,0.755,0.77,0.567,0.16,0.059,0.01
0.807,0.815,0.758,0.773,0.57,0.147,0.046,0.002
0.811,0.813,0.76,0.776,0.571,0.133,0.031,0.019
0.804,0.815,0.756,0.77,0.568,0.156,0.054,0.004
0.805,0.815,0.756,0.771,0.568,0.153,0.051,0.002
0.803,0.815,0.756,0.77,0.568,0.16,0.059,0.01
0.841,0.76,0.798,0.775,0.556,0.1,0.053,0.069
0.841,0.76,0.797,0.775,0.556,0.1,0.054,0.07
0.84,0.758,0.798,0.774,0.554,0.103,0.063,0.087
0.802,0.815,0.755,0.769,0.567,0.162,0.061,0.011
0.84,0.759,0.797,0.775,0.555,0.102,0.059,0.08
0.805,0.815,0.757,0.772,0.569,0.151,0.05,0.001
0.804,0.816,0.756,0.771,0.569,0.16,0.057,0.006
0.84,0.759,0.798,0.774,0.555,0.096,0.047,0.058
