gen,nevals,avg,std,min,max
0,50,[0.81898 0.07038],[0.03884559 0.03109205],[0.713 0.   ],[0.847 0.222]
1,4,[0.826  0.0752],[0.03086746 0.00890842],[0.766 0.063],[0.847 0.086]
2,2,[0.8262 0.0752],[0.03100581 0.0084947 ],[0.766 0.063],[0.848 0.083]
3,5,[0.822  0.0716],[0.02830548 0.00935094],[0.768 0.063],[0.845 0.084]
4,3,[0.8324 0.071 ],[0.01051856 0.00907744],[0.82  0.063],[0.845 0.084]
5,3,[0.8374 0.0742],[0.00930806 0.00930376],[0.826 0.062],[0.845 0.084]
6,4,[0.8414 0.0806],[0.00770973 0.00811419],[0.826 0.065],[0.846 0.088]
7,5,[0.8436 0.0814],[0.00224499 0.00436348],[0.84  0.074],[0.846 0.087]
8,5,[0.8442 0.0812],[0.00116619 0.00435431],[0.842 0.074],[0.845 0.087]
9,4,[0.8438 0.0786],[0.00193907 0.0072    ],[0.841 0.071],[0.846 0.09 ]
10,4,[0.8442 0.083 ],[0.0016     0.00819756],[0.841 0.074],[0.845 0.097]
11,4,[0.8418 0.0766],[0.0064     0.00496387],[0.829 0.07 ],[0.845 0.084]
12,4,[0.8418 0.0792],[0.0064    0.0049558],[0.829 0.07 ],[0.845 0.085]
13,4,[0.8418 0.0772],[0.0064     0.00483322],[0.829 0.07 ],[0.845 0.084]
14,3,[0.845  0.0782],[0.     0.0036],[0.845 0.074],[0.845 0.083]
15,4,[0.8452 0.0794],[0.0004     0.00233238],[0.845 0.077],[0.846 0.083]
16,3,[0.8262 0.076 ],[0.03810197 0.00334664],[0.75 0.07],[0.846 0.079]
17,5,[0.8136 0.0744],[0.03886695 0.00677052],[0.766 0.062],[0.846 0.081]
18,4,[0.83   0.0758],[0.03200625 0.007494  ],[0.766 0.062],[0.847 0.084]
19,2,[0.8292 0.0742],[0.03163795 0.00620967],[0.766 0.062],[0.846 0.078]
20,4,[0.828  0.0746],[0.03256378 0.01202664],[0.763 0.052],[0.847 0.086]
21,5,[0.8118 0.0794],[0.04300884 0.00987117],[0.74  0.062],[0.847 0.092]
22,4,[0.8234 0.0734],[0.04570164 0.01443052],[0.732 0.045],[0.847 0.085]
23,5,[0.8214 0.0728],[0.04441891 0.01373172],[0.733 0.046],[0.847 0.084]
24,3,[0.8288 0.0764],[0.03024169 0.00904655],[0.769 0.06 ],[0.847 0.086]
25,5,[0.8294 0.079 ],[0.0332     0.00154919],[0.763 0.076],[0.846 0.08 ]
