gen,nevals,avg,std,min,max
0,50,[0.8234  0.06338],[0.03019073 0.02175858],[0.753 0.   ],[0.849 0.101]
1,3,[0.8232 0.0612],[0.0359355  0.03154299],[0.753 0.   ],[0.849 0.091]
2,5,[0.803  0.0448],[0.04142946 0.03670095],[0.753 0.   ],[0.849 0.08 ]
3,3,[0.8072 0.044 ],[0.04468736 0.03593884],[0.753 0.   ],[0.849 0.075]
4,2,[0.8266 0.0588],[0.03731809 0.02947134],[0.753 0.   ],[0.849 0.076]
5,4,[0.805  0.0458],[0.04278317 0.03762127],[0.753 0.   ],[0.849 0.083]
6,2,[0.8022 0.0446],[0.04020647 0.03726446],[0.753 0.   ],[0.837 0.083]
7,5,[0.8012 0.0446],[0.03940761 0.03682173],[0.753 0.   ],[0.837 0.082]
8,3,[0.7866 0.0328],[0.04115143 0.04017163],[0.753 0.   ],[0.837 0.082]
9,4,[0.8196 0.065 ],[0.03330826 0.03259448],[0.753 0.   ],[0.837 0.084]
10,4,[0.8358 0.0822],[0.00172047 0.00299333],[0.833 0.078],[0.838 0.086]
11,3,[0.835  0.0774],[0.00252982 0.00691665],[0.832 0.064],[0.838 0.083]
12,4,[0.82   0.0644],[0.03350821 0.03228374],[0.753 0.   ],[0.838 0.084]
13,4,[0.8218 0.063 ],[0.0346491  0.03169858],[0.753 0.   ],[0.847 0.084]
14,5,[0.841  0.0778],[0.00363318 0.00515364],[0.837 0.069],[0.847 0.083]
15,4,[0.84  0.077],[0.00419524 0.00404969],[0.836 0.07 ],[0.848 0.081]
16,4,[0.8402 0.0768],[0.00411825 0.00381576],[0.836 0.072],[0.848 0.081]
17,4,[0.8398 0.0744],[0.00426146 0.00440908],[0.836 0.069],[0.848 0.081]
18,3,[0.8368 0.0704],[0.00299333 0.00463033],[0.831 0.062],[0.839 0.076]
19,5,[0.8382 0.0718],[0.00116619 0.0107963 ],[0.837 0.051],[0.84  0.081]
20,3,[0.8378 0.077 ],[0.00074833 0.00289828],[0.837 0.072],[0.839 0.081]
21,5,[0.837 0.076],[0.00209762 0.00501996],[0.833 0.069],[0.839 0.082]
22,4,[0.8376 0.0778],[0.0004899  0.00292575],[0.837 0.075],[0.838 0.083]
23,4,[0.8378 0.0752],[0.0004     0.00146969],[0.837 0.073],[0.838 0.077]
24,4,[0.8386 0.0782],[0.0028     0.00541849],[0.836 0.07 ],[0.844 0.087]
25,5,[0.8374 0.078 ],[0.0008     0.00275681],[0.837 0.074],[0.839 0.081]
