gen,nevals,avg,std,min,max
0,50,[0.82662 0.09084],[0.02860552 0.03605294],[0.729 0.   ],[0.848 0.238]
1,3,[0.8216 0.078 ],[0.02640152 0.01965706],[0.771 0.039],[0.845 0.091]
2,5,[0.8332 0.088 ],[0.00805978 0.00442719],[0.825 0.082],[0.845 0.094]
3,5,[0.8328 0.0894],[0.0084947  0.00205913],[0.823 0.087],[0.845 0.092]
4,4,[0.8292 0.0862],[0.00805978 0.00305941],[0.821 0.082],[0.844 0.091]
5,3,[0.8274 0.0848],[0.00897998 0.00231517],[0.821 0.082],[0.845 0.087]
6,5,[0.828  0.0822],[0.00576194 0.00597997],[0.82  0.071],[0.836 0.087]
7,4,[0.8308 0.0844],[0.0044   0.002498],[0.825 0.081],[0.835 0.087]
8,5,[0.8326 0.0872],[0.00652993 0.00570614],[0.825 0.077],[0.84  0.093]
9,4,[0.8364 0.0882],[0.00668132 0.00534416],[0.825 0.078],[0.845 0.093]
10,5,[0.8394 0.0896],[0.0058515  0.00344093],[0.829 0.083],[0.845 0.093]
11,4,[0.8392 0.0926],[0.0004     0.00257682],[0.839 0.09 ],[0.84  0.097]
12,4,[0.839  0.0916],[1.11022302e-16 2.87054002e-03],[0.839 0.089],[0.839 0.097]
13,4,[0.839 0.091],[1.11022302e-16 1.41421356e-03],[0.839 0.089],[0.839 0.093]
14,5,[0.8358 0.0872],[0.0064     0.00667533],[0.823 0.074],[0.839 0.092]
15,4,[0.8402 0.092 ],[0.0024     0.00282843],[0.839 0.088],[0.845 0.096]
16,4,[0.839  0.0934],[1.11022302e-16 2.15406592e-03],[0.839 0.091],[0.839 0.096]
17,3,[0.839 0.091],[1.11022302e-16 6.32455532e-04],[0.839 0.09 ],[0.839 0.092]
18,5,[0.8034 0.055 ],[0.04360092 0.04492661],[0.75 0.  ],[0.839 0.094]
19,4,[0.8046 0.0534],[0.04463452 0.04368798],[0.75 0.  ],[0.845 0.094]
20,4,[0.8224 0.0694],[0.03627451 0.034777  ],[0.75 0.  ],[0.845 0.091]
21,5,[0.8046 0.0522],[0.04463452 0.0426352 ],[0.75 0.  ],[0.845 0.089]
22,5,[0.8368 0.0856],[0.00775629 0.0010198 ],[0.822 0.084],[0.845 0.087]
23,3,[0.8414 0.089 ],[0.00293939 0.00252982],[0.839 0.086],[0.845 0.092]
24,4,[0.8402 0.0884],[0.0024     0.00427083],[0.839 0.084],[0.845 0.096]
25,5,[0.8414 0.088 ],[0.00293939 0.00244949],[0.839 0.086],[0.845 0.091]
