gen,nevals,avg,std,min,max
0,50,[0.82816 0.07432],[0.02613684 0.02256585],[0.735 0.027],[0.85 0.21]
1,5,[0.832  0.0758],[0.00707107 0.01018627],[0.819 0.057],[0.84  0.088]
2,4,[0.831  0.0754],[0.00701427 0.00991161],[0.819 0.056],[0.841 0.084]
3,5,[0.832  0.0724],[0.00748331 0.01220819],[0.818 0.053],[0.84  0.088]
4,5,[0.835  0.0776],[0.00464758 0.00205913],[0.826 0.076],[0.838 0.081]
5,5,[0.8386 0.0708],[0.00387814 0.00466476],[0.835 0.064],[0.846 0.076]
6,5,[0.8192 0.076 ],[0.03177043 0.00289828],[0.756 0.071],[0.838 0.08 ]
7,3,[0.8218 0.0762],[0.03333707 0.00256125],[0.756 0.072],[0.847 0.08 ]
8,4,[0.8218 0.0684],[0.0324     0.01621851],[0.757 0.036],[0.838 0.078]
9,5,[0.7986 0.0646],[0.04749568 0.01873606],[0.737 0.037],[0.838 0.086]
10,4,[0.8174 0.0996],[0.03539265 0.05933498],[0.747 0.064],[0.838 0.218]
11,4,[0.7868 0.1016],[0.04830072 0.05949992],[0.729 0.049],[0.849 0.218]
12,4,[0.7836 0.0956],[0.04205045 0.06176925],[0.736 0.05 ],[0.836 0.218]
13,3,[0.773  0.1278],[0.03979447 0.06809523],[0.739 0.07 ],[0.836 0.218]
14,4,[0.7864 0.0896],[0.04201238 0.0598752 ],[0.734 0.046],[0.836 0.208]
15,4,[0.8078 0.098 ],[0.03696701 0.05645883],[0.738 0.057],[0.84 0.21]
16,5,[0.8076 0.072 ],[0.03089078 0.01013903],[0.755 0.056],[0.839 0.087]
17,3,[0.803  0.0818],[0.04406813 0.01064707],[0.744 0.07 ],[0.847 0.1  ]
18,4,[0.8424 0.0754],[0.0058515  0.00463033],[0.833 0.069],[0.847 0.081]
19,4,[0.8426 0.0726],[0.00571314 0.00682935],[0.833 0.062],[0.847 0.079]
20,5,[0.84   0.0776],[0.00357771 0.00705975],[0.837 0.071],[0.847 0.091]
21,4,[0.8388 0.0736],[0.00421426 0.0032    ],[0.835 0.069],[0.847 0.079]
22,2,[0.8378 0.0722],[0.00074833 0.00479166],[0.837 0.065],[0.839 0.079]
23,3,[0.8398 0.0744],[0.00365513 0.00765768],[0.837 0.062],[0.847 0.082]
24,5,[0.8412 0.0782],[0.00444522 0.00292575],[0.836 0.074],[0.847 0.083]
25,3,[0.842  0.0786],[0.00424264 0.00560714],[0.836 0.072],[0.847 0.089]
