accuracy,recall,precision,f1,mcc,avg_spd,avg_aod,avg_eod,spd,aod,eod
0.678,0.669,0.691,0.664,0.359,0.1365,0.0995,0.0605,0.206,0.155,0.093
0.653,0.649,0.651,0.649,0.301,0.1155,0.07899999999999999,0.07050000000000001,0.174,0.117,0.122
0.684,0.678,0.687,0.678,0.365,0.1885,0.15400000000000003,0.0905,0.283,0.238,0.144
0.681,0.676,0.682,0.676,0.358,0.1825,0.14600000000000002,0.0935,0.289,0.255,0.176
0.655,0.648,0.659,0.646,0.307,0.1005,0.0615,0.056,0.142,0.094,0.11
0.672,0.664,0.679,0.662,0.343,0.126,0.09,0.054,0.185,0.145,0.096
0.653,0.65,0.652,0.65,0.302,0.123,0.087,0.0675,0.195,0.128,0.153
0.659,0.653,0.66,0.652,0.313,0.1195,0.079,0.073,0.178,0.147,0.137
0.647,0.633,0.681,0.615,0.31,0.069,0.041999999999999996,0.009999999999999998,0.102,0.074,0.055
0.667,0.662,0.666,0.662,0.329,0.10799999999999998,0.06949999999999999,0.05,0.165,0.13,0.11
0.659,0.653,0.659,0.653,0.312,0.135,0.1,0.07250000000000001,0.203,0.155,0.152
0.675,0.664,0.691,0.659,0.354,0.122,0.08549999999999999,0.049,0.202,0.16,0.074
0.673,0.665,0.681,0.662,0.345,0.133,0.09799999999999999,0.0535,0.196,0.155,0.096
0.686,0.677,0.697,0.674,0.374,0.13,0.09,0.049,0.202,0.165,0.121
0.675,0.669,0.677,0.668,0.346,0.1385,0.10149999999999999,0.059,0.219,0.174,0.096
0.668,0.662,0.67,0.662,0.333,0.1395,0.101,0.07500000000000001,0.208,0.163,0.117
0.67,0.668,0.669,0.668,0.337,0.1345,0.0935,0.0785,0.217,0.148,0.152
0.651,0.646,0.651,0.646,0.297,0.106,0.068,0.062,0.158,0.108,0.117
0.676,0.668,0.684,0.666,0.352,0.1285,0.091,0.047,0.191,0.148,0.08
0.67,0.664,0.674,0.663,0.337,0.1635,0.131,0.07750000000000001,0.237,0.205,0.151
0.65,0.647,0.649,0.647,0.295,0.0875,0.048,0.044,0.163,0.093,0.123
0.649,0.645,0.649,0.645,0.294,0.1365,0.1065,0.0655,0.204,0.175,0.138
0.67,0.665,0.672,0.664,0.337,0.1435,0.105,0.08249999999999999,0.2,0.154,0.142
0.653,0.649,0.652,0.65,0.302,0.087,0.057,0.0115,0.127,0.096,0.083
0.679,0.671,0.686,0.669,0.356,0.1405,0.10550000000000001,0.056,0.228,0.183,0.093
0.643,0.639,0.643,0.638,0.282,0.0835,0.0485,0.041,0.123,0.093,0.091
0.661,0.656,0.661,0.655,0.317,0.1185,0.0895,0.034,0.195,0.148,0.077
0.682,0.676,0.685,0.675,0.361,0.115,0.07150000000000001,0.056,0.172,0.114,0.087
0.642,0.627,0.675,0.608,0.298,0.074,0.0445,0.0285,0.124,0.098,0.069
0.673,0.663,0.684,0.659,0.347,0.1235,0.0885,0.0435,0.169,0.137,0.077
0.661,0.656,0.662,0.655,0.318,0.1275,0.095,0.052000000000000005,0.2,0.134,0.126
0.68,0.671,0.689,0.668,0.36,0.1195,0.0795,0.0485,0.178,0.131,0.093
0.682,0.678,0.682,0.678,0.361,0.1205,0.08,0.04,0.183,0.118,0.118
0.659,0.654,0.658,0.654,0.312,0.1345,0.0985,0.07150000000000001,0.223,0.154,0.168
0.67,0.666,0.671,0.666,0.337,0.14350000000000002,0.109,0.0665,0.214,0.172,0.104
0.677,0.673,0.678,0.673,0.351,0.14250000000000002,0.1015,0.07450000000000001,0.201,0.152,0.142
0.681,0.675,0.684,0.674,0.358,0.123,0.08099999999999999,0.0525,0.208,0.172,0.135
0.666,0.657,0.673,0.654,0.33,0.08600000000000001,0.0485,0.0235,0.145,0.112,0.078
0.686,0.681,0.688,0.681,0.369,0.137,0.0925,0.079,0.228,0.19,0.177
0.665,0.659,0.666,0.659,0.325,0.0875,0.048999999999999995,0.027,0.156,0.122,0.141
0.667,0.661,0.668,0.66,0.329,0.1345,0.099,0.0645,0.202,0.158,0.105
0.663,0.656,0.668,0.654,0.324,0.10250000000000001,0.0695,0.037500000000000006,0.163,0.123,0.081
0.673,0.669,0.673,0.669,0.342,0.172,0.136,0.0895,0.244,0.202,0.154
0.643,0.635,0.646,0.632,0.281,0.10500000000000001,0.074,0.049999999999999996,0.165,0.131,0.093
0.651,0.645,0.653,0.643,0.297,0.122,0.0905,0.0515,0.186,0.152,0.111
0.652,0.647,0.651,0.647,0.298,0.0985,0.068,0.0195,0.14,0.112,0.069
0.66,0.656,0.659,0.656,0.315,0.11399999999999999,0.084,0.035500000000000004,0.193,0.136,0.104
0.661,0.655,0.663,0.654,0.317,0.132,0.0965,0.0665,0.197,0.152,0.125
0.663,0.657,0.665,0.656,0.321,0.128,0.1,0.036,0.203,0.144,0.105
0.661,0.655,0.663,0.653,0.317,0.1255,0.091,0.052000000000000005,0.191,0.151,0.105
0.664,0.661,0.663,0.661,0.324,0.1815,0.15,0.1045,0.304,0.271,0.172
0.676,0.672,0.676,0.672,0.347,0.145,0.105,0.07050000000000001,0.215,0.146,0.154
0.662,0.656,0.664,0.655,0.321,0.125,0.091,0.0535,0.174,0.13,0.09
0.663,0.658,0.664,0.657,0.321,0.1195,0.0845,0.062,0.166,0.118,0.122
0.642,0.635,0.644,0.633,0.278,0.1015,0.07100000000000001,0.0395,0.149,0.122,0.09
0.639,0.635,0.637,0.635,0.272,0.125,0.0935,0.065,0.184,0.16,0.125
0.677,0.671,0.682,0.669,0.352,0.122,0.083,0.0435,0.19,0.152,0.088
0.669,0.662,0.672,0.661,0.334,0.139,0.0985,0.07500000000000001,0.22,0.165,0.128
0.648,0.645,0.646,0.645,0.291,0.122,0.087,0.068,0.177,0.145,0.116
0.652,0.648,0.651,0.648,0.299,0.10200000000000001,0.064,0.0615,0.153,0.108,0.117
0.688,0.684,0.689,0.684,0.373,0.1355,0.096,0.047,0.213,0.172,0.093
0.647,0.642,0.647,0.641,0.288,0.107,0.069,0.0695,0.184,0.157,0.124
0.653,0.65,0.651,0.65,0.301,0.119,0.0845,0.0645,0.177,0.145,0.132
0.654,0.65,0.654,0.65,0.304,0.1245,0.088,0.0715,0.189,0.127,0.126
0.642,0.639,0.641,0.639,0.28,0.122,0.0885,0.07250000000000001,0.189,0.161,0.144
0.652,0.648,0.65,0.648,0.299,0.0895,0.0545,0.045,0.146,0.101,0.091
0.689,0.683,0.693,0.683,0.376,0.1515,0.1115,0.065,0.238,0.193,0.121
0.641,0.639,0.64,0.639,0.278,0.12,0.08549999999999999,0.079,0.171,0.128,0.133
0.682,0.676,0.686,0.675,0.362,0.1305,0.08549999999999999,0.07450000000000001,0.206,0.152,0.122
0.662,0.658,0.661,0.658,0.319,0.1125,0.0765,0.048,0.178,0.128,0.078
0.686,0.679,0.69,0.678,0.369,0.106,0.0635,0.0315,0.166,0.115,0.054
0.673,0.668,0.673,0.668,0.341,0.16299999999999998,0.1215,0.1075,0.245,0.194,0.18
0.636,0.633,0.634,0.633,0.267,0.117,0.0845,0.07050000000000001,0.168,0.132,0.107
0.678,0.668,0.692,0.664,0.36,0.112,0.0715,0.0465,0.174,0.121,0.075
0.685,0.681,0.685,0.681,0.366,0.174,0.13,0.1095,0.262,0.215,0.197
0.646,0.639,0.649,0.637,0.288,0.0815,0.048,0.044,0.131,0.099,0.094
0.649,0.646,0.647,0.646,0.294,0.153,0.1195,0.0985,0.238,0.187,0.167
0.681,0.675,0.685,0.674,0.36,0.138,0.10400000000000001,0.042,0.216,0.174,0.077
0.679,0.672,0.681,0.672,0.354,0.136,0.0995,0.047,0.234,0.193,0.083
0.684,0.678,0.688,0.678,0.366,0.1225,0.08249999999999999,0.040999999999999995,0.181,0.137,0.08
0.681,0.675,0.683,0.674,0.358,0.14400000000000002,0.1075,0.0545,0.228,0.191,0.096
0.654,0.647,0.655,0.646,0.303,0.10200000000000001,0.06999999999999999,0.0355,0.157,0.126,0.085
0.68,0.674,0.682,0.673,0.356,0.14550000000000002,0.108,0.063,0.233,0.19,0.098
0.685,0.68,0.686,0.68,0.366,0.172,0.1305,0.0945,0.265,0.212,0.148
0.674,0.667,0.677,0.666,0.344,0.1335,0.0965,0.059500000000000004,0.208,0.169,0.111
0.69,0.684,0.694,0.683,0.377,0.143,0.104,0.0545,0.225,0.183,0.1
0.647,0.644,0.646,0.644,0.29,0.1185,0.08549999999999999,0.0655,0.203,0.149,0.136
0.66,0.654,0.661,0.653,0.315,0.131,0.1,0.0495,0.187,0.146,0.083
0.683,0.678,0.686,0.677,0.364,0.1605,0.122,0.07500000000000001,0.239,0.192,0.128
0.676,0.671,0.679,0.67,0.349,0.1485,0.112,0.0685,0.219,0.181,0.142
0.673,0.666,0.675,0.666,0.342,0.116,0.0775,0.0475,0.169,0.125,0.083
0.684,0.678,0.686,0.678,0.365,0.16,0.1205,0.078,0.253,0.208,0.123
0.679,0.671,0.685,0.669,0.355,0.11349999999999999,0.0755,0.034,0.165,0.129,0.084
0.682,0.678,0.683,0.678,0.361,0.162,0.1235,0.0815,0.246,0.204,0.135
0.693,0.687,0.695,0.687,0.382,0.14200000000000002,0.10300000000000001,0.051500000000000004,0.217,0.172,0.102
0.662,0.657,0.664,0.656,0.32,0.1565,0.1285,0.0695,0.233,0.188,0.11
0.676,0.67,0.679,0.67,0.349,0.124,0.0845,0.0495,0.205,0.161,0.082
0.673,0.665,0.677,0.664,0.343,0.10450000000000001,0.0675,0.032,0.148,0.113,0.076
0.681,0.676,0.683,0.676,0.359,0.1395,0.0975,0.07,0.202,0.153,0.109
0.662,0.65,0.682,0.641,0.331,0.1145,0.08549999999999999,0.0325,0.162,0.12,0.065
0.688,0.681,0.694,0.68,0.375,0.11249999999999999,0.072,0.0295,0.179,0.135,0.073
0.681,0.674,0.688,0.672,0.361,0.1,0.058499999999999996,0.028,0.161,0.118,0.065
0.674,0.665,0.686,0.661,0.35,0.1235,0.087,0.047,0.183,0.137,0.077
0.67,0.664,0.674,0.662,0.338,0.14800000000000002,0.1155,0.066,0.221,0.179,0.117
0.676,0.667,0.685,0.664,0.352,0.099,0.06,0.025,0.15,0.106,0.057
0.666,0.653,0.694,0.642,0.345,0.093,0.0625,0.0235,0.149,0.117,0.079
0.667,0.656,0.686,0.648,0.341,0.0965,0.0615,0.027000000000000003,0.141,0.089,0.076
0.667,0.661,0.67,0.659,0.331,0.11549999999999999,0.081,0.040999999999999995,0.183,0.142,0.089
0.67,0.664,0.673,0.663,0.336,0.1105,0.07550000000000001,0.057499999999999996,0.179,0.144,0.108
0.666,0.657,0.675,0.652,0.331,0.0975,0.0635,0.027499999999999997,0.143,0.109,0.076
0.656,0.65,0.657,0.649,0.307,0.10099999999999999,0.072,0.0605,0.175,0.141,0.113
0.674,0.669,0.675,0.669,0.344,0.1015,0.0605,0.0345,0.148,0.114,0.065
0.667,0.661,0.67,0.66,0.331,0.1125,0.0775,0.0385,0.161,0.125,0.088
0.665,0.658,0.669,0.657,0.327,0.0885,0.0675,0.051500000000000004,0.173,0.139,0.129
0.67,0.663,0.675,0.662,0.338,0.098,0.062,0.0205,0.142,0.106,0.079
0.679,0.671,0.686,0.669,0.357,0.109,0.07200000000000001,0.0305,0.176,0.142,0.066
0.666,0.66,0.668,0.659,0.327,0.1145,0.07800000000000001,0.0465,0.192,0.158,0.122
0.669,0.662,0.672,0.661,0.334,0.101,0.0665,0.0235,0.138,0.103,0.082
0.674,0.668,0.676,0.667,0.344,0.14450000000000002,0.1105,0.0595,0.214,0.166,0.133
0.675,0.668,0.681,0.666,0.348,0.11499999999999999,0.0755,0.048,0.174,0.138,0.115
0.658,0.65,0.663,0.648,0.313,0.097,0.0625,0.037000000000000005,0.146,0.11,0.086
0.663,0.657,0.667,0.655,0.323,0.09,0.055999999999999994,0.0245,0.135,0.093,0.048
0.667,0.661,0.669,0.661,0.33,0.1365,0.10200000000000001,0.0565,0.191,0.144,0.109
0.662,0.655,0.666,0.654,0.321,0.097,0.0655,0.014,0.148,0.11,0.037
0.666,0.661,0.667,0.66,0.328,0.129,0.096,0.053,0.21,0.175,0.112
0.681,0.674,0.685,0.673,0.359,0.1325,0.0965,0.043,0.197,0.153,0.076
0.662,0.657,0.663,0.656,0.32,0.16449999999999998,0.136,0.07550000000000001,0.243,0.209,0.116
0.673,0.669,0.673,0.669,0.342,0.135,0.0995,0.052,0.193,0.155,0.1
0.677,0.672,0.68,0.671,0.351,0.1325,0.098,0.0655,0.222,0.184,0.159
0.663,0.655,0.668,0.653,0.323,0.092,0.055,0.029500000000000002,0.153,0.121,0.081
0.67,0.663,0.674,0.661,0.337,0.10749999999999998,0.07500000000000001,0.0495,0.166,0.129,0.102
0.667,0.661,0.669,0.66,0.329,0.10700000000000001,0.071,0.035,0.147,0.104,0.077
0.663,0.656,0.665,0.655,0.322,0.118,0.087,0.0545,0.191,0.157,0.123
0.662,0.652,0.659,0.652,0.311,0.194,0.16949999999999998,0.135,0.287,0.246,0.215
0.653,0.642,0.65,0.643,0.292,0.1615,0.14,0.0995,0.232,0.195,0.156
0.656,0.647,0.653,0.647,0.299,0.1655,0.14200000000000002,0.101,0.245,0.207,0.162
0.656,0.641,0.655,0.641,0.296,0.127,0.10149999999999999,0.07500000000000001,0.198,0.169,0.144
0.666,0.65,0.668,0.649,0.317,0.14100000000000001,0.117,0.07200000000000001,0.224,0.188,0.13
0.649,0.625,0.663,0.615,0.286,0.16449999999999998,0.1505,0.094,0.221,0.204,0.159
0.655,0.636,0.661,0.632,0.296,0.13,0.1105,0.0685,0.2,0.172,0.145
0.646,0.638,0.641,0.639,0.279,0.17049999999999998,0.14650000000000002,0.1205,0.259,0.215,0.206
0.653,0.642,0.649,0.643,0.292,0.1375,0.11399999999999999,0.081,0.188,0.15,0.134
0.66,0.649,0.657,0.65,0.306,0.15300000000000002,0.124,0.10800000000000001,0.21,0.166,0.161
0.641,0.636,0.637,0.636,0.273,0.203,0.1745,0.1765,0.308,0.265,0.282
0.635,0.627,0.63,0.628,0.257,0.11800000000000001,0.095,0.072,0.177,0.132,0.132
0.634,0.627,0.629,0.627,0.255,0.16,0.1325,0.1345,0.25,0.199,0.238
0.653,0.647,0.649,0.647,0.295,0.159,0.1345,0.10300000000000001,0.241,0.194,0.194
0.649,0.641,0.644,0.641,0.285,0.1465,0.1205,0.097,0.229,0.197,0.151
0.644,0.629,0.642,0.628,0.271,0.113,0.0905,0.068,0.181,0.141,0.129
0.654,0.643,0.65,0.643,0.293,0.16849999999999998,0.14250000000000002,0.1215,0.238,0.192,0.193
0.648,0.642,0.644,0.642,0.286,0.1625,0.138,0.10600000000000001,0.239,0.195,0.177
0.636,0.627,0.631,0.627,0.258,0.1155,0.099,0.052500000000000005,0.163,0.136,0.115
0.674,0.664,0.671,0.664,0.335,0.177,0.148,0.1185,0.244,0.21,0.187
0.664,0.652,0.662,0.653,0.314,0.1845,0.1595,0.1235,0.273,0.227,0.205
0.647,0.637,0.642,0.637,0.279,0.15849999999999997,0.1345,0.105,0.24,0.193,0.188
0.639,0.632,0.634,0.632,0.266,0.1465,0.124,0.1005,0.237,0.2,0.179
0.645,0.634,0.641,0.634,0.275,0.11049999999999999,0.085,0.065,0.168,0.14,0.12
0.648,0.626,0.657,0.618,0.281,0.097,0.076,0.047,0.151,0.123,0.112
0.643,0.634,0.638,0.634,0.272,0.125,0.1,0.0805,0.182,0.146,0.135
0.617,0.609,0.611,0.609,0.22,0.1395,0.123,0.0975,0.213,0.175,0.179
0.668,0.659,0.665,0.66,0.324,0.16249999999999998,0.132,0.11349999999999999,0.233,0.184,0.174
0.651,0.638,0.649,0.637,0.286,0.1265,0.099,0.0885,0.191,0.16,0.163
0.644,0.634,0.639,0.635,0.274,0.155,0.1295,0.11649999999999999,0.219,0.189,0.198
0.648,0.638,0.643,0.639,0.282,0.1465,0.118,0.10550000000000001,0.223,0.185,0.165
0.627,0.62,0.622,0.62,0.242,0.125,0.1025,0.0925,0.202,0.156,0.179
0.655,0.646,0.651,0.647,0.297,0.155,0.1335,0.0865,0.228,0.186,0.151
0.65,0.643,0.646,0.643,0.289,0.203,0.178,0.15350000000000003,0.291,0.247,0.24
0.66,0.65,0.656,0.65,0.306,0.18,0.152,0.1275,0.247,0.215,0.205
0.637,0.629,0.633,0.63,0.262,0.14800000000000002,0.1205,0.1225,0.249,0.207,0.218
0.637,0.629,0.632,0.63,0.261,0.1455,0.11499999999999999,0.1225,0.21,0.178,0.185
0.619,0.59,0.634,0.569,0.219,0.07400000000000001,0.060000000000000005,0.052500000000000005,0.125,0.102,0.115
0.666,0.656,0.663,0.657,0.319,0.16999999999999998,0.1405,0.1215,0.245,0.188,0.205
0.666,0.656,0.663,0.656,0.319,0.214,0.1915,0.143,0.307,0.274,0.216
0.641,0.636,0.637,0.637,0.273,0.153,0.132,0.09799999999999999,0.247,0.217,0.206
0.642,0.635,0.637,0.635,0.272,0.17149999999999999,0.14600000000000002,0.129,0.256,0.204,0.224
0.665,0.647,0.671,0.643,0.317,0.1485,0.1245,0.0885,0.227,0.196,0.164
0.666,0.653,0.664,0.654,0.317,0.1665,0.138,0.11299999999999999,0.241,0.184,0.196
0.665,0.651,0.665,0.65,0.316,0.14200000000000002,0.11649999999999999,0.0835,0.219,0.183,0.147
0.645,0.638,0.64,0.638,0.278,0.15799999999999997,0.1305,0.1205,0.258,0.212,0.22
0.657,0.636,0.667,0.63,0.301,0.161,0.144,0.0885,0.25,0.233,0.157
0.654,0.645,0.65,0.646,0.295,0.162,0.1345,0.11599999999999999,0.272,0.223,0.223
0.655,0.634,0.666,0.627,0.298,0.098,0.077,0.035500000000000004,0.146,0.12,0.081
0.661,0.652,0.657,0.652,0.308,0.1665,0.14,0.11,0.259,0.224,0.178
0.647,0.639,0.642,0.639,0.281,0.14900000000000002,0.122,0.10950000000000001,0.213,0.166,0.173
0.655,0.647,0.65,0.648,0.297,0.1355,0.10600000000000001,0.093,0.197,0.168,0.145
0.652,0.643,0.647,0.644,0.29,0.186,0.159,0.143,0.282,0.232,0.245
0.644,0.635,0.639,0.636,0.275,0.1435,0.1135,0.114,0.212,0.182,0.187
0.651,0.643,0.647,0.644,0.29,0.1315,0.107,0.078,0.201,0.168,0.163
0.644,0.637,0.639,0.637,0.276,0.174,0.15,0.126,0.27,0.228,0.218
0.661,0.651,0.658,0.652,0.309,0.1605,0.1325,0.111,0.225,0.194,0.184
0.656,0.647,0.652,0.648,0.299,0.1675,0.144,0.108,0.274,0.225,0.215
0.653,0.644,0.648,0.645,0.292,0.14,0.11449999999999999,0.0865,0.201,0.172,0.149
0.649,0.639,0.645,0.64,0.284,0.1225,0.0975,0.0755,0.184,0.146,0.141
0.644,0.635,0.639,0.635,0.274,0.14350000000000002,0.11699999999999999,0.10400000000000001,0.193,0.159,0.153
0.654,0.647,0.65,0.648,0.297,0.147,0.1185,0.1005,0.206,0.176,0.158
0.642,0.634,0.638,0.634,0.271,0.146,0.123,0.098,0.211,0.172,0.153
0.641,0.632,0.637,0.632,0.268,0.1395,0.11649999999999999,0.09,0.213,0.166,0.168
0.629,0.622,0.624,0.623,0.247,0.1495,0.1225,0.1195,0.223,0.181,0.191
0.653,0.645,0.648,0.645,0.293,0.1355,0.10750000000000001,0.0925,0.199,0.153,0.155
0.651,0.641,0.647,0.642,0.288,0.1355,0.107,0.097,0.201,0.151,0.164
0.654,0.645,0.65,0.645,0.295,0.1595,0.1335,0.1055,0.228,0.199,0.172
0.653,0.645,0.649,0.645,0.293,0.14650000000000002,0.118,0.10400000000000001,0.218,0.168,0.176
0.65,0.637,0.647,0.637,0.284,0.136,0.1125,0.085,0.227,0.197,0.185
0.649,0.64,0.644,0.64,0.284,0.1395,0.113,0.097,0.192,0.162,0.155
0.651,0.643,0.647,0.643,0.289,0.1335,0.107,0.08449999999999999,0.202,0.167,0.133
0.645,0.636,0.641,0.636,0.276,0.1535,0.1275,0.11449999999999999,0.228,0.195,0.214
0.639,0.631,0.634,0.631,0.264,0.1595,0.1295,0.13749999999999998,0.236,0.188,0.238
0.66,0.65,0.657,0.651,0.307,0.172,0.14250000000000002,0.1255,0.243,0.191,0.205
0.632,0.624,0.626,0.624,0.25,0.121,0.1,0.0755,0.199,0.172,0.143
0.653,0.645,0.649,0.646,0.294,0.15400000000000003,0.1285,0.1015,0.218,0.176,0.161
0.649,0.636,0.647,0.636,0.283,0.1295,0.1025,0.0885,0.199,0.168,0.167
0.652,0.643,0.647,0.643,0.29,0.1365,0.10850000000000001,0.0965,0.202,0.154,0.168
0.635,0.627,0.63,0.627,0.257,0.1125,0.082,0.0955,0.181,0.126,0.177
0.633,0.628,0.628,0.628,0.256,0.1775,0.14800000000000002,0.1565,0.3,0.252,0.286
0.643,0.637,0.638,0.637,0.275,0.164,0.14150000000000001,0.10450000000000001,0.251,0.22,0.166
0.654,0.64,0.652,0.639,0.292,0.1375,0.107,0.10650000000000001,0.219,0.187,0.194
0.664,0.653,0.661,0.653,0.314,0.153,0.1225,0.1085,0.224,0.191,0.186
0.665,0.652,0.663,0.653,0.316,0.14500000000000002,0.114,0.10250000000000001,0.227,0.175,0.181
0.659,0.65,0.655,0.651,0.305,0.149,0.121,0.10049999999999999,0.23,0.177,0.184
0.657,0.649,0.653,0.65,0.303,0.16949999999999998,0.139,0.132,0.274,0.224,0.235
0.668,0.659,0.665,0.66,0.324,0.16999999999999998,0.1375,0.125,0.245,0.213,0.199
0.661,0.651,0.657,0.652,0.308,0.16299999999999998,0.1315,0.124,0.239,0.207,0.201
0.653,0.643,0.649,0.643,0.292,0.1545,0.129,0.10450000000000001,0.232,0.201,0.195
0.672,0.663,0.669,0.664,0.332,0.172,0.142,0.1185,0.243,0.205,0.186
0.66,0.649,0.657,0.649,0.306,0.14300000000000002,0.1155,0.0925,0.216,0.183,0.176
0.65,0.64,0.647,0.64,0.286,0.143,0.11599999999999999,0.0965,0.218,0.191,0.166
0.668,0.66,0.664,0.66,0.323,0.1545,0.1245,0.0995,0.228,0.195,0.175
0.658,0.649,0.654,0.65,0.303,0.1885,0.1635,0.1295,0.275,0.236,0.202
0.659,0.65,0.655,0.65,0.304,0.1875,0.162,0.131,0.29,0.25,0.217
0.661,0.65,0.658,0.651,0.309,0.14400000000000002,0.1125,0.10600000000000001,0.228,0.196,0.19
0.665,0.655,0.661,0.655,0.316,0.153,0.124,0.10300000000000001,0.232,0.186,0.176
0.649,0.641,0.645,0.642,0.286,0.1835,0.156,0.14200000000000002,0.269,0.213,0.245
0.654,0.644,0.65,0.645,0.294,0.177,0.146,0.145,0.264,0.211,0.239
0.667,0.658,0.664,0.658,0.322,0.1455,0.11399999999999999,0.098,0.217,0.169,0.162
0.643,0.629,0.641,0.628,0.27,0.1215,0.096,0.087,0.188,0.155,0.181
0.656,0.647,0.653,0.647,0.299,0.158,0.1295,0.114,0.239,0.208,0.203
0.657,0.647,0.653,0.647,0.3,0.14250000000000002,0.1145,0.094,0.216,0.157,0.179
0.667,0.656,0.664,0.656,0.32,0.16099999999999998,0.132,0.10850000000000001,0.248,0.205,0.177
0.665,0.65,0.666,0.649,0.316,0.14200000000000002,0.1185,0.077,0.218,0.185,0.132
0.654,0.646,0.65,0.647,0.296,0.1795,0.15050000000000002,0.1385,0.271,0.229,0.218
0.654,0.644,0.65,0.645,0.294,0.16199999999999998,0.134,0.11549999999999999,0.246,0.197,0.199
0.659,0.646,0.656,0.647,0.302,0.15050000000000002,0.1225,0.10450000000000001,0.204,0.171,0.169
0.661,0.654,0.657,0.655,0.311,0.1935,0.168,0.1285,0.286,0.243,0.208
0.644,0.639,0.64,0.639,0.279,0.174,0.14500000000000002,0.1375,0.266,0.221,0.227
0.663,0.648,0.663,0.647,0.311,0.16949999999999998,0.14750000000000002,0.10200000000000001,0.253,0.217,0.165
0.628,0.62,0.623,0.62,0.243,0.114,0.0925,0.0775,0.185,0.157,0.159
0.649,0.633,0.649,0.63,0.281,0.132,0.1105,0.0775,0.187,0.151,0.137
0.66,0.648,0.657,0.648,0.305,0.179,0.15250000000000002,0.125,0.247,0.201,0.189
0.667,0.654,0.666,0.654,0.32,0.1785,0.15400000000000003,0.1085,0.276,0.238,0.184
0.659,0.646,0.657,0.646,0.303,0.11349999999999999,0.0825,0.074,0.185,0.154,0.139
0.658,0.641,0.661,0.638,0.301,0.135,0.11649999999999999,0.0635,0.206,0.174,0.109
0.646,0.639,0.642,0.64,0.281,0.156,0.1305,0.1085,0.227,0.201,0.173
0.657,0.649,0.653,0.65,0.302,0.185,0.1555,0.145,0.27,0.22,0.232
0.652,0.643,0.648,0.644,0.291,0.1755,0.14750000000000002,0.1345,0.255,0.205,0.218
0.658,0.641,0.661,0.639,0.301,0.1475,0.126,0.08249999999999999,0.217,0.186,0.125
0.661,0.648,0.66,0.647,0.308,0.14300000000000002,0.116,0.0955,0.216,0.168,0.165
0.634,0.625,0.629,0.626,0.255,0.131,0.1115,0.0785,0.193,0.166,0.151
0.657,0.643,0.656,0.643,0.3,0.1495,0.1245,0.092,0.221,0.191,0.176
0.662,0.654,0.658,0.655,0.313,0.176,0.1505,0.11399999999999999,0.24,0.207,0.191
0.664,0.653,0.661,0.653,0.314,0.148,0.11599999999999999,0.1085,0.233,0.178,0.195
0.662,0.649,0.66,0.649,0.309,0.1945,0.172,0.1275,0.286,0.245,0.208
0.668,0.652,0.669,0.651,0.321,0.14550000000000002,0.121,0.082,0.214,0.173,0.139
0.673,0.659,0.674,0.658,0.333,0.1775,0.1505,0.11699999999999999,0.272,0.227,0.196
0.657,0.646,0.654,0.647,0.3,0.153,0.1235,0.10999999999999999,0.22,0.191,0.175
0.639,0.621,0.638,0.618,0.259,0.165,0.14300000000000002,0.1265,0.267,0.231,0.223
0.665,0.652,0.664,0.652,0.316,0.16,0.138,0.088,0.26,0.224,0.163
0.656,0.643,0.655,0.643,0.297,0.1765,0.151,0.1265,0.253,0.203,0.21
0.631,0.619,0.626,0.618,0.245,0.1505,0.133,0.098,0.228,0.198,0.164
0.661,0.646,0.661,0.645,0.306,0.1535,0.13,0.092,0.226,0.185,0.151
0.667,0.654,0.665,0.654,0.319,0.1775,0.153,0.11449999999999999,0.267,0.223,0.194
0.666,0.653,0.666,0.652,0.318,0.1955,0.175,0.1205,0.275,0.235,0.19
0.662,0.65,0.66,0.65,0.309,0.22349999999999998,0.20350000000000001,0.1515,0.333,0.3,0.242
0.643,0.625,0.645,0.621,0.27,0.1505,0.129,0.105,0.219,0.177,0.176
0.643,0.634,0.638,0.634,0.272,0.1765,0.152,0.1355,0.256,0.209,0.222
0.659,0.645,0.657,0.644,0.302,0.1355,0.10750000000000001,0.094,0.205,0.155,0.163
0.652,0.641,0.652,0.64,0.293,0.133,0.1025,0.07600000000000001,0.199,0.161,0.166
0.667,0.657,0.667,0.657,0.324,0.176,0.14500000000000002,0.099,0.269,0.228,0.155
0.652,0.647,0.649,0.648,0.297,0.175,0.14850000000000002,0.1035,0.256,0.215,0.175
0.655,0.638,0.67,0.63,0.307,0.15000000000000002,0.1235,0.0775,0.218,0.18,0.116
0.651,0.645,0.648,0.645,0.293,0.16649999999999998,0.135,0.1085,0.238,0.191,0.161
0.662,0.653,0.661,0.653,0.314,0.13,0.0955,0.07100000000000001,0.179,0.133,0.127
0.642,0.638,0.639,0.639,0.278,0.1555,0.1295,0.0905,0.234,0.215,0.2
0.66,0.652,0.658,0.652,0.31,0.1355,0.1075,0.0585,0.216,0.173,0.104
0.649,0.63,0.668,0.619,0.296,0.127,0.10400000000000001,0.054,0.185,0.158,0.097
0.662,0.654,0.661,0.653,0.314,0.165,0.133,0.0965,0.234,0.197,0.182
0.662,0.649,0.67,0.645,0.318,0.161,0.131,0.0855,0.249,0.214,0.139
0.635,0.628,0.632,0.628,0.26,0.1115,0.087,0.060000000000000005,0.161,0.124,0.151
