accuracy	0.730000	0.766667	0.720000	0.756667	0.710000	0.726667	0.753333	0.796667	0.753333	0.753333	0.766667	0.703333	0.726667	0.740000	0.720000	0.756667	0.753333	0.743333	0.773333	0.766667	
recall	0.668170	0.666051	0.650083	0.680848	0.637677	0.636943	0.675521	0.714369	0.687302	0.662900	0.679549	0.624722	0.639422	0.664929	0.647978	0.672972	0.661476	0.675481	0.717525	0.705609	
precision	0.669357	0.717726	0.680224	0.697620	0.662102	0.649123	0.750475	0.750000	0.704435	0.684584	0.755252	0.654903	0.691667	0.664929	0.673284	0.716694	0.714583	0.695562	0.742045	0.711821	
f1score	0.668752	0.680190	0.657683	0.687674	0.644215	0.641838	0.687130	0.727675	0.694114	0.671111	0.694252	0.630762	0.647746	0.664929	0.655267	0.685123	0.673990	0.682862	0.726630	0.708511	
mcc	0.337525	0.380282	0.328929	0.378097	0.298783	0.285807	0.419350	0.463000	0.391362	0.346807	0.428160	0.277992	0.326941	0.329859	0.320264	0.387206	0.372290	0.370499	0.458915	0.417384	
spd	0.069274	0.086203	0.039442	0.069965	0.062693	0.128412	0.124000	0.159722	0.200867	0.082360	0.168089	0.144597	0.201660	0.159251	0.073821	0.103560	0.078055	0.038462	0.190600	0.220301	
aod	0.021119	0.040967	0.005716	0.064235	0.137277	0.066805	0.033788	0.114203	0.168429	0.031457	0.120430	0.121924	0.151290	0.124691	0.051948	0.053684	0.071291	0.068510	0.105980	0.130297	
eod	0.007756	0.063117	0.004470	0.087003	0.033758	0.127714	0.016623	0.156667	0.210564	0.011189	0.069750	0.133711	0.167647	0.095853	0.071770	0.085738	0.046600	0.067951	0.202299	0.188421	
