gen,nevals,avg,std,min,max
0,50,[0.76688 0.15014],[0.01549405 0.06310278],[0.723 0.035],[0.797 0.314]
1,4,[0.762 0.165],[0.01495326 0.09973565],[0.74  0.061],[0.78  0.293]
2,4,[0.7532 0.1966],[0.02708062 0.1264193 ],[0.71  0.045],[0.78  0.382]
3,3,[0.7694 0.1152],[0.03061764 0.09841829],[0.71  0.024],[0.79 0.3 ]
4,3,[0.7566 0.1438],[0.02534245 0.08847915],[0.71  0.045],[0.78 0.3 ]
5,4,[0.7472 0.175 ],[0.02697703 0.07151783],[0.7   0.093],[0.78  0.299]
6,4,[0.736  0.1422],[0.0170763  0.06009126],[0.707 0.075],[0.76  0.255]
7,4,[0.752  0.1546],[0.01440833 0.07409885],[0.733 0.061],[0.77  0.269]
8,5,[0.7446 0.1418],[0.01132431 0.04348977],[0.73  0.064],[0.763 0.19 ]
9,5,[0.7348 0.2292],[0.01342237 0.10251712],[0.717 0.135],[0.757 0.417]
10,3,[0.744  0.1976],[0.02848157 0.09906685],[0.697 0.065],[0.783 0.355]
11,3,[0.746 0.161],[0.03416431 0.05604284],[0.697 0.079],[0.803 0.255]
12,5,[0.752 0.222],[0.02559687 0.07607102],[0.707 0.104],[0.773 0.329]
13,4,[0.7442 0.205 ],[0.01864832 0.05423283],[0.72  0.152],[0.777 0.283]
14,4,[0.7648 0.1558],[0.01612948 0.04193996],[0.737 0.106],[0.787 0.223]
15,4,[0.7508 0.189 ],[0.02016333 0.03794206],[0.723 0.147],[0.777 0.238]
16,4,[0.7716 0.1942],[0.01722324 0.08045222],[0.747 0.07 ],[0.8   0.314]
17,3,[0.7688 0.2262],[0.00988737 0.05484305],[0.757 0.164],[0.783 0.314]
18,4,[0.7606 0.2254],[0.0094361  0.04801083],[0.743 0.189],[0.77  0.314]
19,3,[0.7654 0.226 ],[0.01429126 0.05932285],[0.743 0.147],[0.787 0.314]
20,4,[0.7662 0.139 ],[0.01090688 0.05031103],[0.757 0.061],[0.787 0.217]
21,5,[0.7582 0.1814],[0.00549181 0.04672729],[0.75  0.118],[0.767 0.255]
22,4,[0.7554 0.2458],[0.01078147 0.03874739],[0.737 0.202],[0.77  0.301]
23,4,[0.7706 0.1828],[0.0094361 0.0590708],[0.753 0.104],[0.78  0.283]
24,5,[0.768  0.1964],[0.01634625 0.02444259],[0.743 0.168],[0.79  0.238]
25,5,[0.7722 0.1752],[0.00919565 0.08206436],[0.76  0.087],[0.787 0.283]
