gen,nevals,avg,std,min,max
0,50,[0.7894  0.16476],[0.01901052 0.05405055],[0.74  0.056],[0.82  0.339]
1,5,[0.7994 0.1066],[0.00671118 0.04328325],[0.79  0.054],[0.81  0.178]
2,3,[0.808  0.1256],[0.00596657 0.02116223],[0.8   0.095],[0.817 0.152]
3,5,[0.8008 0.1602],[0.01750885 0.04236225],[0.767 0.115],[0.817 0.217]
4,4,[0.7996 0.1552],[0.01786169 0.03438255],[0.767 0.124],[0.82  0.217]
5,3,[0.79   0.1352],[0.02105232 0.02168317],[0.753 0.107],[0.807 0.164]
6,5,[0.7882 0.1444],[0.01642437 0.01983532],[0.757 0.119],[0.803 0.173]
7,4,[0.7786 0.2048],[0.02755794 0.07195665],[0.743 0.124],[0.813 0.325]
8,4,[0.7706 0.1666],[0.0197241 0.058851 ],[0.743 0.07 ],[0.797 0.245]
9,4,[0.7948 0.1476],[0.01060943 0.02566398],[0.78  0.124],[0.807 0.197]
10,5,[0.7784 0.1484],[0.01485396 0.03186597],[0.753 0.102],[0.793 0.189]
11,3,[0.7834 0.1324],[0.01580633 0.03190987],[0.76  0.092],[0.807 0.168]
12,4,[0.7872 0.1772],[0.0215258  0.06367229],[0.763 0.092],[0.813 0.288]
13,3,[0.7906 0.187 ],[0.01501466 0.06212568],[0.77  0.122],[0.813 0.304]
14,2,[0.7952 0.1556],[0.02060485 0.03266558],[0.77  0.098],[0.813 0.187]
15,5,[0.7792 0.1546],[0.02241785 0.03622485],[0.743 0.111],[0.8   0.221]
16,4,[0.7932 0.138 ],[0.01117855 0.01667333],[0.783 0.114],[0.813 0.166]
17,2,[0.7952 0.1346],[0.010008   0.03051295],[0.783 0.09 ],[0.813 0.17 ]
18,5,[0.7852 0.1392],[0.00693974 0.03198375],[0.773 0.094],[0.793 0.175]
19,5,[0.7934 0.182 ],[0.0088227  0.05206918],[0.78  0.109],[0.807 0.247]
20,4,[0.7972 0.1088],[0.00844748 0.06004465],[0.783 0.022],[0.807 0.197]
21,4,[0.786  0.1212],[0.00394968 0.07905795],[0.78  0.022],[0.79  0.231]
22,5,[0.7872 0.1484],[0.00913017 0.03959091],[0.773 0.098],[0.8   0.197]
23,5,[0.8014 0.1616],[0.01647544 0.03967165],[0.787 0.104],[0.823 0.224]
24,5,[0.7952 0.1196],[0.01296765 0.04398454],[0.773 0.083],[0.813 0.196]
25,4,[0.7952 0.1568],[0.01116065 0.05670414],[0.773 0.094],[0.803 0.23 ]
