gen,nevals,avg,std,min,max
0,50,[0.7606  0.14704],[0.01715692 0.06292153],[0.717 0.027],[0.79  0.384]
1,5,[0.76   0.1498],[0.00954987 0.04358165],[0.75  0.088],[0.777 0.22 ]
2,3,[0.7664 0.1644],[0.01477295 0.05532667],[0.753 0.088],[0.793 0.257]
3,2,[0.7632 0.1332],[0.00780769 0.02861049],[0.753 0.088],[0.777 0.178]
4,4,[0.762  0.1424],[0.00689928 0.03993294],[0.75  0.099],[0.77  0.205]
5,5,[0.7598 0.1544],[0.00365513 0.08497435],[0.753 0.06 ],[0.763 0.257]
6,5,[0.756  0.1654],[0.01073313 0.0703892 ],[0.747 0.093],[0.777 0.257]
7,5,[0.7754 0.0808],[0.00722772 0.0461103 ],[0.767 0.034],[0.787 0.168]
8,4,[0.77   0.1558],[0.00889944 0.05169681],[0.753 0.081],[0.777 0.22 ]
9,3,[0.7598 0.1176],[0.00643117 0.0235423 ],[0.753 0.093],[0.77  0.158]
10,4,[0.7618 0.1098],[0.01225398 0.0606808 ],[0.75  0.034],[0.78  0.189]
11,3,[0.7652 0.1092],[0.0124964  0.02129225],[0.753 0.084],[0.783 0.136]
12,3,[0.7592 0.111 ],[0.00552811 0.02810694],[0.753 0.056],[0.767 0.136]
13,5,[0.7666 0.1358],[0.00581722 0.04471868],[0.757 0.084],[0.773 0.211]
14,4,[0.7646 0.1276],[0.00601997 0.0311037 ],[0.757 0.071],[0.773 0.158]
15,5,[0.7588 0.1336],[0.00735935 0.07049142],[0.747 0.055],[0.77  0.257]
16,4,[0.762  0.0938],[0.01181524 0.05645671],[0.74  0.014],[0.773 0.158]
17,5,[0.776  0.1226],[0.00525357 0.05967445],[0.77  0.063],[0.783 0.211]
18,3,[0.7734 0.0844],[0.01009158 0.02421239],[0.76  0.057],[0.787 0.125]
19,3,[0.7788 0.1064],[0.00881816 0.05270142],[0.763 0.051],[0.787 0.207]
20,4,[0.7674 0.0786],[0.01382172 0.01851054],[0.75  0.043],[0.787 0.093]
21,5,[0.7666 0.0656],[0.0094784  0.02095328],[0.75 0.04],[0.777 0.084]
22,5,[0.7712 0.1176],[0.00705408 0.04812733],[0.763 0.062],[0.78  0.189]
23,3,[0.7706 0.1298],[0.00496387 0.04840413],[0.763 0.062],[0.777 0.189]
24,4,[0.7684 0.1242],[0.00697424 0.04276167],[0.763 0.082],[0.78  0.181]
25,3,[0.7672 0.1076],[0.00658483 0.03810302],[0.76  0.071],[0.777 0.181]
