gen,nevals,avg,std,min,max
0,50,[0.71958 0.15874],[0.01610601 0.05140032],[0.677 0.069],[0.76  0.259]
1,5,[0.7214 0.153 ],[0.01481351 0.04242169],[0.697 0.099],[0.74  0.215]
2,4,[0.705  0.2042],[0.01720465 0.02633173],[0.687 0.156],[0.737 0.236]
3,3,[0.7114 0.1794],[0.01798444 0.03329024],[0.687 0.125],[0.733 0.207]
4,4,[0.7174 0.1776],[0.01070701 0.05767703],[0.703 0.086],[0.73  0.236]
5,5,[0.7204 0.1532],[0.01323027 0.05105056],[0.703 0.077],[0.743 0.215]
6,4,[0.7214 0.1622],[0.01382172 0.03085061],[0.707 0.122],[0.747 0.215]
7,4,[0.73  0.173],[0.01764086 0.02602307],[0.707 0.149],[0.747 0.215]
8,3,[0.733  0.1676],[0.00894427 0.01866119],[0.723 0.154],[0.743 0.202]
9,3,[0.724  0.1632],[0.01546609 0.03684237],[0.697 0.103],[0.743 0.202]
10,4,[0.7366 0.161 ],[0.00731027 0.03088041],[0.723 0.12 ],[0.743 0.202]
11,5,[0.7318 0.2064],[0.00549181 0.03797684],[0.723 0.154],[0.74  0.258]
12,5,[0.7188 0.1654],[0.01047664 0.03046047],[0.707 0.112],[0.733 0.194]
13,5,[0.7106 0.176 ],[0.01005187 0.04177559],[0.7   0.112],[0.727 0.228]
14,2,[0.7126 0.2076],[0.00863944 0.02527133],[0.7   0.158],[0.727 0.228]
15,4,[0.7322 0.2164],[0.00534416 0.01769294],[0.727 0.185],[0.74  0.236]
16,3,[0.7242 0.2008],[0.00719444 0.04477231],[0.717 0.146],[0.737 0.276]
17,5,[0.7102 0.122 ],[0.01514464 0.05714193],[0.69  0.077],[0.727 0.224]
18,4,[0.7074 0.1728],[0.01395134 0.046456  ],[0.69  0.121],[0.727 0.232]
19,4,[0.7134 0.193 ],[0.01616911 0.04158365],[0.687 0.155],[0.733 0.259]
20,4,[0.722  0.1812],[0.02057183 0.04798917],[0.69  0.112],[0.747 0.235]
21,4,[0.7126 0.192 ],[0.01531796 0.05325035],[0.693 0.12 ],[0.733 0.262]
22,4,[0.7048 0.1364],[0.02209434 0.05382416],[0.667 0.083],[0.727 0.24 ]
23,3,[0.7   0.112],[0.02762607 0.05114294],[0.667 0.03 ],[0.733 0.172]
24,5,[0.714  0.1904],[0.01682855 0.03589763],[0.687 0.121],[0.733 0.215]
25,5,[0.7122 0.1982],[0.01097998 0.03008255],[0.697 0.152],[0.73  0.236]
