gen,nevals,avg,std,min,max
0,50,[0.7489  0.14138],[0.02091052 0.04527378],[0.677 0.052],[0.79  0.264]
1,5,[0.738  0.1818],[0.0190683  0.06835027],[0.717 0.078],[0.77  0.287]
2,3,[0.7472 0.0736],[0.02365079 0.02049   ],[0.71  0.044],[0.783 0.106]
3,4,[0.752 0.137],[0.02407488 0.025004  ],[0.71  0.106],[0.773 0.178]
4,5,[0.754  0.1288],[0.01340149 0.05590492],[0.733 0.05 ],[0.77  0.179]
5,4,[0.754  0.1264],[0.00794984 0.05380929],[0.743 0.05 ],[0.767 0.188]
6,3,[0.7588 0.0944],[0.0112321  0.04439189],[0.75 0.05],[0.777 0.164]
7,5,[0.7428 0.1314],[0.01455198 0.06777197],[0.72  0.047],[0.76  0.208]
8,5,[0.7292 0.1344],[0.0065238  0.05149214],[0.723 0.066],[0.74  0.213]
9,4,[0.7492 0.1654],[0.0162037  0.08437914],[0.733 0.066],[0.77  0.276]
10,5,[0.744  0.1344],[0.01852566 0.03584187],[0.72  0.075],[0.763 0.175]
11,5,[0.7514 0.1656],[0.02017523 0.0196835 ],[0.727 0.139],[0.773 0.188]
12,3,[0.735  0.1486],[0.01939072 0.04317685],[0.717 0.067],[0.767 0.188]
13,4,[0.7502 0.1882],[0.02052706 0.03059673],[0.717 0.15 ],[0.77  0.236]
14,3,[0.7394 0.2004],[0.02751436 0.09869265],[0.69 0.1 ],[0.77  0.375]
15,4,[0.7506 0.1762],[0.0173505  0.03276217],[0.73  0.125],[0.773 0.225]
16,3,[0.746  0.1496],[0.00977753 0.05357462],[0.73  0.081],[0.757 0.225]
17,3,[0.7494 0.154 ],[0.0094361  0.05567764],[0.733 0.097],[0.76 0.25]
18,5,[0.7428 0.1076],[0.01597999 0.01581898],[0.72  0.088],[0.757 0.135]
19,5,[0.7348 0.1058],[0.02919178 0.03873706],[0.68  0.039],[0.767 0.157]
20,3,[0.7426 0.1134],[0.03253675 0.04506262],[0.68  0.039],[0.77  0.181]
21,5,[0.7574 0.1444],[0.0058515  0.05026569],[0.747 0.075],[0.763 0.214]
22,3,[0.75   0.1696],[0.0112783 0.0460808],[0.73  0.107],[0.763 0.219]
23,4,[0.7468 0.1732],[0.01526303 0.04757058],[0.72  0.113],[0.767 0.25 ]
24,5,[0.7564 0.1256],[0.01049952 0.04434681],[0.743 0.096],[0.773 0.213]
25,4,[0.7572 0.1854],[0.01110675 0.05281136],[0.743 0.118],[0.773 0.271]
