gen,nevals,avg,std,min,max
0,50,[0.67052 0.12298],[0.01123964 0.04509789],[0.643 0.001],[0.692 0.217]
1,4,[0.677 0.108],[0.00995992 0.04891217],[0.66  0.057],[0.69  0.188]
2,4,[0.6732 0.0928],[0.00767854 0.04109209],[0.665 0.05 ],[0.683 0.171]
3,4,[0.6662 0.0942],[0.01355581 0.04997759],[0.643 0.028],[0.682 0.179]
4,4,[0.6678 0.0846],[0.0056    0.0541797],[0.661 0.018],[0.676 0.179]
5,3,[0.6718 0.123 ],[0.0036     0.04115337],[0.666 0.056],[0.676 0.179]
6,5,[0.6702 0.1402],[0.00923905 0.04750326],[0.653 0.07 ],[0.681 0.213]
7,4,[0.6684 0.1286],[0.00786384 0.04808992],[0.66  0.059],[0.682 0.201]
8,4,[0.67   0.1334],[0.01511291 0.04492037],[0.648 0.059],[0.689 0.179]
9,4,[0.6802 0.1342],[0.00711056 0.01854077],[0.67  0.111],[0.691 0.153]
10,5,[0.6802 0.124 ],[0.00790949 0.04456456],[0.666 0.036],[0.689 0.154]
11,5,[0.678  0.1172],[0.00596657 0.02005393],[0.667 0.088],[0.684 0.149]
12,5,[0.6788 0.1344],[0.00515364 0.03197249],[0.672 0.089],[0.686 0.179]
13,3,[0.6736 0.095 ],[0.0107443  0.04952979],[0.656 0.032],[0.686 0.179]
14,4,[0.6804 0.0924],[0.00338231 0.01658433],[0.676 0.074],[0.686 0.113]
15,3,[0.6808 0.1022],[0.0016     0.02681343],[0.679 0.074],[0.683 0.143]
16,3,[0.6786 0.1128],[0.0054626  0.04203998],[0.668 0.074],[0.683 0.189]
17,4,[0.6732 0.1334],[0.00778203 0.04790658],[0.661 0.086],[0.683 0.194]
18,4,[0.6706 0.1286],[0.00895768 0.05410213],[0.657 0.048],[0.682 0.194]
19,5,[0.6718 0.1366],[0.01151347 0.05525794],[0.653 0.038],[0.689 0.188]
20,3,[0.6792 0.1308],[0.00881816 0.05163487],[0.666 0.029],[0.689 0.168]
21,4,[0.6788 0.1332],[0.00921737 0.0261641 ],[0.662 0.083],[0.689 0.158]
22,5,[0.672  0.1456],[0.00874071 0.01941752],[0.661 0.11 ],[0.684 0.163]
23,2,[0.6724 0.1516],[0.01083697 0.0123061 ],[0.661 0.134],[0.687 0.164]
24,3,[0.672  0.1258],[0.0108074  0.02127346],[0.657 0.107],[0.687 0.164]
25,5,[0.6724 0.126 ],[0.01066958 0.02321207],[0.654 0.094],[0.683 0.156]
