gen,nevals,avg,std,min,max
0,50,[0.65944 0.12102],[0.0118763  0.03682634],[0.633 0.053],[0.682 0.209]
1,4,[0.6594 0.1302],[0.00454313 0.02075958],[0.652 0.105],[0.666 0.166]
2,4,[0.655  0.1146],[0.00753658 0.02866077],[0.646 0.078],[0.668 0.166]
3,4,[0.6564 0.125 ],[0.0112     0.03545138],[0.648 0.078],[0.678 0.174]
4,5,[0.6526 0.1146],[0.0032619  0.01893779],[0.647 0.08 ],[0.656 0.135]
5,5,[0.6554 0.1128],[0.00387814 0.01289031],[0.651 0.089],[0.66  0.127]
6,2,[0.659  0.1154],[0.00481664 0.01502797],[0.651 0.089],[0.666 0.135]
7,4,[0.67   0.1298],[0.00464758 0.01779213],[0.666 0.113],[0.679 0.162]
8,0,[0.6672 0.1268],[0.0009798  0.01008762],[0.666 0.113],[0.669 0.135]
9,4,[0.6634 0.1346],[0.00440908 0.01132431],[0.656 0.121],[0.668 0.154]
10,4,[0.6686 0.1284],[0.00412795 0.01265859],[0.665 0.112],[0.675 0.147]
11,5,[0.6644 0.1284],[0.00349857 0.0238797 ],[0.66  0.088],[0.669 0.16 ]
12,5,[0.6626 0.1374],[0.0032619  0.00985089],[0.657 0.124],[0.666 0.147]
13,3,[0.6596 0.127 ],[0.00889044 0.02350319],[0.643 0.082],[0.669 0.147]
14,3,[0.665 0.138],[0.0034641  0.01581139],[0.66  0.127],[0.669 0.169]
15,3,[0.6616 0.1426],[0.01383618 0.01813946],[0.634 0.118],[0.67  0.169]
16,4,[0.6606 0.147 ],[0.01358823 0.02751   ],[0.634 0.105],[0.67  0.187]
17,5,[0.6628 0.1448],[0.01376081 0.0259029 ],[0.641 0.095],[0.674 0.166]
18,3,[0.6592 0.1688],[0.01287478 0.02339573],[0.641 0.143],[0.674 0.205]
19,4,[0.661  0.1516],[0.01029563 0.03259202],[0.642 0.095],[0.671 0.19 ]
20,5,[0.6636 0.1644],[0.01005187 0.04204569],[0.649 0.097],[0.673 0.21 ]
21,4,[0.6562 0.1094],[0.00861162 0.0347885 ],[0.647 0.056],[0.67  0.164]
22,4,[0.6672 0.1338],[0.00861162 0.05217049],[0.657 0.048],[0.682 0.206]
23,3,[0.6674 0.127 ],[0.00361109 0.02419917],[0.661 0.102],[0.671 0.166]
24,4,[0.6734 0.1352],[0.00708802 0.01087014],[0.661 0.12 ],[0.682 0.145]
25,4,[0.67   0.1238],[0.00477493 0.02751291],[0.662 0.08 ],[0.674 0.167]
