gen,nevals,avg,std,min,max
0,50,[0.66408 0.12478],[0.01097605 0.04400513],[0.64  0.005],[0.683 0.199]
1,5,[0.6684 0.1424],[0.00722772 0.06373257],[0.656 0.031],[0.676 0.214]
2,5,[0.664 0.149],[0.00562139 0.04098292],[0.655 0.094],[0.67  0.199]
3,5,[0.663  0.1494],[0.00761577 0.04213122],[0.651 0.08 ],[0.672 0.192]
4,5,[0.668 0.145],[0.01245793 0.02733496],[0.656 0.114],[0.686 0.19 ]
5,4,[0.6796 0.1484],[0.0054626  0.03269006],[0.673 0.109],[0.686 0.203]
6,5,[0.6736 0.1544],[0.00958332 0.02475157],[0.655 0.125],[0.682 0.199]
7,4,[0.6784 0.1446],[0.00349857 0.01657227],[0.672 0.122],[0.682 0.16 ]
8,4,[0.673  0.1472],[0.00641872 0.01909345],[0.664 0.122],[0.68  0.171]
9,4,[0.677  0.1254],[0.00841427 0.02618855],[0.667 0.101],[0.689 0.176]
10,4,[0.6746 0.1164],[0.00372022 0.02841549],[0.668 0.067],[0.679 0.153]
11,3,[0.6762 0.116 ],[0.00271293 0.06316961],[0.673 0.061],[0.681 0.207]
12,3,[0.6746 0.0906],[0.00463033 0.04859877],[0.669 0.037],[0.683 0.174]
13,4,[0.6708 0.1114],[0.00923905 0.0481481 ],[0.66  0.041],[0.682 0.18 ]
14,5,[0.6624 0.093 ],[0.01222457 0.02363049],[0.648 0.062],[0.676 0.134]
15,4,[0.671  0.1238],[0.01005982 0.03822251],[0.657 0.062],[0.682 0.172]
16,4,[0.6656 0.1146],[0.00646838 0.055142  ],[0.659 0.059],[0.676 0.208]
17,3,[0.6664 0.1546],[0.00703136 0.02860489],[0.659 0.122],[0.676 0.2  ]
18,5,[0.6676 0.1302],[0.00993177 0.03752546],[0.652 0.09 ],[0.683 0.199]
19,4,[0.67  0.135],[0.00438178 0.0369432 ],[0.665 0.09 ],[0.677 0.177]
20,3,[0.6714 0.161 ],[0.00449889 0.03862124],[0.665 0.09 ],[0.678 0.197]
21,5,[0.6728 0.1672],[0.004996   0.02128286],[0.668 0.137],[0.682 0.203]
22,4,[0.675  0.1404],[0.00672309 0.01613196],[0.665 0.111],[0.682 0.16 ]
23,4,[0.6666 0.1228],[0.00332265 0.0454022 ],[0.66  0.066],[0.669 0.192]
24,3,[0.6724 0.1408],[0.00889044 0.04050383],[0.663 0.077],[0.689 0.192]
25,5,[0.666  0.1396],[0.00898888 0.04302836],[0.654 0.072],[0.681 0.196]
