gen,nevals,avg,std,min,max
0,50,[0.66282 0.06888],[0.01159257 0.03453152],[0.635 0.003],[0.688 0.132]
1,4,[0.649  0.0654],[0.00654217 0.01684755],[0.637 0.038],[0.656 0.086]
2,4,[0.6518 0.0562],[0.00479166 0.02460406],[0.647 0.027],[0.661 0.086]
3,4,[0.6544 0.0546],[0.00241661 0.02627242],[0.65  0.021],[0.657 0.089]
4,4,[0.6548 0.064 ],[0.00667533 0.02876804],[0.644 0.018],[0.665 0.108]
5,4,[0.65   0.0398],[0.00513809 0.01324236],[0.641 0.026],[0.655 0.065]
6,3,[0.6484 0.0512],[0.00581722 0.02513484],[0.642 0.015],[0.655 0.088]
7,5,[0.6554 0.0578],[0.00978979 0.02870819],[0.64 0.01],[0.666 0.088]
8,4,[0.6584 0.0814],[0.0068    0.0324629],[0.648 0.023],[0.665 0.113]
9,5,[0.6532 0.0426],[0.007494   0.02360169],[0.645 0.005],[0.663 0.069]
10,3,[0.6568 0.0408],[0.00968297 0.02910945],[0.645 0.005],[0.666 0.086]
11,4,[0.6588 0.0516],[0.00705408 0.02752889],[0.645 0.005],[0.665 0.09 ]
12,2,[0.6594 0.063 ],[0.0054626 0.0257682],[0.649 0.029],[0.665 0.096]
13,5,[0.6604 0.0546],[0.00508331 0.03005728],[0.652 0.017],[0.668 0.102]
14,5,[0.6586 0.0668],[0.00830903 0.01998399],[0.649 0.036],[0.67  0.089]
15,2,[0.6586 0.0544],[0.00646838 0.02936392],[0.649 0.009],[0.666 0.089]
16,3,[0.6588 0.0518],[0.00342929 0.03488495],[0.654 0.014],[0.663 0.098]
17,5,[0.6656 0.0886],[0.00361109 0.01688313],[0.661 0.072],[0.672 0.119]
18,4,[0.6644 0.0614],[0.00449889 0.01224091],[0.656 0.043],[0.669 0.077]
19,2,[0.6644 0.0686],[0.00440908 0.00861626],[0.656 0.054],[0.669 0.077]
20,5,[0.6614 0.1018],[0.00631189 0.03874739],[0.654 0.046],[0.671 0.149]
21,3,[0.6624 0.1014],[0.00427083 0.03453462],[0.656 0.052],[0.668 0.149]
22,5,[0.6602 0.071 ],[0.00401995 0.04057093],[0.654 0.007],[0.666 0.123]
23,3,[0.662  0.0802],[0.00701427 0.04217772],[0.652 0.025],[0.674 0.128]
24,4,[0.67   0.0928],[0.00374166 0.02177522],[0.663 0.061],[0.674 0.128]
25,5,[0.6684 0.088 ],[0.00195959 0.02423221],[0.665 0.056],[0.671 0.116]
