gen,nevals,avg,std,min,max
0,50,[0.62182 0.14146],[0.03006106 0.17235361],[0.551 0.004],[0.669 1.22 ]
1,5,[0.6184 0.0754],[0.02063589 0.05255321],[0.593 0.027],[0.648 0.166]
2,5,[0.597 0.074],[0.01504659 0.03313005],[0.569 0.019],[0.614 0.119]
3,5,[0.6066 0.0752],[0.013544   0.02255127],[0.589 0.033],[0.623 0.095]
4,5,[0.6152 0.0556],[0.00813388 0.02800429],[0.609 0.011],[0.63  0.091]
5,5,[0.6206 0.0604],[0.01466424 0.02404662],[0.598 0.017],[0.64  0.091]
6,1,[0.6114 0.0484],[0.03113583 0.033043  ],[0.552 0.003],[0.64  0.091]
7,3,[0.599  0.1032],[0.02876108 0.07677343],[0.552 0.003],[0.632 0.182]
8,4,[0.5846 0.0914],[0.01640244 0.05182123],[0.561 0.016],[0.608 0.158]
9,4,[0.578  0.0838],[0.01532319 0.05581899],[0.55  0.009],[0.594 0.158]
10,3,[0.578 0.095],[0.0146697  0.06480741],[0.55  0.009],[0.593 0.182]
11,2,[0.5752 0.0398],[0.0142183  0.02691765],[0.55  0.005],[0.59  0.066]
12,5,[0.5898 0.0666],[0.03598555 0.03216582],[0.545 0.015],[0.655 0.113]
13,2,[0.6104 0.1012],[0.03020993 0.03459133],[0.578 0.071],[0.655 0.164]
14,3,[0.5858 0.0786],[0.02029187 0.04380228],[0.55  0.002],[0.605 0.127]
15,3,[0.5816 0.0634],[0.01396567 0.05085509],[0.555 0.003],[0.593 0.115]
16,4,[0.5836 0.0642],[0.02559375 0.06557256],[0.555 0.003],[0.629 0.168]
17,5,[0.6014 0.1024],[0.03219689 0.02213233],[0.568 0.08 ],[0.662 0.131]
18,3,[0.5762 0.0914],[0.01732513 0.07170105],[0.544 0.004],[0.594 0.205]
19,5,[0.5712 0.044 ],[0.01725572 0.06505075],[0.559 0.001],[0.605 0.173]
20,3,[0.5636 0.037 ],[0.02125653 0.06802059],[0.545 0.001],[0.605 0.173]
21,5,[0.5696 0.0814],[0.0181945  0.07201833],[0.543 0.002],[0.599 0.205]
22,5,[0.586  0.0544],[0.04069398 0.04700894],[0.542 0.007],[0.646 0.116]
23,2,[0.5786 0.05  ],[0.0223392  0.03758191],[0.552 0.002],[0.62  0.106]
24,3,[0.5748 0.3882],[0.00788416 0.60677488],[0.562 0.031],[0.586 1.598]
25,3,[0.5826 0.085 ],[0.02451612 0.06059703],[0.545 0.005],[0.619 0.173]
