gen,nevals,avg,std,min,max
0,50,[0.6095 0.1651],[0.02815475 0.20177911],[0.509 0.003],[0.657 1.108]
1,5,[0.6    0.0808],[0.02817801 0.06369113],[0.548 0.002],[0.621 0.141]
2,4,[0.6126 0.114 ],[0.02359322 0.03507706],[0.574 0.049],[0.64  0.141]
3,5,[0.6128 0.1232],[0.01644871 0.0341725 ],[0.601 0.068],[0.645 0.159]
4,4,[0.5978 0.1026],[0.0222477  0.02330322],[0.558 0.059],[0.619 0.125]
5,4,[0.6046 0.1104],[0.01782807 0.03512606],[0.575 0.059],[0.621 0.159]
6,3,[0.6192 0.152 ],[0.00627375 0.01784377],[0.612 0.129],[0.63  0.178]
7,5,[0.6086 0.1076],[0.0241876  0.03059804],[0.569 0.06 ],[0.635 0.147]
8,5,[0.6158 0.3168],[0.01170299 0.38308819],[0.593 0.093],[0.625 1.082]
9,5,[0.621 0.125],[0.02171635 0.04336358],[0.599 0.071],[0.657 0.201]
10,3,[0.6272 0.1286],[0.01872325 0.0305588 ],[0.607 0.092],[0.66  0.179]
11,4,[0.622 0.14 ],[0.01589969 0.03715373],[0.592 0.092],[0.635 0.188]
12,4,[0.6116 0.2356],[0.01565375 0.16331026],[0.59  0.147],[0.627 0.562]
13,5,[0.6074 0.1   ],[0.02959459 0.05286208],[0.567 0.015],[0.64  0.164]
14,4,[0.5912 0.0962],[0.01900947 0.0483297 ],[0.578 0.043],[0.628 0.176]
15,4,[0.5914 0.0752],[0.03352969 0.04895467],[0.549 0.01 ],[0.633 0.135]
16,4,[0.6116 0.098 ],[0.03098774 0.05020359],[0.566 0.01 ],[0.652 0.146]
17,5,[0.6064 0.0792],[0.02172188 0.05980435],[0.583 0.002],[0.644 0.148]
18,5,[0.608  0.1148],[0.03009983 0.06132014],[0.556 0.037],[0.638 0.21 ]
19,4,[0.5828 0.0858],[0.01527613 0.04263989],[0.558 0.019],[0.602 0.15 ]
20,3,[0.594 0.176],[0.02867054 0.16180606],[0.559 0.077],[0.646 0.498]
21,5,[0.5824 0.201 ],[0.01562818 0.32062127],[0.562 0.003],[0.61 0.84]
22,4,[0.5932 0.0622],[0.02494314 0.05106623],[0.562 0.003],[0.62  0.152]
23,5,[0.5854 0.0746],[0.02807561 0.04544271],[0.548 0.015],[0.621 0.148]
24,4,[0.5922 0.0692],[0.0119733  0.04410624],[0.574 0.002],[0.608 0.12 ]
25,4,[0.6102 0.0996],[0.01596747 0.01521315],[0.595 0.08 ],[0.637 0.121]
