gen,nevals,avg,std,min,max
0,50,[0.61352 0.12194],[0.02792292 0.08293188],[0.545 0.002],[0.662 0.602]
1,5,[0.6098 0.1456],[0.04196856 0.01544798],[0.533 0.12 ],[0.653 0.167]
2,5,[0.6192 0.114 ],[0.0262709  0.03184337],[0.579 0.06 ],[0.648 0.153]
3,4,[0.6118 0.1374],[0.02537243 0.0284366 ],[0.579 0.104],[0.638 0.19 ]
4,5,[0.6284 0.1116],[0.0108185  0.02251755],[0.618 0.09 ],[0.647 0.141]
5,4,[0.634  0.1296],[0.00948683 0.01452722],[0.62  0.113],[0.647 0.151]
6,4,[0.6332 0.201 ],[0.01057166 0.12523258],[0.62  0.116],[0.647 0.45 ]
7,5,[0.6378 0.1236],[0.01043839 0.0425939 ],[0.62  0.051],[0.648 0.179]
8,5,[0.626  0.1672],[0.01260159 0.01936388],[0.61  0.137],[0.648 0.197]
9,3,[0.6238 0.1478],[0.01797109 0.02396164],[0.603 0.112],[0.655 0.175]
10,5,[0.63  0.156],[0.0230391 0.0299533],[0.59  0.124],[0.656 0.21 ]
11,5,[0.6228 0.1098],[0.00877268 0.02629373],[0.615 0.074],[0.639 0.141]
12,5,[0.6286 0.1468],[0.00538888 0.03192742],[0.619 0.109],[0.634 0.191]
13,1,[0.6292 0.1628],[0.00673498 0.01682141],[0.619 0.138],[0.64  0.191]
14,4,[0.6114 0.1474],[0.01717673 0.02653752],[0.58  0.101],[0.63  0.173]
15,5,[0.6008 0.0794],[0.01182201 0.0417641 ],[0.582 0.028],[0.618 0.147]
16,4,[0.6168 0.101 ],[0.02190342 0.07107179],[0.582 0.002],[0.641 0.17 ]
17,4,[0.5996 0.0902],[0.01514728 0.06358427],[0.582 0.028],[0.626 0.21 ]
18,3,[0.6118 0.1158],[0.01723253 0.0390968 ],[0.588 0.051],[0.636 0.159]
19,5,[0.6136 0.1188],[0.01224091 0.04260235],[0.593 0.046],[0.624 0.158]
20,3,[0.6144 0.1078],[0.01484049 0.05028479],[0.593 0.012],[0.628 0.155]
21,5,[0.607  0.1322],[0.03271697 0.04111642],[0.549 0.071],[0.649 0.189]
22,5,[0.6092 0.1212],[0.01859462 0.0405729 ],[0.583 0.09 ],[0.637 0.2  ]
23,5,[0.613  0.1416],[0.02529822 0.0248    ],[0.58  0.105],[0.654 0.171]
24,5,[0.613 0.193],[0.01691153 0.14796216],[0.595 0.063],[0.643 0.474]
25,3,[0.614  0.1966],[0.01931839 0.1392991 ],[0.59  0.103],[0.643 0.474]
