gen,nevals,avg,std,min,max
0,50,[0.613   0.15578],[0.02838591 0.17500415],[0.53  0.001],[0.673 0.984]
1,5,[0.6114 0.1574],[0.01187603 0.0160574 ],[0.591 0.141],[0.625 0.182]
2,5,[0.625  0.1298],[0.01492649 0.04856089],[0.599 0.076],[0.645 0.193]
3,4,[0.6158 0.112 ],[0.01692808 0.01554349],[0.592 0.091],[0.634 0.131]
4,5,[0.5962 0.0876],[0.03029455 0.01781685],[0.546 0.058],[0.634 0.104]
5,4,[0.6052 0.0946],[0.01775838 0.03272675],[0.582 0.06 ],[0.627 0.154]
6,5,[0.6086 0.159 ],[0.02902826 0.16600723],[0.562 0.012],[0.647 0.474]
7,5,[0.5958 0.1244],[0.02134854 0.05358582],[0.575 0.066],[0.633 0.209]
8,4,[0.6146 0.135 ],[0.03446505 0.0602893 ],[0.578 0.068],[0.67  0.209]
9,5,[0.6396 0.2496],[0.04295858 0.20865915],[0.558 0.005],[0.67  0.638]
10,5,[0.646 0.145],[0.02684772 0.06012986],[0.595 0.051],[0.671 0.204]
11,4,[0.6332 0.1274],[0.0285965  0.05093761],[0.587 0.048],[0.667 0.189]
12,4,[0.6292 0.1316],[0.0343651  0.05280379],[0.589 0.063],[0.673 0.189]
13,5,[0.6314 0.466 ],[0.03809252 0.4765757 ],[0.58  0.121],[0.665 1.392]
14,4,[0.6078 0.3838],[0.03156834 0.50559644],[0.58  0.067],[0.669 1.392]
15,1,[0.6224 0.1472],[0.03596443 0.02231054],[0.589 0.127],[0.669 0.188]
16,5,[0.633  0.1152],[0.03252691 0.02812401],[0.581 0.075],[0.675 0.156]
17,4,[0.6222 0.1058],[0.02703627 0.02159074],[0.596 0.085],[0.665 0.147]
18,4,[0.6346 0.1342],[0.021077   0.02002399],[0.605 0.099],[0.665 0.153]
19,4,[0.6404 0.1634],[0.02173108 0.01628005],[0.614 0.137],[0.669 0.18 ]
20,5,[0.6332 0.1306],[0.03892249 0.06672211],[0.558 0.006],[0.665 0.206]
21,4,[0.6532 0.164 ],[0.01708098 0.03295451],[0.62  0.115],[0.665 0.214]
22,4,[0.6314 0.1282],[0.02067462 0.02129225],[0.605 0.102],[0.667 0.159]
23,3,[0.6324 0.3054],[0.02363557 0.38240377],[0.593 0.068],[0.661 1.066]
24,5,[0.5838 0.2162],[0.02519841 0.28506168],[0.546 0.014],[0.619 0.776]
25,5,[0.6032 0.101 ],[0.01710439 0.02341794],[0.586 0.064],[0.635 0.124]
