accuracy,recall,precision,f1,mcc,spd,aod,eod
0.65,0.649,0.649,0.649,0.299,0.183,0.148,0.122
0.653,0.649,0.652,0.649,0.301,0.001,0.029,0.082
0.648,0.647,0.647,0.647,0.294,0.128,0.095,0.064
0.653,0.646,0.656,0.644,0.301,0.064,0.028,0.004
0.659,0.653,0.66,0.652,0.313,0.129,0.103,0.035
0.657,0.651,0.658,0.65,0.309,0.12,0.092,0.034
0.658,0.652,0.659,0.652,0.311,0.169,0.142,0.079
0.65,0.648,0.649,0.648,0.297,0.037,0.006,0.04
0.659,0.652,0.66,0.652,0.312,0.174,0.149,0.081
0.648,0.647,0.647,0.647,0.293,0.119,0.087,0.051
0.648,0.647,0.646,0.646,0.293,0.112,0.08,0.041
0.648,0.647,0.647,0.647,0.293,0.124,0.091,0.058
0.653,0.652,0.651,0.651,0.303,0.185,0.15,0.124
0.649,0.639,0.657,0.634,0.295,0.003,0.039,0.057
0.653,0.649,0.652,0.649,0.301,0.003,0.027,0.078
0.656,0.649,0.658,0.648,0.307,0.105,0.076,0.023
0.655,0.655,0.654,0.654,0.309,0.199,0.165,0.134
0.648,0.647,0.647,0.647,0.294,0.115,0.083,0.046
0.65,0.648,0.648,0.648,0.297,0.078,0.049,0.005
0.657,0.65,0.66,0.648,0.309,0.066,0.03,0.005
0.646,0.635,0.654,0.629,0.289,0.01,0.044,0.065
0.649,0.648,0.648,0.648,0.297,0.139,0.105,0.074
0.649,0.648,0.648,0.648,0.296,0.117,0.085,0.047
0.648,0.646,0.646,0.646,0.293,0.082,0.053,0.002
0.646,0.644,0.644,0.644,0.289,0.1,0.072,0.024
0.657,0.65,0.66,0.649,0.31,0.079,0.044,0.012
0.657,0.652,0.658,0.651,0.31,0.175,0.149,0.084
0.65,0.649,0.649,0.649,0.298,0.187,0.154,0.124
0.646,0.645,0.645,0.645,0.29,0.123,0.091,0.056
0.648,0.647,0.647,0.647,0.294,0.088,0.058,0.012
0.655,0.646,0.661,0.642,0.306,0.026,0.009,0.037
0.653,0.646,0.656,0.644,0.301,0.07,0.036,0.007
0.65,0.647,0.649,0.647,0.296,0.016,0.014,0.063
0.65,0.647,0.649,0.647,0.296,0.015,0.016,0.06
0.659,0.652,0.66,0.651,0.312,0.145,0.117,0.057
0.655,0.648,0.657,0.647,0.306,0.093,0.062,0.019
0.651,0.649,0.649,0.649,0.298,0.061,0.032,0.024
0.648,0.647,0.647,0.647,0.294,0.116,0.084,0.047
0.647,0.645,0.645,0.645,0.291,0.093,0.063,0.019
0.646,0.64,0.645,0.64,0.285,0.035,0.066,0.108
0.65,0.647,0.649,0.648,0.296,0.032,0.001,0.045
0.651,0.651,0.65,0.65,0.301,0.169,0.137,0.1
0.656,0.649,0.657,0.648,0.307,0.107,0.078,0.026
0.643,0.636,0.645,0.635,0.281,0.067,0.094,0.146
0.649,0.644,0.648,0.644,0.292,0.02,0.05,0.098
0.652,0.649,0.651,0.649,0.3,0.043,0.013,0.037
0.653,0.65,0.651,0.65,0.301,0.054,0.025,0.03
0.645,0.644,0.644,0.644,0.288,0.097,0.068,0.021
0.65,0.65,0.649,0.65,0.299,0.184,0.151,0.122
0.649,0.648,0.648,0.648,0.295,0.165,0.131,0.101
0.649,0.648,0.648,0.648,0.296,0.157,0.126,0.086
0.649,0.646,0.648,0.646,0.294,0.035,0.006,0.044
0.647,0.641,0.646,0.641,0.288,0.037,0.067,0.114
0.659,0.653,0.659,0.652,0.312,0.12,0.091,0.035
0.656,0.649,0.658,0.647,0.307,0.089,0.057,0.018
0.648,0.645,0.647,0.646,0.292,0.034,0.005,0.046
0.65,0.647,0.649,0.648,0.296,0.032,0.001,0.04
0.648,0.647,0.647,0.647,0.293,0.132,0.1,0.065
0.647,0.636,0.656,0.63,0.292,0.011,0.045,0.065
0.649,0.649,0.648,0.648,0.297,0.151,0.118,0.087
0.652,0.648,0.65,0.648,0.298,0.005,0.025,0.074
0.648,0.647,0.647,0.647,0.294,0.136,0.103,0.072
0.652,0.648,0.65,0.648,0.298,0.008,0.023,0.071
0.65,0.649,0.649,0.649,0.299,0.148,0.114,0.083
0.652,0.647,0.65,0.647,0.298,0.004,0.034,0.085
0.647,0.641,0.646,0.641,0.288,0.026,0.054,0.107
0.65,0.649,0.649,0.649,0.298,0.079,0.05,0.005
0.651,0.65,0.65,0.65,0.3,0.187,0.153,0.126
0.647,0.646,0.646,0.646,0.292,0.123,0.091,0.055
0.65,0.647,0.649,0.647,0.296,0.012,0.019,0.066
0.649,0.645,0.647,0.645,0.293,0.017,0.013,0.06
0.652,0.651,0.65,0.651,0.301,0.168,0.133,0.107
0.655,0.654,0.654,0.654,0.308,0.198,0.164,0.131
0.647,0.646,0.646,0.646,0.293,0.18,0.146,0.119
0.649,0.648,0.648,0.648,0.295,0.135,0.102,0.071
0.648,0.647,0.647,0.647,0.294,0.179,0.146,0.118
0.649,0.648,0.648,0.648,0.297,0.146,0.111,0.085
0.65,0.649,0.649,0.649,0.298,0.187,0.153,0.128
0.649,0.648,0.648,0.648,0.296,0.173,0.139,0.114
0.65,0.647,0.648,0.647,0.295,0.021,0.008,0.059
0.649,0.648,0.648,0.648,0.297,0.175,0.141,0.115
0.65,0.65,0.649,0.649,0.299,0.18,0.145,0.121
0.652,0.651,0.65,0.651,0.301,0.176,0.14,0.119
0.656,0.655,0.655,0.655,0.31,0.202,0.168,0.136
0.65,0.65,0.649,0.649,0.299,0.15,0.117,0.085
0.648,0.647,0.647,0.647,0.294,0.175,0.141,0.118
0.647,0.647,0.646,0.646,0.293,0.15,0.116,0.09
0.653,0.65,0.651,0.65,0.301,0.043,0.013,0.038
0.649,0.648,0.648,0.648,0.297,0.142,0.108,0.079
0.654,0.653,0.653,0.653,0.306,0.195,0.161,0.129
0.648,0.647,0.647,0.647,0.295,0.155,0.123,0.089
0.648,0.647,0.647,0.647,0.294,0.141,0.107,0.079
0.648,0.647,0.647,0.647,0.294,0.115,0.084,0.044
0.65,0.649,0.649,0.649,0.298,0.14,0.106,0.077
0.65,0.65,0.649,0.65,0.299,0.146,0.112,0.082
0.648,0.648,0.647,0.648,0.295,0.163,0.131,0.097
0.645,0.644,0.644,0.644,0.288,0.1,0.071,0.024
0.645,0.643,0.643,0.643,0.286,0.095,0.066,0.02
0.649,0.646,0.648,0.647,0.294,0.022,0.008,0.057
0.645,0.639,0.644,0.638,0.283,0.047,0.079,0.114
0.652,0.647,0.651,0.647,0.298,0.012,0.042,0.093
0.65,0.65,0.649,0.649,0.299,0.14,0.107,0.074
0.648,0.647,0.647,0.647,0.294,0.125,0.093,0.056
0.65,0.649,0.649,0.649,0.298,0.071,0.043,0.014
0.648,0.647,0.647,0.647,0.294,0.136,0.103,0.072
0.648,0.647,0.647,0.647,0.295,0.143,0.11,0.082
0.65,0.647,0.649,0.647,0.296,0.037,0.007,0.041
0.648,0.647,0.647,0.647,0.294,0.123,0.091,0.055
0.646,0.644,0.644,0.644,0.289,0.097,0.067,0.024
0.652,0.643,0.659,0.638,0.301,0.014,0.021,0.045
0.649,0.648,0.648,0.648,0.296,0.139,0.106,0.075
0.65,0.646,0.65,0.645,0.295,0.024,0.054,0.103
0.648,0.647,0.647,0.647,0.293,0.131,0.099,0.064
0.651,0.648,0.649,0.649,0.298,0.035,0.005,0.048
0.649,0.649,0.648,0.648,0.297,0.148,0.114,0.088
0.653,0.649,0.652,0.649,0.301,0.006,0.025,0.075
0.649,0.648,0.648,0.648,0.295,0.118,0.086,0.048
0.65,0.649,0.649,0.649,0.297,0.217,0.189,0.139
0.652,0.651,0.651,0.651,0.303,0.179,0.145,0.116
0.658,0.652,0.659,0.651,0.311,0.116,0.088,0.028
0.656,0.649,0.658,0.647,0.307,0.085,0.053,0.014
0.654,0.647,0.657,0.645,0.304,0.065,0.03,0.004
0.648,0.647,0.646,0.646,0.293,0.112,0.08,0.041
0.652,0.65,0.651,0.65,0.301,0.061,0.03,0.019
0.649,0.648,0.648,0.648,0.296,0.227,0.2,0.148
0.658,0.652,0.659,0.651,0.311,0.119,0.091,0.031
0.65,0.649,0.649,0.649,0.298,0.071,0.043,0.014
0.647,0.646,0.646,0.646,0.292,0.129,0.097,0.062
0.656,0.649,0.658,0.648,0.308,0.091,0.059,0.019
0.646,0.645,0.645,0.645,0.29,0.098,0.068,0.024
0.659,0.653,0.659,0.652,0.312,0.176,0.151,0.08
0.652,0.65,0.65,0.65,0.3,0.064,0.033,0.015
