gen,nevals,avg,std,min,max
0,50,[0.88014 0.20156],[0.02179817 0.14153673],[0.793 0.   ],[0.901 0.526]
1,4,[0.8918 0.2106],[0.00711056 0.12619762],[0.886 0.107],[0.901 0.374]
2,3,[0.8928 0.274 ],[0.00685274 0.13516656],[0.886 0.109],[0.901 0.404]
3,3,[0.8944 0.3226],[0.00595315 0.1081621 ],[0.886 0.109],[0.901 0.404]
4,4,[0.8892 0.2804],[0.00611228 0.14129204],[0.884 0.109],[0.901 0.43 ]
5,4,[0.889  0.2166],[0.00464758 0.13341754],[0.886 0.107],[0.898 0.38 ]
6,3,[0.8932 0.2744],[0.00601332 0.13844075],[0.886 0.107],[0.9   0.428]
7,4,[0.89  0.166],[0.00551362 0.10922271],[0.886 0.107],[0.9   0.384]
8,2,[0.8872 0.1106],[0.0024 0.0072],[0.886 0.107],[0.892 0.125]
9,4,[0.8722 0.2074],[0.02861049 0.12405902],[0.815 0.107],[0.888 0.384]
10,5,[0.8724 0.1772],[0.0272 0.1404],[0.818 0.107],[0.886 0.458]
11,4,[0.8686 0.219 ],[0.02634843 0.14433433],[0.818 0.107],[0.886 0.458]
12,3,[0.8606 0.2712],[0.03322409 0.14900389],[0.818 0.107],[0.891 0.458]
13,5,[0.8702 0.1544],[0.03097354 0.1096405 ],[0.81 0.  ],[0.896 0.298]
14,5,[0.8336 0.358 ],[0.02880694 0.05195383],[0.816 0.266],[0.891 0.42 ]
15,4,[0.8562 0.34  ],[0.03161898 0.13826352],[0.817 0.126],[0.891 0.538]
16,5,[0.857  0.3956],[0.03319036 0.08074057],[0.824 0.258],[0.898 0.51 ]
17,4,[0.8306 0.422 ],[0.01389388 0.09185205],[0.814 0.296],[0.852 0.532]
18,5,[0.826  0.3776],[0.0132665  0.06081316],[0.816 0.294],[0.852 0.46 ]
19,4,[0.828  0.4712],[0.0242157  0.01778089],[0.791 0.444],[0.857 0.492]
20,4,[0.8206 0.4248],[0.02028398 0.05941852],[0.791 0.33 ],[0.854 0.488]
21,3,[0.8192 0.4324],[0.02483868 0.02431131],[0.791 0.39 ],[0.855 0.456]
22,4,[0.814 0.424],[0.02371497 0.06367417],[0.79  0.318],[0.855 0.494]
23,3,[0.8222 0.4388],[0.01944634 0.06307583],[0.79  0.338],[0.845 0.508]
24,2,[0.8216 0.368 ],[0.03137897 0.18779989],[0.79 0.  ],[0.873 0.508]
25,3,[0.8286 0.4012],[0.02644693 0.07695817],[0.79  0.324],[0.871 0.508]
