gen,nevals,avg,std,min,max
0,50,[0.87232 0.20592],[0.02612848 0.13841905],[0.82 0.  ],[0.899 0.446]
1,4,[0.8732 0.2908],[0.03039342 0.14296769],[0.824 0.121],[0.899 0.44 ]
2,4,[0.8814 0.215 ],[0.03072198 0.11024155],[0.82  0.123],[0.899 0.352]
3,5,[0.8746 0.3148],[0.02816807 0.16062055],[0.829 0.123],[0.898 0.482]
4,4,[0.889  0.2794],[0.01753853 0.13211752],[0.854 0.123],[0.899 0.456]
5,2,[0.8984 0.3086],[0.0012     0.09335438],[0.896 0.123],[0.899 0.368]
6,2,[0.8986 0.3026],[0.00135647 0.09127453],[0.896 0.121],[0.9   0.362]
7,3,[0.8976 0.2582],[0.00135647 0.11262398],[0.896 0.12 ],[0.899 0.362]
8,4,[0.8976 0.2076],[0.00205913 0.10683557],[0.896 0.12 ],[0.901 0.362]
9,4,[0.8958 0.203 ],[0.00421426 0.10957189],[0.888 0.101],[0.9   0.356]
10,4,[0.8966 0.2364],[0.00458694 0.10184027],[0.888 0.101],[0.901 0.34 ]
11,3,[0.8968 0.283 ],[0.00457821 0.09414032],[0.888 0.101],[0.901 0.366]
12,5,[0.8946 0.238 ],[0.00542586 0.11444999],[0.888 0.101],[0.9  0.37]
13,3,[0.8948 0.2296],[0.00556417 0.10571774],[0.888 0.101],[0.9   0.332]
14,4,[0.8912 0.253 ],[0.00996795 0.11350771],[0.873 0.101],[0.899 0.354]
15,5,[0.8908 0.2604],[0.00679412 0.12425232],[0.879 0.101],[0.898 0.396]
16,4,[0.878 0.27 ],[0.02707767 0.13482285],[0.824 0.101],[0.894 0.4  ]
17,4,[0.8626 0.3236],[0.03805575 0.0343488 ],[0.815 0.274],[0.894 0.362]
18,5,[0.8526 0.2856],[0.03348791 0.14790348],[0.81  0.101],[0.891 0.462]
19,4,[0.8626 0.191 ],[0.03493766 0.10385952],[0.82  0.101],[0.897 0.318]
20,4,[0.8712 0.1814],[0.02714701 0.09867239],[0.818 0.101],[0.888 0.312]
21,5,[0.872  0.2376],[0.00374166 0.12134842],[0.865 0.   ],[0.876 0.34 ]
22,4,[0.87   0.1998],[0.00424264 0.12394579],[0.865 0.   ],[0.876 0.34 ]
23,4,[0.8724 0.1224],[0.00440908 0.15067528],[0.867 0.   ],[0.876 0.33 ]
24,3,[0.8616 0.192 ],[0.02158333 0.15841717],[0.819 0.   ],[0.876 0.35 ]
25,4,[0.8466 0.227 ],[0.03459827 0.15251754],[0.797 0.   ],[0.88  0.428]
