gen,nevals,avg,std,min,max
0,50,[0.87424 0.25572],[0.02492273 0.16206802],[0.809 0.   ],[0.897 0.536]
1,5,[0.8764 0.2312],[0.02546056 0.12757649],[0.826 0.095],[0.894 0.436]
2,3,[0.8796 0.1886],[0.01569204 0.11875117],[0.849 0.095],[0.894 0.378]
3,3,[0.8868 0.1324],[0.0036     0.07380406],[0.885 0.095],[0.894 0.28 ]
4,5,[0.885  0.0958],[0.        0.0009798],[0.885 0.095],[0.885 0.097]
5,4,[0.885  0.0958],[0.        0.0009798],[0.885 0.095],[0.885 0.097]
6,3,[0.885  0.0954],[0.     0.0008],[0.885 0.095],[0.885 0.097]
7,4,[0.872  0.1328],[0.026      0.07460402],[0.82  0.095],[0.885 0.282]
8,4,[0.8746 0.1636],[0.0208 0.1372],[0.833 0.095],[0.885 0.438]
9,4,[0.8746 0.1568],[0.0208 0.1236],[0.833 0.095],[0.885 0.404]
10,5,[0.8866 0.1902],[0.00205913 0.12321591],[0.885 0.095],[0.89  0.396]
11,5,[0.8912 0.3036],[0.0009798  0.03620829],[0.89 0.27],[0.892 0.366]
12,4,[0.8906 0.3144],[0.00174356 0.0552    ],[0.888 0.27 ],[0.893 0.418]
13,3,[0.8898 0.2996],[0.0009798 0.0592   ],[0.888 0.27 ],[0.891 0.418]
14,4,[0.8838 0.3308],[0.01043839 0.06971485],[0.863 0.27 ],[0.89  0.418]
15,3,[0.8892 0.235 ],[0.00213542 0.07001143],[0.885 0.095],[0.891 0.272]
16,5,[0.887  0.1658],[0.00244949 0.08590087],[0.885 0.095],[0.89  0.272]
17,3,[0.888 0.2  ],[0.00244949 0.08573214],[0.885 0.095],[0.89 0.27]
18,4,[0.889  0.2358],[0.002      0.06940432],[0.885 0.097],[0.89  0.272]
19,5,[0.8884 0.2   ],[0.0028     0.08492114],[0.885 0.095],[0.891 0.27 ]
20,4,[0.885  0.0962],[0.        0.0009798],[0.885 0.095],[0.885 0.097]
21,5,[0.8742 0.1712],[0.02261327 0.14446093],[0.829 0.095],[0.887 0.46 ]
22,3,[0.8602 0.2318],[0.03151127 0.16373564],[0.815 0.095],[0.887 0.46 ]
23,5,[0.8574 0.2318],[0.03924589 0.10371577],[0.807 0.095],[0.894 0.35 ]
24,3,[0.874  0.2482],[0.03162278 0.12058259],[0.811 0.095],[0.893 0.382]
25,4,[0.8732 0.1928],[0.02978187 0.1119239 ],[0.814 0.095],[0.894 0.354]
