gen,nevals,avg,std,min,max
0,50,[0.8828 0.248 ],[0.01964485 0.12130177],[0.816 0.   ],[0.896 0.514]
1,4,[0.8906 0.2098],[0.00445421 0.1076929 ],[0.887 0.123],[0.897 0.382]
2,5,[0.8896 0.1948],[0.00307246 0.08623317],[0.887 0.124],[0.895 0.312]
3,3,[0.8892 0.228 ],[0.00183303 0.08500353],[0.887 0.126],[0.891 0.326]
4,4,[0.8888 0.232 ],[0.00146969 0.088     ],[0.887 0.126],[0.89  0.326]
5,4,[0.8888 0.2228],[0.0016     0.07970546],[0.887 0.126],[0.891 0.306]
6,3,[0.8888 0.224 ],[0.0016     0.08083564],[0.887 0.126],[0.891 0.31 ]
7,3,[0.8874 0.1628],[0.0008 0.0736],[0.887 0.126],[0.889 0.31 ]
8,4,[0.8878 0.1984],[0.0009798  0.08869183],[0.887 0.126],[0.889 0.31 ]
9,4,[0.8894 0.262 ],[0.00135647 0.06858571],[0.887 0.126],[0.891 0.31 ]
10,5,[0.8898 0.2584],[0.00146969 0.0672119 ],[0.887 0.126],[0.891 0.308]
11,4,[0.8744 0.1936],[0.02874439 0.08728253],[0.817 0.116],[0.891 0.312]
12,2,[0.8918 0.288 ],[0.0016     0.01264911],[0.891 0.268],[0.895 0.308]
13,3,[0.891  0.2836],[0.         0.00527636],[0.891 0.274],[0.891 0.288]
14,5,[0.8874 0.1908],[0.00581722 0.11342381],[0.876 0.   ],[0.891 0.282]
15,4,[0.8862 0.127 ],[0.00523068 0.08846242],[0.876 0.   ],[0.891 0.278]
16,5,[0.8892 0.185 ],[0.00146969 0.08085048],[0.888 0.117],[0.891 0.286]
17,4,[0.8904 0.2516],[0.0012     0.06584102],[0.888 0.12 ],[0.891 0.288]
18,5,[0.8738 0.295 ],[0.03292051 0.12739859],[0.808 0.117],[0.891 0.516]
19,5,[0.8868 0.16  ],[0.00556417 0.10918425],[0.876 0.   ],[0.891 0.288]
20,3,[0.8838 0.1032],[0.0064622  0.10358649],[0.876 0.   ],[0.891 0.282]
21,4,[0.8868 0.1596],[0.00556417 0.10868781],[0.876 0.   ],[0.891 0.282]
22,3,[0.8806 0.0486],[0.00564269 0.05956375],[0.876 0.   ],[0.888 0.125]
23,4,[0.8852 0.1456],[0.00788416 0.13548963],[0.876 0.   ],[0.894 0.302]
24,3,[0.888  0.2078],[0.00660303 0.12567959],[0.876 0.   ],[0.894 0.312]
25,5,[0.873  0.2178],[0.02814249 0.13475667],[0.818 0.   ],[0.894 0.352]
