gen,nevals,avg,std,min,max
0,50,[0.8793  0.22194],[0.01948666 0.14319349],[0.821 0.   ],[0.899 0.476]
1,4,[0.8804 0.293 ],[0.01560256 0.21317786],[0.854 0.   ],[0.898 0.588]
2,4,[0.8914 0.3434],[0.00431741 0.12147362],[0.885 0.103],[0.898 0.42 ]
3,5,[0.8876 0.2174],[0.0052     0.14165677],[0.885 0.103],[0.898 0.422]
4,3,[0.8908 0.3394],[0.00633719 0.1236343 ],[0.885 0.103],[0.899 0.44 ]
5,5,[0.894  0.2926],[0.00477493 0.10353666],[0.885 0.103],[0.898 0.392]
6,5,[0.8908 0.323 ],[0.00462169 0.12614595],[0.885 0.103],[0.898 0.45 ]
7,3,[0.8886 0.1694],[0.00440908 0.08132552],[0.885 0.103],[0.894 0.27 ]
8,2,[0.881  0.2232],[0.01746997 0.10510452],[0.847 0.103],[0.894 0.372]
9,3,[0.8888 0.2698],[0.00685274 0.10990614],[0.877 0.103],[0.894 0.45 ]
10,4,[0.8912 0.2812],[0.00426146 0.1017888 ],[0.883 0.128],[0.894 0.448]
11,5,[0.8918 0.276 ],[0.00421426 0.08525726],[0.884 0.128],[0.896 0.38 ]
12,4,[0.8924 0.1984],[0.00174356 0.09060155],[0.891 0.128],[0.895 0.348]
13,3,[0.889  0.1696],[0.00822192 0.11448249],[0.873 0.   ],[0.896 0.322]
14,4,[0.8856 0.1652],[0.01042305 0.15724427],[0.873 0.   ],[0.896 0.356]
15,4,[0.8896 0.1628],[0.00366606 0.09525839],[0.885 0.103],[0.895 0.352]
16,4,[0.8876 0.156 ],[0.00372022 0.10700093],[0.885 0.102],[0.895 0.37 ]
17,4,[0.8876 0.1492],[0.00422374 0.0924    ],[0.885 0.103],[0.896 0.334]
18,3,[0.8874 0.1676],[0.00382623 0.1292    ],[0.885 0.103],[0.895 0.426]
19,4,[0.8896 0.2166],[0.00484149 0.14130053],[0.885 0.103],[0.896 0.426]
20,2,[0.8812 0.2724],[0.01913531 0.14050851],[0.844 0.103],[0.896 0.426]
21,4,[0.8856 0.2634],[0.0094784  0.18169161],[0.873 0.   ],[0.896 0.476]
22,5,[0.8792 0.2544],[0.00970361 0.18412778],[0.87 0.  ],[0.895 0.478]
23,3,[0.8894 0.1652],[0.00417612 0.07740388],[0.886 0.102],[0.895 0.26 ]
24,4,[0.888 0.249],[0.00536656 0.14491377],[0.88  0.102],[0.894 0.496]
25,3,[0.886  0.3174],[0.00701427 0.13815296],[0.877 0.103],[0.894 0.496]
