gen,nevals,avg,std,min,max
0,50,[0.87612 0.39254],[0.01079007 0.05140319],[0.849 0.127],[0.899 0.49 ]
1,4,[0.8688 0.4212],[0.00837616 0.03776983],[0.859 0.364],[0.881 0.474]
2,5,[0.8774 0.3772],[0.00845222 0.06563658],[0.862 0.288],[0.887 0.48 ]
3,4,[0.8668 0.3908],[0.00879545 0.0219308 ],[0.857 0.354],[0.878 0.414]
4,3,[0.8648 0.3988],[0.00746726 0.02861049],[0.858 0.354],[0.878 0.444]
5,5,[0.8672 0.4244],[0.01455198 0.06770997],[0.85  0.296],[0.894 0.49 ]
6,4,[0.8794 0.4288],[0.01606985 0.02299913],[0.857 0.39 ],[0.899 0.456]
7,5,[0.8886 0.4328],[0.0094784  0.01016661],[0.872 0.416],[0.897 0.446]
8,3,[0.8948 0.42  ],[0.0004     0.00715542],[0.894 0.41 ],[0.895 0.43 ]
9,4,[0.8948 0.4268],[0.0004     0.00835225],[0.894 0.412],[0.895 0.436]
10,5,[0.8954 0.4276],[0.0008     0.01370547],[0.894 0.416],[0.896 0.454]
11,4,[0.8942 0.416 ],[0.0004     0.00681175],[0.894 0.408],[0.895 0.424]
12,5,[0.8946 0.4124],[0.0008     0.01254751],[0.894 0.396],[0.896 0.428]
13,4,[0.8892 0.4164],[0.01161723 0.0072    ],[0.866 0.408],[0.896 0.428]
14,3,[0.8922 0.4116],[0.00847113 0.03669114],[0.876 0.348],[0.901 0.46 ]
15,4,[0.8904 0.4324],[0.00875443 0.02540551],[0.873 0.41 ],[0.896 0.482]
16,5,[0.8938 0.3968],[0.00416653 0.03419006],[0.887 0.34 ],[0.9   0.442]
17,4,[0.8928 0.404 ],[0.00292575 0.03232337],[0.887 0.34 ],[0.895 0.426]
18,3,[0.8956 0.4336],[0.0032619  0.03589763],[0.893 0.392],[0.902 0.498]
19,3,[0.8898 0.4316],[0.01119643 0.03905688],[0.868 0.384],[0.9   0.498]
20,3,[0.8844 0.408 ],[0.01078147 0.03615522],[0.868 0.344],[0.894 0.44 ]
21,4,[0.8854 0.406 ],[0.01240323 0.06328349],[0.864 0.284],[0.897 0.466]
22,3,[0.8972 0.3968],[0.00222711 0.06063135],[0.895 0.284],[0.901 0.462]
23,5,[0.8942 0.353 ],[0.00386782 0.13206968],[0.889 0.097],[0.9   0.478]
24,5,[0.895  0.3784],[0.00442719 0.04637931],[0.889 0.324],[0.901 0.434]
25,1,[0.8924 0.4168],[0.0069455  0.02541181],[0.88  0.386],[0.899 0.444]
