gen,nevals,avg,std,min,max
0,50,[0.87482 0.4062 ],[0.01151641 0.04729863],[0.852 0.304],[0.898 0.504]
1,4,[0.88   0.3816],[0.01240967 0.06129796],[0.861 0.282],[0.895 0.47 ]
2,4,[0.8784 0.3596],[0.00902441 0.12196655],[0.871 0.122],[0.895 0.47 ]
3,3,[0.8812 0.3476],[0.00815843 0.13409489],[0.873 0.116],[0.895 0.47 ]
4,5,[0.8676 0.416 ],[0.00677052 0.01649242],[0.859 0.394],[0.876 0.438]
5,5,[0.8668 0.4632],[0.00879545 0.01778089],[0.853 0.442],[0.876 0.488]
6,4,[0.8726 0.4104],[0.01505457 0.04716609],[0.855 0.338],[0.898 0.478]
7,5,[0.8764 0.3844],[0.01635359 0.01651181],[0.854 0.368],[0.895 0.416]
8,5,[0.8768 0.3656],[0.01605491 0.12694818],[0.86  0.126],[0.899 0.468]
9,3,[0.8794 0.37  ],[0.02010572 0.12250061],[0.852 0.126],[0.899 0.442]
10,5,[0.8868 0.3988],[0.0136     0.05400148],[0.86  0.316],[0.897 0.472]
11,3,[0.892 0.326],[0.00296648 0.0345948 ],[0.887 0.282],[0.895 0.388]
12,3,[0.8888 0.3676],[0.00719444 0.0636792 ],[0.88  0.316],[0.895 0.472]
13,5,[0.8858 0.3374],[0.00526878 0.12100843],[0.879 0.123],[0.893 0.454]
14,2,[0.885  0.4248],[0.00657267 0.03572338],[0.879 0.362],[0.893 0.454]
15,5,[0.8846 0.3924],[0.00646838 0.08295927],[0.875 0.282],[0.892 0.494]
16,3,[0.8902 0.3772],[0.00597997 0.0817665 ],[0.883 0.282],[0.9   0.494]
17,5,[0.8822 0.39  ],[0.00453431 0.13807244],[0.879 0.114],[0.891 0.466]
18,3,[0.8766 0.4608],[0.00564269 0.0119063 ],[0.866 0.44 ],[0.882 0.476]
19,5,[0.8794 0.4192],[0.00272764 0.02337862],[0.876 0.39 ],[0.883 0.46 ]
20,5,[0.8804 0.4412],[0.0026533  0.02646054],[0.877 0.402],[0.885 0.472]
21,5,[0.8778 0.4212],[0.00552811 0.0136    ],[0.868 0.4  ],[0.884 0.436]
22,2,[0.8746 0.4272],[0.00549909 0.0119063 ],[0.868 0.416],[0.881 0.446]
23,3,[0.8692 0.43  ],[0.00990757 0.02396664],[0.853 0.39 ],[0.881 0.456]
24,5,[0.8636 0.4512],[0.00508331 0.05211679],[0.86  0.394],[0.873 0.526]
25,5,[0.8612 0.406 ],[0.00491528 0.05822714],[0.857 0.326],[0.87  0.506]
